[	[	[	[	[	0
of	of	pp-f	of	of	0
Wheat	Wheat	n1	Wheat	wheat	0
,	,	,	,	,	0
flesh	flesh	n1	flesh	flesh	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
kindes	kindes	n2	kinds	kind	0
,	,	,	,	,	0
and	and	cc	and	and	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
fruits	fruits	n2	fruits	fruit	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
do	do	vdi	do	do	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
majesty	majesty	n1	majesty	majesty	0
,	,	,	,	,	0
either	either	d	either	either	0
himselfe	himselfe	px31	himself	himself	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
a	a	dt	a	a	0
couple	couple	n1	couple	couple	0
of	of	pp-f	of	of	0
caravels	caravels	n2	caravels	caravel	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
your	your	po22	your	your	0
worship	worship	n1	worship	worship	0
leave	leave	vvb	leave	leave	0
to	to	pc-acp	to	to	0
traffique	traffique	vvi	traffic	traffic	0
here	here	av	here	here	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
here	here	av	here	here	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
good	good	j	good	good	0
harbour	harbour	n1	harbour	harbour	0
where	where	c-crq	where	where	0
ships	ships	n2	ships	ship	0
may	may	vmb	may	may	0
ride	ride	vvi	ride	ride	0
at	at	p-acp	at	at	0
ancre	ancre	n1	anchor	anchor	0
hard	hard	av-j	hard	hard	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Castle	Castle	n1	Castle	castle	0
.	.	.	.	.	1
The	The	dt	The	the	0
countrey	countrey	n1	country	country	0
where	where	c-crq	where	where	0
all	all	d	all	all	0
the	the	dt	the	the	0
golde-mines	golde-mines	n2	gold-mines	gold-mine	0
are	are	vbr	are	be	0
is	is	p-acp|dt	is	in|the	0
called	called	vvn	called	call	0
The	The	dt	The	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Darha	Darha	np1	Darha	Darha	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
kingdome	kingdome	n1	kingdom	kingdom	0
are	are	vbr	are	be	0
great	great	j	great	great	0
store	store	n1	store	store	0
88	88	crd	88	88	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
cities	cities	n2	cities	city	0
and	and	cc	and	and	0
townes	townes	n2	towns	town	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
city	city	n1	city	city	0
and	and	cc	and	and	0
towne	towne	n1	town	town	0
a	a	dt	a	a	0
Captaine	Captaine	n1	Captain	captain	0
with	with	p-acp	with	with	0
certaine	certaine	j	certain	certain	0
souldiers	souldiers	n2	soldiers	soldier	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
Captaines	Captaines	n2	Captains	captain	0
are	are	vbr	are	be	0
lords	lords	n2	lords	lord	0
and	and	cc	and	and	0
owners	owners	n2	owners	owner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
townes	townes	n2	towns	town	0
.	.	.	.	.	1
One	One	crd	One	one	0
city	city	n1	city	city	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
Concerning	Concerning	vvg	Concerning	concern	0
called	called	vvn	called	call	0
Couton	Couton	np1	Couton	Couton	0
,	,	,	,	,	0
another	another	j-jn	another	another	0
Xanigeton	Xanigeton	np1	Xanigeton	Xanigeton	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
the	the	dt	the	the	0
cities	cities	n2	cities	city	0
of	of	pp-f	of	of	0
Tubguer	Tubguer	n1	Tubguer	tubguer	0
,	,	,	,	,	0
Azegue	Azegue	np1	Azegue	Azegue	0
,	,	,	,	,	0
Amader	Amader	np1	Amader	Amader	0
,	,	,	,	,	0
Quaherque	Quaherque	fw-la	Quaherque	quaherque	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
Africanus	Africanus	np1	Africanus	Africanus	0
a	a	dt	a	a	0
of	of	pp-f	of	of	0
Faroo	Faroo	np1	Faroo	Faroo	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
townes	townes	n2	towns	town	0
and	and	cc	and	and	0
cities	cities	n2	cities	city	0
are	are	vbr	are	be	0
very	very	av	very	very	0
great	great	j	great	great	0
little	little	j	little	little	0
after	after	p-acp	after	after	0
the	the	pno32	thee	they	0
and	and	cc	and	and	0
fairely	fairely	av-j	fairly	fair	0
built	built	vvn	built	build	0
,	,	,	,	,	0
being	being	vbg	being	be	0
inhabited	inhabited	vvn	inhabited	inhabit	0
by	by	p-acp	by	by	0
rich	rich	j	rich	rich	0
Moores	Moores	n2	Moors	moor	0
,	,	,	,	,	0
and	and	cc	and	and	0
be&nningof	be&nningof	av	be&nningof	be&nningof	0
abounding	abounding	vvg	abounding	abound	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
cattell	cattell	n2	cattle	cattle	0
,	,	,	,	,	0
Barley	Barley	n1	Barley	barley	0
and	and	cc	and	and	0
Dates	Dates	n2	Dates	date	0
.	.	.	.	.	1
00	00	crd	00	00	0
e‘	e‘	n1	e‘	e‘	0
And	And	cc	And	and	0
here	here	av	here	here	0
is	is	vbz	is	be	0
such	such	d	such	such	0
plenty	plenty	n1	plenty	plenty	0
of	of	pp-f	of	of	0
golde	golde	n1	gold	gold	0
found	found	vvn	found	find	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sands	sands	n2	sands	sand	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
rivers	rivers	ng1	rivers	river	0
side	side	n1	side	side	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Moores	Moores	n2	Moors	moor	0
usually	usually	av-j	usually	usual	0
carry	carry	vvi	carry	carry	0
the	the	dt	the	the	0
same	same	d	same	same	0
Northward	Northward	av-j	Northward	northward	0
to	to	p-acp	to	to	0
Marocco	Marocco	np1	Marocco	Morocco	0
,	,	,	,	,	0
and	and	cc	and	and	0
Southward	Southward	av-j	Southward	southward	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
city	city	n1	city	city	0
of	of	pp-f	of	of	0
Tombuto	Tombuto	np1	Tombuto	Tombuto	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Negros	Negros	n2	Negroes	negro	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
city	city	n1	city	city	0
standeth	standeth	vvz	stands	stand	0
about	about	p-acp	about	about	0
300	300	crd	300	300	0
leagues	leagues	n2	leagues	league	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
kingdome	kingdome	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
Darha	Darha	np1	Darha	Darha	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
kingdome	kingdome	n1	kingdom	kingdom	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
60	60	crd	60	60	0
leagues	leagues	n2	leagues	league	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
Hand	Hand	n1	Hand	hand	0
and	and	cc	and	and	0
Castle	Castle	n1	Castle	castle	0
of	of	pp-f	of	of	0
Arguin	Arguin	np1	Arguin	Arguin	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
your	your	po22	your	your	0
worship	worship	n1	worship	worship	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
his	his	po31	his	his	0
majesty	majesty	n1	majesty	majesty	0
in	in	p-acp	in	in	0
remembrance	remembrance	n1	remembrance	remembrance	0
hereof	hereof	av	hereof	hereof	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
cities	cities	n2	cities	city	0
and	and	cc	and	and	0
townes	townes	n2	towns	town	0
are	are	vbr	are	be	0
but	but	cc-acp	but	but	0
ten	ten	crd	ten	ten	0
dayes	dayes	ng2	days	day	0
journey	journey	n1	journey	journey	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
.	.	.	.	.	1
I	I	pns11	I	i	0
heartily	heartily	av-j	heartily	hearty	0
wish	wish	vvb	wish	wish	0
that	that	cst	that	that	0
his	his	po31	his	his	0
majesty	majesty	n1	majesty	majesty	0
would	would	vmd	would	will	0
send	send	vvi	send	send	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
marchants	marchants	n2	merchants	merchant	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
might	might	vmd	might	may	0
travell	travell	vvi	travel	travel	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
aforesayd	aforesayd	j	aforesaid	aforesaid	0
cities	cities	n2	cities	city	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
rich	rich	j	rich	rich	0
trade	trade	n1	trade	trade	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
any	any	d	any	any	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
safe	safe	j	safe	safe	0
and	and	cc	and	and	0
come	come	vvb	come	come	0
safe	safe	j	safe	safe	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
places	places	n2	places	place	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
without	without	p-acp	without	without	0
troubling	troubling	vvg	troubling	trouble	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worship	worship	n1	worship	worship	0
any	any	d	any	any	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leave	leave	n1	leave	leave	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
Hand	Hand	n1	Hand	hand	0
and	and	cc	and	and	0
Castle	Castle	n1	Castle	castle	0
of	of	pp-f	of	of	0
Arguin	Arguin	np1	Arguin	Arguin	0
the	the	dt	the	the	0
20	20	crd	20	20	0
of	of	pp-f	of	of	0
January	January	np1	January	January	0
1591.	1591.	crd	1591.	1591.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Your	Your	po22	Your	your	0
worships	worships	ng1	worships	worship	0
servant	servant	n1	servant	servant	0
Melchior	Melchior	np1	Melchior	Melchior	0
Petoney	Petoney	np1	Petoney	Petoney	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
89	89	crd	89	89	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
.	.	.	.	.	1
