A	A	dt	A	a	0
,	,	,	,	,	0
Lifland	Lifland	np1	Lifland	Lifland	0
,	,	,	,	,	0
Oudor	Oudor	np1	Oudor	Oudor	0
,	,	,	,	,	0
Obdor	Obdor	np1	Obdor	Obdor	0
,	,	,	,	,	0
and	and	cc	and	and	0
Condensa	Condensa	fw-la	Condensa	condensa	0
,	,	,	,	,	0
and	and	cc	and	and	0
Governour	Governour	n1	Governor	governor	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Siberia	Siberia	np1	Siberia	Siberia	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
North	North	n1	North	north	0
parts	parts	n2	parts	part	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
her	her	po31	her	her	0
dearest	dearest	js-jn	dearest	dear	0
brother	brother	n1	brother	brother	0
and	and	cc	and	and	0
friend	friend	n1	friend	friend	0
,	,	,	,	,	0
Salutations	Salutations	n2	Salutations	salutation	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Most	Most	av-ds	Most	most	0
excellent	excellent	j	excellent	excellent	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
deare	deare	j-jn	deer	dear	0
brother	brother	n1	brother	brother	0
and	and	cc	and	and	0
friend	friend	n1	friend	friend	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
worthy	worthy	j	worthy	worthy	0
ambassador	ambassador	n1	ambassador	ambassador	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
excellency	excellency	n1	excellency	excellency	0
declared	declared	vvn	declared	declare	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
understood	understood	vvn	understood	understand	0
how	how	c-crq	how	how	0
kindly	kindly	av-j	kindly	kind	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
,	,	,	,	,	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
send	send	vvi	send	send	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
313	313	crd	313	313	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
excellency	excellency	n1	excellency	excellency	0
an	an	dt	and	a	0
ambassador	ambassador	n1	ambassador	ambassador	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
commandement	commandement	n1	commandment	commandment	0
and	and	cc	and	and	0
instructions	instructions	n2	instructions	instruction	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
matter	matter	n1	matter	matter	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
request	request	n1	request	request	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
much	much	av-d	much	much	0
pleased	pleased	vvn	pleased	please	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
any	any	d	any	any	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
way	way	n1	way	way	0
satisfie	satisfie	vvi	satisfy	satisfy	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
we	we	pns12	we	we	0
performed	performed	vvd	performed	perform	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
having	having	vhg	having	have	0
purposed	purposed	vvn	purposed	purpose	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
selfe	selfe	n1	self	self	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
we	we	pns12	we	we	0
thought	thought	vvd	thought	think	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
remembred	remembred	vvd	remembered	remember	0
Jerome	Jerome	np1	Jerome	Jerome	0
Bowes	Bowes	np1	Bowes	Bowes	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
a	a	dt	a	a	0
gentleman	gentleman	n1	gentleman	gentleman	0
of	of	pp-f	of	of	0
qualitie	qualitie	n1	quality	quality	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
householde	householde	n1	household	household	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
very	very	av	very	very	0
much	much	av-d	much	much	0
beloved	beloved	vvn	beloved	belove	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	n1	present	present	0
we	we	pns12	we	we	0
send	send	vvb	send	send	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
whose	whose	rg-crq	whose	who	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
faithfulnesse	faithfulnesse	n1	faithfulness	faithfulness	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
committed	committed	vvn	committed	commit	0
all	all	d	all	all	0
,	,	,	,	,	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
we	we	pns12	we	we	0
take	take	vvb	take	take	0
to	to	pc-acp	to	to	0
apperteine	apperteine	vvi	appertain	appertain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
advancement	advancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
our	our	po12	our	our	0
honors	honors	n2	honours	honour	0
indifferently	indifferently	av-j	indifferently	indifferent	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
service	service	n1	service	service	0
,	,	,	,	,	0
we	we	pns12	we	we	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
that	that	d	that	that	0
all	all	d	all	all	0
care	care	n1	care	care	0
and	and	cc	and	and	0
diligence	diligence	n1	diligence	diligence	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
used	used	vvn	used	use	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
part	part	n1	part	part	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
intreat	intreat	vvb	entreat	entreat	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
him	him	pno31	him	he	0
credence	credence	n1	credence	credence	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
prosecuting	prosecuting	vvg	prosecuting	prosecute	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
commandement	commandement	n1	commandment	commandment	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
present	present	j	present	present	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
Doctor	Doctor	n1	Doctor	doctor	0
Jacob.	Jacob.	np1	Jacob.	Jacob.	0
Robert	Robert	np1	Robert	Robert	0
Jacob	Jacob	np1	Jacob	Jacob	0
doctor	doctor	n1	doctor	doctor	0
of	of	pp-f	of	of	0
physicke	physicke	n1	physic	physic	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
very	very	av	very	very	0
deare	deare	j-jn	deer	dear	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
last	last	ord	last	last	0
yere	yere	n1	year	year	0
we	we	pns12	we	we	0
sent	sent	vvd	sent	send	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
excellency	excellency	n1	excellency	excellency	0
,	,	,	,	,	0
we	we	pns12	we	we	0
desire	desire	vvb	desire	desire	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
that	that	d	that	that	0
favor	favor	n1	favour	favour	0
and	and	cc	and	and	0
estimation	estimation	n1	estimation	estimation	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
good	good	j	good	good	0
princes	princes	n2	princes	prince	0
thinke	thinke	vvb	think	think	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
honest	honest	j	honest	honest	0
and	and	cc	and	and	0
vertuous	vertuous	j	virtuous	virtuous	0
man	man	n1	man	man	0
woorthy	woorthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
had	had	vhd	had	have	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
caried	caried	vvn	carried	carry	0
great	great	j	great	great	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
mutual	mutual	j	mutual	mutual	0
friendship	friendship	n1	friendship	friendship	0
,	,	,	,	,	0
and	and	cc	and	and	0
indevour	indevour	vvb	endeavour	endeavour	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
your	your	po22	your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
case	case	n1	case	case	0
have	have	vhb	have	have	0
parted	parted	vvn	parted	part	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	np1	And	And	0
seeing	seeing	vvg	seeing	see	0
we	we	pns12	we	we	0
continue	continue	vvb	continue	continue	0
still	still	av	still	still	0
the	the	dt	the	the	0
same	same	d	same	same	0
good	good	j	good	good	0
will	will	n1	will	will	0
towards	towards	p-acp	towards	towards	0
your	your	po22	your	your	0
excellency	excellency	n1	excellency	excellency	0
,	,	,	,	,	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
even	even	av	even	even	0
promise	promise	vvi	promise	promise	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
selfe	selfe	n1	self	self	0
your	your	po22	your	your	0
honourable	honourable	j	honourable	honourable	0
kindnesses	kindnesses	n2	kindnesses	kindness	0
towards	towards	p-acp	towards	towards	0
him	him	pno31	him	he	0
:	:	:	:	:	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
pray	pray	vvb	pray	pray	0
the	the	dt	the	the	0
almightie	almightie	j-jn	almighty	almighty	0
God	God	n1	God	god	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
safetie	safetie	n1	safety	safety	0
and	and	cc	and	and	0
health	health	n1	health	health	0
.	.	.	.	.	1
Given	Given	j-vvn	Given	give	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
pallace	pallace	n1	palace	palace	0
of	of	pp-f	of	of	0
Greene-wich	Greene-wich	np1	Greene-wich	Greenwich	0
the	the	dt	the	the	0
19	19	crd	19	19	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
June	June	np1	June	June	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yere	yere	n1	year	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
1583	1583	crd	1583	1583	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
reigne	reigne	n1	reign	reign	0
the	the	dt	the	the	0
five	five	crd	five	five	0
and	and	cc	and	and	0
twentieth	twentieth	ord	twentieth	twenty	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
.	.	.	.	.	1
