Master	Master	n1	Master	master	0
to	to	p-acp	to	to	0
Memel	Memel	fw-la	Memel	memel	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Konings-burgh	Konings-burgh	n1	Konings-burgh	konings-burgh	0
in	in	p-acp	in	in	0
Prussia	Prussia	np1	Prussia	Prussia	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Elbing	Elbing	np1	Elbing	Elbing	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Dantzike	Dantzike	np1	Dantzike	Danzig	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Stetine	Stetine	np1	Stetine	Stetine	0
in	in	p-acp	in	in	0
Pomerland	Pomerland	np1	Pomerland	Pomerland	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Rostock	Rostock	np1	Rostock	Rostock	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Lubeck	Lubeck	np1	Lubeck	Lubeck	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Hamborough	Hamborough	np1	Hamborough	Hamborough	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Breme	Breme	np1	Breme	Breme	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Emden	Emden	np1	Emden	Emden	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
to	to	p-acp	to	to	0
London	London	np1	London	London	0
.	.	.	.	.	1
Being	Being	vbg	Being	be	0
arrived	arrived	vvn	arrived	arrive	0
at	at	p-acp	at	at	0
her	her	po31	her	her	0
majesties	majesties	n2	majesties	majesty	0
roiall	roiall	j	royal	royal	0
court	court	n1	court	court	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
delivered	delivered	vvn	delivered	deliver	0
the	the	dt	the	the	0
Emperors	Emperors	ng1	Emperor's	emperor	0
letters	letters	n2	letters	letter	0
with	with	p-acp	with	with	0
good	good	j	good	good	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
and	and	cc	and	and	0
gracious	gracious	j	gracious	gracious	0
acceptance	acceptance	n1	acceptance	acceptance	0
,	,	,	,	,	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
foorthwith	foorthwith	av	forthwith	forthwith	0
againe	againe	av	again	again	0
commaunded	commaunded	vvd	commanded	command	0
to	to	pc-acp	to	to	0
repasse	repasse	vvi	repass	repass	0
into	into	p-acp	into	into	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
letters	letters	n2	letters	letter	0
from	from	p-acp	from	from	0
her	her	po31	her	her	0
majestie	majestie	n1	majesty	majesty	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
,	,	,	,	,	0
and	and	cc	and	and	0
prince	prince	n1	prince	prince	0
Boris	Boris	np1	Boris	Boris	0
Pheodorowich	Pheodorowich	np1	Pheodorowich	Pheodorowich	0
,	,	,	,	,	0
answering	answering	vvg	answering	answer	0
the	the	dt	the	the	0
Emperors	Emperors	ng1	Emperor's	emperor	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
withall	withall	av	withal	withal	0
requesting	requesting	vvg	requesting	request	0
the	the	dt	the	the	0
favour	favour	n1	favour	favour	0
and	and	cc	and	and	0
friendship	friendship	n1	friendship	friendship	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
his	his	po31	his	his	0
father	father	n1	father	father	0
had	had	vhd	had	have	0
yeelded	yeelded	vvn	yielded	yield	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
English	English	jp	English	english	0
merchants	merchants	n2	merchant's	merchant	0
:	:	:	:	:	0
and	and	cc	and	and	0
hereunto	hereunto	av	hereunto	hereunto	0
was	was	vbds	was	be	0
he	he	pns31	he	he	0
earnestly	earnestly	av-j	earnestly	earnest	0
also	also	av	also	also	0
solicited	solicited	vvn	solicited	solicit	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
merchants	merchants	n2	merchant's	merchant	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
themselves	themselves	px32	themselves	themselves	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
company	company	n1	company	company	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
deale	deale	vvi	deal	deal	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
behalfe	behalfe	n1	behalf	behalf	0
.	.	.	.	.	1
Being	Being	vbg	Being	be	0
thus	thus	av	thus	thus	0
dispatched	dispatched	vvn	dispatched	dispatch	0
from	from	p-acp	from	from	0
London	London	np1	London	London	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
he	he	pns31	he	he	0
arrived	arrived	vvd	arrived	arrive	0
in	in	p-acp	in	in	0
Mosco	Mosco	np1	Mosco	Moscow	0
,	,	,	,	,	0
the	the	dt	the	the	0
20.	20.	crd	20.	20.	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
1586.	1586.	crd	1586.	1586.	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
very	very	av	very	very	0
honorably	honorably	av-j	honorably	honorable	0
welcommed	welcommed	vvn	welcomed	welcome	0
.	.	.	.	.	1
And	And	cc	And	and	0
345	345	crd	345	345	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
M.	M.	n1	M.	m.	0
Horseis	Horseis	n2	Horseis	horsei	0
voiage	voiage	n1	voyage	voyage	0
from	from	p-acp	from	from	0
Mosco	Mosco	np1	Mosco	Moscow	0
to	to	p-acp	to	to	0
England	England	np1	England	England	0
overland	overland	av	overland	overland	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1586.	1586.	crd	1586.	1586.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
for	for	c-acp	for	for	0
ye	ye	pn22	you	you	0
merchants	merchants	n2	merchant's	merchant	0
behoofe	behoofe	n1	behoof	behoof	0
,	,	,	,	,	0
obtained	obtained	vvd	obtained	obtain	0
all	all	d	all	all	0
his	his	po31	his	his	0
requests	requests	n2	requests	request	0
,	,	,	,	,	0
being	being	vbg	being	be	0
therein	therein	av	therein	therein	0
specially	specially	av-j	specially	special	0
favoured	favoured	vvn	favoured	favour	0
by	by	p-acp	by	by	0
ye	ye	pn22	you	you	0
noble	noble	j	noble	noble	0
prince	prince	n1	prince	prince	0
Boris	Boris	np1	Boris	Boris	0
Pheo-dorowich	Pheo-dorowich	j	Pheodorowich	pheodorowich	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
alwayes	alwayes	av	always	always	0
affected	affected	vvd	affected	affect	0
M.	M.	n1	M.	m.	0
Horsey	Horsey	np1	Horsey	Horsey	0
with	with	p-acp	with	with	0
speciali	speciali	fw-la	speciali	speciali	0
liking	liking	n-vvg	liking	like	0
.	.	.	.	.	1
And	And	cc	And	and	0
having	having	vhg	having	have	0
obtained	obtained	vvn	obtained	obtain	0
priviledges	priviledges	n2	privileges	privilege	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
merchants	merchants	n2	merchant's	merchant	0
,	,	,	,	,	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
recommended	recommended	vvn	recommended	recommend	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
againe	againe	av	again	again	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
his	his	po31	his	his	0
mistresse	mistresse	n1	mistress	mistress	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
Boris	Boris	np1	Boris	Boris	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
honorable	honorable	j	honourable	honourable	0
and	and	cc	and	and	0
good	good	j	good	good	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Queens	Queens	ng1	Queen's	queen	0
majestie	majestie	n1	majesty	majesty	0
,	,	,	,	,	0
sent	sent	vvd	sent	send	0
her	her	po31	her	her	0
highnesse	highnesse	n1	highness	highness	0
a	a	dt	a	a	0
roiall	roiall	j	royal	royal	0
present	present	n1	present	present	0
of	of	pp-f	of	of	0
Sables	Sables	n2-jn	Sables	sable	0
,	,	,	,	,	0
Luzarns	Luzarns	np1	Luzarns	Luzarns	0
,	,	,	,	,	0
cloth	cloth	n1	cloth	cloth	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
rich	rich	j	rich	rich	0
things	things	n2	things	thing	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Companie	Companie	n1	Company	company	0
of	of	pp-f	of	of	0
English	English	jp	English	english	0
merchants	merchants	n2	merchant's	merchant	0
,	,	,	,	,	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
thankfulnes	thankfulnes	n1	thankfulness	thankfulness	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
majestie	majestie	n1	majesty	majesty	0
,	,	,	,	,	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
account	account	vvi	account	account	0
M.	M.	n1	M.	m.	0
Horseis	Horseis	n2	Horseis	horsei	0
paines	paines	n2	pains	pain	0
their	their	po32	their	their	0
speciali	speciali	fw-la	speciali	speciali	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
obtained	obtained	vvd	obtained	obtain	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
those	those	d	those	those	0
privileges	privileges	n2	privileges	privilege	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
twentie	twentie	crd	twentie	twenty	0
yeeres	yeeres	n2	years	year	0
before	before	a-acp	before	before	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
granted	granted	vvn	granted	grant	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
M.	M.	n1	M.	m.	0
Horseis	Horseis	n2	Horseis	horsei	0
last	last	ord	last	last	0
dispatch	dispatch	vvb	dispatch	dispatch	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
very	very	av	very	very	0
honorable	honorable	j	honourable	honourable	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
record	record	vvi	record	record	0
.	.	.	.	.	1
He	He	pns31	He	he	0
was	was	vbds	was	be	0
freely	freely	av-j	freely	free	0
allowed	allowed	vvn	allowed	allow	0
post	post	n1	post	post	0
horses	horses	n2	horses	horse	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
his	his	po31	his	his	0
servants	servants	n2	servants	servant	0
,	,	,	,	,	0
victuals	victuals	n2	victuals	victual	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
necessaries	necessaries	n2-j	necessaries	necessary	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
long	long	j	long	long	0
journey	journey	n1	journey	journey	0
;	;	;	;	;	0
at	at	p-acp	at	at	0
every	every	d	every	every	0
towne	towne	n1	town	town	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
unto	unto	p-acp	unto	unto	0
from	from	p-acp	from	from	0
Mosco	Mosco	np1	Mosco	Moscow	0
to	to	p-acp	to	to	0
Vologda	Vologda	np1	Vologda	Vologda	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
five	five	crd	five	five	0
hundred	hundred	crd	hundred	hundred	0
miles	miles	n2	miles	mile	0
,	,	,	,	,	0
he	he	pns31	he	he	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
like	like	j	like	like	0
free	free	j	free	free	0
and	and	cc	and	and	0
bountifull	bountifull	j	bountiful	bountiful	0
allowances	allowances	n2	allowances	allowance	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Emperors	Emperors	ng1	Emperor's	emperor	0
charge	charge	n1	charge	charge	0
.	.	.	.	.	1
New	New	j	New	new	0
victuali	victuali	fw-la	victuali	victuali	0
and	and	cc	and	and	0
provision	provision	n1	provision	provision	0
were	were	vbdr	were	be	0
given	given	vvn	given	give	0
him	him	pno31	him	he	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
river	river	n1	river	river	0
Dwina	Dwina	np1	Dwina	Dwina	0
at	at	p-acp	at	at	0
every	every	d	every	every	0
towne	towne	n1	town	town	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
officers	officers	n2	officers	officer	0
,	,	,	,	,	0
being	being	vbg	being	be	0
one	one	crd	one	one	0
thousand	thousand	crd	thousand	thousand	0
miles	miles	n2	miles	mile	0
in	in	p-acp	in	in	0
length	length	n1	length	length	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
new	new	j	new	new	0
castle	castle	n1	castle	castle	0
called	called	vvn	called	call	0
Archangel	Archangel	np1	Archangel	Archangel	0
,	,	,	,	,	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
received	received	vvn	received	receive	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Duke	Duke	n1	Duke	duke	0
Knez	Knez	fw-fr	Knez	knez	0
Vasili	Vasili	np1	Vasili	Vasili	0
Andrewich	Andrewich	np1	Andrewich	Andrewich	0
Isveno-gorodsky	Isveno-gorodsky	j	Isveno-gorodsky	isveno-gorodsky	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Emperors	Emperors	ng1	Emperor's	emperor	0
commission	commission	n1	commission	commission	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Castle	Castle	n1	Castle	castle	0
,	,	,	,	,	0
,	,	,	,	,	0
gunners	gunners	n2	gunners	gunner	0
being	being	vbg	being	be	0
set	set	vvn	set	set	0
in	in	p-acp	in	in	0
rankes	rankes	n2	ranks	rank	0
after	after	p-acp	after	after	0
their	their	po32	their	their	0
use	use	n1	use	use	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
sumptuously	sumptuously	av-j	sumptuously	sumptuous	0
feasted	feasted	vvn	feasted	feast	0
:	:	:	:	:	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
hee	hee	pns31	he	he	0
was	was	vbds	was	be	0
dispatched	dispatched	vvn	dispatched	dispatch	0
with	with	p-acp	with	with	0
bountifull	bountifull	j	bountiful	bountiful	0
provision	provision	n1	provision	provision	0
and	and	cc	and	and	0
allowance	allowance	n1	allowance	allowance	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Dukes	Dukes	ng1	Dukes	duke	0
boat	boat	n1	boat	boat	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
hundred	hundred	crd	hundred	hundred	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
rowe	rowe	vvi	row	row	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
hundred	hundred	crd	hundred	hundred	0
Gunners	Gunners	n2	Gunners	gunner	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
boats	boats	n2	boats	boat	0
to	to	pc-acp	to	to	0
conduct	conduct	vvi	conduct	conduct	0
him	him	pno31	him	he	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
gentleman	gentleman	n1	gentleman	gentleman	0
captaine	captaine	n1	captain	captain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gunners	Gunners	n2	Gunners	gunner	0
.	.	.	.	.	1
Comming	Comming	vvg	Coming	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
road	road	n1	road	road	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
English	English	jp	English	english	0
,	,	,	,	,	0
Dutch	Dutch	jp	Dutch	dutch	0
,	,	,	,	,	0
and	and	cc	and	and	0
French	French	jp	French	french	0
ships	ships	n2	ships	ship	0
rode	rode	vvd	road	ride	0
,	,	,	,	,	0
the	the	dt	the	the	0
gunners	gunners	n2	gunners	gunner	0
discharged	discharged	vvn	discharged	discharge	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
shot	shot	vvn	shot	shoot	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
maner	maner	n1	manner	manner	0
46.	46.	crd	46.	46.	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
ordinance	ordinance	n1	ordinance	ordinance	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
brought	brought	vvn	brought	bring	0
ta	ta	uh	ta	ta	0
his	his	po31	his	his	0
lodging	lodging	n1	lodging	lodging	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
English	English	jp	English	english	0
house	house	n1	house	house	0
upon	upon	p-acp	upon	upon	0
Rose	Rose	n1	Rose	rose	0
Island	Island	n1	Island	island	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
full	full	j	full	full	0
and	and	cc	and	and	0
complete	complete	j	complete	complete	0
conclusion	conclusion	n1	conclusion	conclusion	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
346	346	crd	346	346	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Emperor	Emperor	n1	Emperor	emperor	0
and	and	cc	and	and	0
Boris	Boris	np1	Boris	Boris	0
Pheodorowich	Pheodorowich	np1	Pheodorowich	Pheodorowich	0
toward	toward	p-acp	towards	towards	0
M.	M.	n1	M.	m.	0
Horsey	Horsey	np1	Horsey	Horsey	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
further	further	jc	further	further	0
provision	provision	n1	provision	provision	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
gentleman	gentleman	n1	gentleman	gentleman	0
and	and	cc	and	and	0
a	a	dt	a	a	0
captaine	captaine	n1	captain	captain	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
folowing	folowing	vvg	following	follow	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
16.	16.	crd	16.	16.	0
live	live	vvi	live	live	0
oxen	oxen	n2	oxen	ox	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
70.	70.	crd	70.	70.	0
sheepe	sheepe	n1	sheep	sheep	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
600.	600.	crd	600.	600.	0
hens	hens	n2	hens	hen	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
25.	25.	crd	25.	25.	0
flitches	flitches	n2	flitches	flitche	0
of	of	pp-f	of	of	0
Bacon	Bacon	n1	Bacon	bacon	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
80.	80.	crd	80.	80.	0
bushels	bushels	n2	bushels	bushel	0
of	of	pp-f	of	of	0
meale	meale	n1	meal	meal	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
600.	600.	crd	600.	600.	0
loaves	loaves	n2	loaves	loaf	0
of	of	pp-f	of	of	0
bread	bread	n1	bred	bread	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2000.	2000.	crd	2000.	2000	0
egs	egs	n2	eggs	egg	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
10.	10.	crd	10.	10.	0
geese	geese	n2	geese	goose	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2.	2.	crd	2.	2.	0
cranes	cranes	n2	cranes	crane	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2.	2.	crd	2.	2.	0
swans	swans	n2	swans	swan	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
65.	65.	crd	65.	65.	0
gallons	gallons	n2	gallons	gallon	0
of	of	pp-f	of	of	0
mead	mead	n1	mead	mead	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
40.	40.	crd	40.	40.	0
gallons	gallons	n2	gallons	gallon	0
of	of	pp-f	of	of	0
Aquavitas	Aquavitas	fw-la	Aquavitas	aquavitas	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
60.	60.	crd	60.	60.	0
gallons	gallons	n2	gallons	gallon	0
of	of	pp-f	of	of	0
beere	beere	n1	beer	beer	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
3.	3.	crd	3.	3.	0
yong	yong	j	young	young	0
beares	beares	n2	bears	bear	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
4.	4.	crd	4.	4.	0
hawkes	hawkes	n2	hawks	hawk	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Store	Store	n1	Store	store	0
of	of	pp-f	of	of	0
onions	onions	n2	onions	onion	0
and	and	cc	and	and	0
garlike	garlike	n1	garlic	garlic	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
10.	10.	crd	10.	10.	0
fresh	fresh	j	fresh	fresh	0
salmons	salmons	n2	salmons	salmon	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
wild	wild	j	wild	wild	0
bore	bore	vvd	boar	bear	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
All	All	d	All	all	0
these	these	d	these	these	0
things	things	n2	things	thing	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
him	him	pno31	him	he	0
downe	downe	a-acp	down	down	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Emperors	Emperors	n2	Emperor's	emperor	0
,	,	,	,	,	0
and	and	cc	and	and	0
another	another	j-jn	another	another	0
of	of	pp-f	of	of	0
prince	prince	n1	prince	prince	0
Boris	Boris	np1	Boris	Boris	0
Pheodorowich	Pheodorowich	np1	Pheodorowich	Pheodorowich	0
,	,	,	,	,	0
&	&	cc	&	and	0
were	were	vbdr	were	be	0
received	received	vvn	received	receive	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
by	by	p-acp	by	by	0
John	John	np1	John	John	0
Frese	Frese	np1	Frese	Frese	0
servant	servant	n1	servant	servant	0
to	to	p-acp	to	to	0
M.	M.	n1	M.	m.	0
Horsey	Horsey	np1	Horsey	Horsey	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
honorable	honorable	j	honourable	honourable	0
