The	The	dt	The	the	0
places	places	n2	places	place	0
:	:	:	:	:	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
great	great	j	great	great	0
Duke	Duke	n1	Duke	duke	0
of	of	pp-f	of	of	0
Novogrod	Novogrod	np1	Novogrod	Novogrod	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
low	low	j	low	low	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Chernigo	Chernigo	np1	Chernigo	Chernigo	0
,	,	,	,	,	0
Rezan	Rezan	n1	Rezan	rezan	0
,	,	,	,	,	0
Polotsky	Polotsky	np1	Polotsky	Polotsky	0
,	,	,	,	,	0
Rostove	Rostove	np1	Rostove	Rostove	0
,	,	,	,	,	0
Yeraslave	Yeraslave	n1	Yeraslave	yeraslave	0
,	,	,	,	,	0
Bealozero	Bealozero	np1	Bealozero	Bealozero	0
,	,	,	,	,	0
and	and	cc	and	and	0
Lifland	Lifland	np1	Lifland	Lifland	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Oudorsky	Oudorsky	np1	Oudorsky	Oudorsky	0
,	,	,	,	,	0
Obdorsky	Obdorsky	np1	Obdorsky	Obdorsky	0
,	,	,	,	,	0
Con-dinsky	Con-dinsky	j	Condinsky	condinsky	0
,	,	,	,	,	0
and	and	cc	and	and	0
commander	commander	n1	commander	commander	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Sibierland	Sibierland	np1	Sibierland	Sibierland	0
and	and	cc	and	and	0
the	the	dt	the	the	0
North	North	n1	North	north	0
coasts	coasts	n2	coasts	coast	0
,	,	,	,	,	0
great	great	j	great	great	0
Lord	Lord	n1	Lord	lord	0
over	over	p-acp	over	over	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
of	of	pp-f	of	of	0
Iversky	Iversky	np1	Iversky	Iversky	0
,	,	,	,	,	0
Grisinsky	Grisinsky	np1	Grisinsky	Grisinsky	0
,	,	,	,	,	0
Emperor	Emperor	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Kabardinsky	Kabardinsky	np1	Kabardinsky	Kabardinsky	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
of	of	pp-f	of	of	0
Charkasky	Charkasky	np1	Charkasky	Charkasky	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
of	of	pp-f	of	of	0
Gorsky	Gorsky	np1	Gorsky	Gorsky	0
,	,	,	,	,	0
and	and	cc	and	and	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
countreys	countreys	ng2	countries'	country	0
,	,	,	,	,	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
deare	deare	j-jn	deer	dear	0
and	and	cc	and	and	0
loving	loving	j-vvg	loving	love	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
greeting	greeting	n1	greeting	greeting	0
.	.	.	.	.	1
Right	Right	av-jn	Right	right	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
letters	letters	n2	letters	letter	0
brought	brought	vvn	brought	bring	0
over	over	a-acp	over	over	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
returne	returne	n1	return	return	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
|	|	|	|	|	0
|	|	|	|	|	0
last	last	ord	last	last	0
voyage	voyage	n1	voyage	voyage	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
port	port	n1	port	port	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
letters	letters	n2	letters	letter	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
advisedly	advisedly	av-vvn	advisedly	advise	0
read	read	vvn	read	read	0
and	and	cc	and	and	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereby	thereby	av	thereby	thereby	0
perceive	perceive	vvb	perceive	perceive	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
doth	doth	vdz	does	do	0
greatly	greatly	av-j	greatly	great	0
mislike	mislike	vvi	mislike	mislike	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
late	late	j	late	late	0
imploy-ment	imploy-ment	j	employment	employment	0
of	of	pp-f	of	of	0
Jerome	Jerome	np1	Jerome	Jerome	0
Horsey	Horsey	np1	Horsey	Horsey	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
dominions	dominions	n2	dominions	dominion	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
messenger	messenger	n1	messenger	messenger	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
Highnesse	Highnesse	n1	Highness	highness	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
doth	doth	vdz	does	do	0
thinke	thinke	vvi	think	think	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
letters	letters	n2	letters	letter	0
sent	sent	vvn	sent	send	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
messenger	messenger	n1	messenger	messenger	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
observed	observed	vvn	observed	observe	0
that	that	d	that	that	0
due	due	j-jn	due	due	0
order	order	n1	order	order	0
or	or	cc	or	or	0
respect	respect	n1	respect	respect	0
which	which	r-crq	which	which	0
apperteined	apperteined	vvd	appertained	appertain	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
princely	princely	j	princely	princely	0
majesty	majesty	n1	majesty	majesty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
letter	letter	n1	letter	letter	0
,	,	,	,	,	0
aswel	aswel	p-acp	aswell	aswell	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
422	422	crd	422	422	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
inlargement	inlargement	n1	enlargement	enlargement	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
stile	stile	n1	style	stile	0
and	and	cc	and	and	0
titles	titles	n2	titles	title	0
of	of	pp-f	of	of	0
honor	honor	n1	honour	honour	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
expected	expected	vvd	expected	expect	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
bene	bene	vbn	be	be	0
therein	therein	av	therein	therein	0
more	more	av-dc	more	more	0
particularly	particularly	av-j	particularly	particular	0
expressed	expressed	vvn	expressed	express	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
adding	adding	vvg	adding	add	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
greatest	greatest	js	greatest	great	0
seale	seale	n1	seal	seal	0
or	or	cc	or	or	0
signet	signet	n1	signet	signet	0
of	of	pp-f	of	of	0
armes	armes	n2	arms	arm	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
letters	letters	n2	letters	letter	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
send	send	vvb	send	send	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
is	is	vbz	is	be	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
points	points	n2	points	point	0
we	we	pns12	we	we	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
bene	bene	vbn	be	be	0
very	very	av	very	very	0
loth	loth	j	loath	loath	0
willingly	willingly	av-j	willingly	willing	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
given	given	vvn	given	give	0
just	just	j	just	just	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
offence	offence	n1	offence	offence	0
thereby	thereby	av	thereby	thereby	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
deare	deare	j-jn	deer	dear	0
and	and	cc	and	and	0
loving	loving	j-vvg	loving	love	0
brother	brother	n1	brother	brother	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
messenger	messenger	n1	messenger	messenger	0
Jerome	Jerome	np1	Jerome	Jerome	0
Horsey	Horsey	np1	Horsey	Horsey	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
sory	sory	j	sorry	sorry	0
that	that	cst	that	that	0
contrary	contrary	n-jn	contrary	contrary	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
expectation	expectation	n1	expectation	expectation	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
fallen	fallen	vvn	fallen	fall	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
displeasure	displeasure	n1	displeasure	displeasure	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
minde	minde	n1	mind	mind	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
mainteine	mainteine	vvi	maintain	maintain	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
his	his	po31	his	his	0
actions	actions	n2	actions	action	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
incurred	incurred	vvn	incurred	incur	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
mislike	mislike	n1	mislike	mislike	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
reason	reason	n1	reason	reason	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
time	time	n1	time	time	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
his	his	po31	his	his	0
service	service	n1	service	service	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
messenger	messenger	n1	messenger	messenger	0
,	,	,	,	,	0
we	we	pns12	we	we	0
referre	referre	vvb	refer	refer	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
princely	princely	j	princely	princely	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
praying	praying	vvg	praying	pray	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
reduce	reduce	vvi	reduce	reduce	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
the	the	dt	the	the	0
especiall	especiall	j	especial	especial	0
commendation	commendation	n1	commendation	commendation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
letters	letters	n2	letters	letter	0
written	written	vvn	written	write	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
1585	1585	crd	1585	1585	0
,	,	,	,	,	0
you	you	pn22	you	you	0
made	made	vvd	made	make	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
1585.	1585.	crd	1585.	1585.	0
sayd	sayd	vvd	said	say	0
Jerome	Jerome	np1	Jerome	Jerome	0
Horsey	Horsey	np1	Horsey	Horsey	0
his	his	po31	his	his	0
behaviour	behaviour	n1	behaviour	behaviour	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
dominions	dominions	n2	dominions	dominion	0
:	:	:	:	:	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
was	was	vbds	was	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
his	his	po31	his	his	0
service	service	n1	service	service	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
messenger	messenger	n1	messenger	messenger	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
requiring	requiring	vvg	requiring	require	0
our	our	po12	our	our	0
answere	answere	n1	answer	answer	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
letters	letters	n2	letters	letter	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
returned	returned	vvn	returned	return	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
none	none	pix	none	none	0
other	other	j-jn	other	other	0
.	.	.	.	.	1
That	That	cst	That	that	0
imployment	imployment	n1	employment	employment	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
occasions	occasions	n2	occasions	occasion	0
taken	taken	vvn	taken	take	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
the	the	dt	the	the	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Jerome	Jerome	np1	Jerome	Jerome	0
Horsey	Horsey	np1	Horsey	Horsey	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
namely	namely	av	namely	namely	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
1587	1587	crd	1587	1587	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
againe	againe	av	again	again	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
liberali	liberali	fw-la	liberali	liberali	0
and	and	cc	and	and	0
princely	princely	j	princely	princely	0
priviledge	priviledge	n1	privilege	privilege	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
request	request	n1	request	request	0
granted	granted	vvn	granted	grant	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
heretofore	heretofore	av	heretofore	heretofore	0
given	given	vvn	given	give	0
thanks	thanks	n2	thanks	thank	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
so	so	av	so	so	0
doe	doe	vdb	do	do	0
we	we	pns12	we	we	0
hereby	hereby	av	hereby	hereby	0
reiterate	reiterate	vvi	reiterate	reiterate	0
our	our	po12	our	our	0
thankefulnesse	thankefulnesse	n1	thankfulness	thankfulness	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
)	)	)	)	)	0
mooved	mooved	vvd	moved	move	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
so	so	av	so	so	0
fit	fit	j	fit	fit	0
a	a	dt	a	a	0
messenger	messenger	n1	messenger	messenger	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
had	had	vhd	had	have	0
at	at	p-acp	at	at	0
severall	severall	j	several	several	0
times	times	n2	times	time	0
used	used	vvn	used	use	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
occasions	occasions	n2	occasions	occasion	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
our	our	po12	our	our	0
Realme	Realme	n1	Realm	realm	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
least	least	cs	lest	lest	0
your	your	po22	your	your	0
highnesse	highnesse	n1	highness	highness	0
should	should	vmd	should	shall	0
continue	continue	vvi	continue	continue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
that	that	cst	that	that	0
the	the	dt	the	the	0
letters	letters	n2	letters	letter	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
sent	sent	vvd	sent	send	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
ambassador	ambassador	n1	ambassador	ambassador	0
Giles	Giles	np1	Giles	Giles	0
Fletcher	Fletcher	np1	Fletcher	Fletcher	0
(	(	(	(	(	0
wherein	wherein	c-crq	wherein	wherein	0
some	some	d	some	some	0
mention	mention	n1	mention	mention	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
conceived	conceived	j-vvn	conceived	conceive	0
displeasure	displeasure	n1	displeasure	displeasure	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Horsey	Horsey	np1	Horsey	Horsey	0
)	)	)	)	)	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
kept	kept	vvn	kept	keep	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
423	423	crd	423	423	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
complaint	complaint	n1	complaint	complaint	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
made	made	vvd	made	make	0
therein	therein	av	therein	therein	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Horsey	Horsey	np1	Horsey	Horsey	0
,	,	,	,	,	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
deny	deny	vvi	deny	deny	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
aswell	aswell	av	aswell	aswell	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
ambassadour	ambassadour	n1	ambassador	ambassador	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
letters	letters	n2	letters	letter	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
displeasure	displeasure	n1	displeasure	displeasure	0
conceived	conceived	vvn	conceived	conceive	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
sayd	sayd	j-vvn	said	say	0
letters	letters	n2	letters	letter	0
giving	giving	vvg	giving	give	0
onely	onely	av-j	only	only	0
a	a	dt	a	a	0
short	short	j	short	short	0
generail	generail	j	generail	generail	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
misdemeanour	misdemeanour	n1	misdemeanour	misdemeanour	0
committed	committed	vvn	committed	commit	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
expressing	expressing	vvg	expressing	express	0
no	no	dx	no	no	0
particulars	particulars	n2-j	particulars	particular	0
,	,	,	,	,	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
of	of	pp-f	of	of	0
opinion	opinion	n1	opinion	opinion	0
that	that	cst	that	that	0
this	this	d	this	this	0
offence	offence	n1	offence	offence	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
hainous	hainous	j	heinous	heinous	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
utterly	utterly	av-j	utterly	utter	0
extinguish	extinguish	vvi	extinguish	extinguish	0
all	all	d	all	all	0
your	your	po22	your	your	0
former	former	j	former	former	0
princely	princely	j	princely	princely	0
favour	favour	n1	favour	favour	0
towards	towards	p-acp	towards	towards	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
humble	humble	j	humble	humble	0
submission	submission	n1	submission	submission	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
or	or	cc	or	or	0
upon	upon	p-acp	upon	upon	0
better	better	jc	better	better	0
examination	examination	n1	examination	examination	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
displeasure	displeasure	n1	displeasure	displeasure	0
conceived	conceived	vvd	conceived	conceive	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
,	,	,	,	,	0
the	the	dt	the	the	0
offence	offence	n1	offence	offence	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
beene	beene	vbn	been	be	0
either	either	av-d	either	either	0
remitted	remitted	vvn	remitted	remit	0
,	,	,	,	,	0
or	or	cc	or	or	0
he	he	pns31	he	he	0
thereof	thereof	av	thereof	thereof	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
cleared	cleared	vvn	cleared	clear	0
himselfe	himselfe	px31	himself	himself	0
.	.	.	.	.	1
And	And	cc	And	and	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
end	end	n1	end	end	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
great	great	j	great	great	0
importunity	importunity	n1	importunity	importunity	0
long	long	av-j	long	long	0
sollicited	sollicited	vvn	solicited	solicit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
intercession	intercession	n1	intercession	intercession	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Nobility	Nobility	n1	Nobility	nobility	0
giving	giving	vvg	giving	give	0
credit	credit	n1	credit	credit	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
intreated	intreated	vvn	entreated	entreat	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
behalfe	behalfe	n1	behalf	behalf	0
