Hereafter	Hereafter	av	Hereafter	hereafter	0
untill	untill	c-acp	until	until	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
40	40	crd	40	40	0
degrees	degrees	n2	degrees	degree	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
hee	hee	pns31	he	he	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
great	great	j	great	great	0
store	store	n1	store	store	0
85	85	crd	85	85	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Baixos	Baixos	np1	Baixos	Baixos	0
de	de	fw-fr	de	de	0
los	los	fw-la	los	los	0
Castellanos	Castellanos	np1	Castellanos	Castellanos	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Baia	Baia	np1	Baia	Baia	0
Anegada	Anegada	np1	Anegada	Anegada	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Punta	Punta	np1	Punta	Punta	0
de	de	fw-fr	de	de	0
Tierra	Tierra	np1	Tierra	Tierra	0
Ilana	Ilana	np1	Ilana	Ilana	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Baia	Baia	np1	Baia	Baia	0
sin	sin	n1	since	sin	0
fondo	fondo	fw-la	fondo	fondo	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Cabo	Cabo	np1	Cabo	Cabo	0
redondo	redondo	fw-la	redondo	redondo	0
.	.	.	.	.	1
Puerto	Puerto	np1	Puerto	Puerto	0
de	de	fw-fr	de	de	0
los	los	fw-la	los	los	0
leones	leones	fw-la	leones	leones	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Puerto	Puerto	np1	Puerto	Puerto	0
de	de	fw-fr	de	de	0
los	los	fw-la	los	los	0
.	.	.	.	.	0
leones	leones	n2	leones	leone	0
in	in	p-acp	in	in	0
44	44	crd	44	44	0
degrees	degrees	n2	degrees	degree	0
W	W	j	W	wonderful	0
better	better	j	better	better	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
weedes	weedes	n2	weeds	weed	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
come	come	vvb	come	come	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
20	20	crd	20	20	0
leagues	leagues	n2	leagues	league	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
sounding	sounding	n-vvg	sounding	sound	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
de	de	fw-fr	de	de	0
Santo	Santo	np1	Santo	Santo	0
Antonio	Antonio	np1	Antonio	Antonio	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
de	de	fw-fr	de	de	0
Arenas	Arenas	np1	Arenas	Arenas	0
Gordas	Gordas	npg1	Gordas	gordas	0
are	are	vbr	are	be	0
eight	eight	crd	eight	eight	0
&	&	cc	&	and	0
forty	forty	crd	forty	forty	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
lieth	lieth	vvz	lies	lie	0
Northeast	Northeast	n1	Northeast	north-east	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
East	East	n1	East	east	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
West	West	n1	West	west	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
eighteene	eighteene	crd	eighteene	eighteen	0
leagues	leagues	n2	leagues	league	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
river	river	n1	river	river	0
called	called	vvn	called	call	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Santa	Santa	np1	Santa	Santa	0
Anna	Anna	np1	Anna	Anna	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
certaine	certaine	j	certain	certain	0
flats	flats	n2	flats	flat	0
and	and	cc	and	and	0
sholds	sholds	n2	sholds	shold	0
,	,	,	,	,	0
give	give	vvb	give	give	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
good	good	j	good	good	0
breadth	breadth	n1	breadth	breadth	0
,	,	,	,	,	0
and	and	cc	and	and	0
come	come	vvb	come	come	0
not	not	xx	not	not	0
nigh	nigh	av-j	nigh	nigh	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
much	much	d	much	much	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
keepe	keepe	vvb	keep	keep	0
thy	thy	po21	thy	thy	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
forty	forty	crd	forty	forty	0
fadomes	fadomes	n2	fathoms	fathom	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
surely	surely	av-j	surely	sure	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
the	the	dt	the	the	0
cape	cape	n1	cape	cape	0
de	de	fw-fr	de	de	0
Arenas	Arenas	np1	Arenas	Arenas	0
Gordas	Gordas	np1	Gordas	Gordas	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cape	cape	n1	cape	cape	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
Andre	Andre	np1	Andre	Andre	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
and	and	cc	and	and	0
thirty	thirty	crd	thirty	thirty	0
leagues	leagues	n2	leagues	league	0
:	:	:	:	:	0
it	it	pn31	it	it	0
lieth	lieth	vvz	lies	lie	0
Northeast	Northeast	n1	Northeast	north-east	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
East	East	n1	East	east	0
,	,	,	,	,	0
and	and	cc	and	and	0
Southwest	Southwest	n1	Southwest	southwest	0
by	by	p-acp	by	by	0
West	West	n1	West	west	0
:	:	:	:	:	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
when	when	c-crq	when	when	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
equall	equall	j-jn	equal	equal	0
distance	distance	n1	distance	distance	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
both	both	d	both	both	0
.	.	.	.	.	1
And	And	cc	And	and	0
betweene	betweene	p-acp	between	between	0
both	both	d	both	both	0
the	the	dt	the	the	0
capes	capes	n2	capes	cape	0
are	are	vbr	are	be	0
many	many	d	many	many	0
bayes	bayes	n2	bays	bay	0
and	and	cc	and	and	0
rivers	rivers	n2	rivers	river	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
sandie	sandie	j	sandy	sandy	0
sholdes	sholdes	n2	sholdes	sholde	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
the	the	dt	the	the	0
cape	cape	n1	cape	cape	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
Andres	Andres	np1	Andres	Andres	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
bay	bay	n1	bay	bay	0
called	called	vvn	called	call	0
Anegada	Anegada	np1	Anegada	Anegada	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
The	The	dt	The	the	0
sunken	sunken	j-vvn	sunken	sink	0
bay	bay	n1	bay	bay	0
,	,	,	,	,	0
are	are	vbr	are	be	0
30	30	crd	30	30	0
leagues	leagues	n2	leagues	league	0
Eastnortheast	Eastnortheast	n1	Eastnortheast	eastnortheast	0
,	,	,	,	,	0
and	and	cc	and	and	0
Westsouthwest	Westsouthwest	n1	Westsouthwest	westsouthwest	0
.	.	.	.	.	1
It	It	pn31	It	it	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
40	40	crd	40	40	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
more	more	n1	more	moor	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
the	the	dt	the	the	0
bay	bay	n1	bay	bay	0
called	called	vvn	called	call	0
Baia	Baia	np1	Baia	Baia	0
Anegada	Anegada	np1	Anegada	Anegada	0
to	to	p-acp	to	to	0
The	The	dt	The	the	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
plaine	plaine	j	plain	plain	0
land	land	n1	land	land	0
are	are	vbr	are	be	0
25	25	crd	25	25	0
leagues	leagues	n2	leagues	league	0
Northnortheast	Northnortheast	n1	Northnortheast	northnortheast	0
,	,	,	,	,	0
and	and	cc	and	and	0
Southsouthwest	Southsouthwest	n1	Southsouthwest	southsouthwest	0
.	.	.	.	.	1
This	This	d	This	this	0
point	point	n1	point	point	0
lyeth	lyeth	vvz	lies	lie	0
in	in	p-acp	in	in	0
41	41	crd	41	41	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
point	point	n1	point	point	0
to	to	p-acp	to	to	0
Baia	Baia	np1	Baia	Baia	0
sin	sin	n1	since	sin	0
fondo	fondo	fw-la	fondo	fondo	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
The	The	dt	The	the	0
bottomlesse	bottomlesse	j	bottomless	bottomless	0
bay	bay	n1	bay	bay	0
,	,	,	,	,	0
are	are	vbr	are	be	0
35	35	crd	35	35	0
leagues	leagues	n2	leagues	league	0
Eastnortheast	Eastnortheast	n1	Eastnortheast	eastnortheast	0
,	,	,	,	,	0
and	and	cc	and	and	0
Westsouthwest	Westsouthwest	n1	Westsouthwest	westsouthwest	0
.	.	.	.	.	1
This	This	d	This	this	0
bay	bay	n1	bay	bay	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
42	42	crd	42	42	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
more	more	n1	more	moor	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
from	from	p-acp	from	from	0
Baia	Baia	np1	Baia	Baia	0
sin	sin	n1	since	sin	0
fondo	fondo	fw-la	fondo	fondo	0
to	to	p-acp	to	to	0
Cabo	Cabo	np1	Cabo	Cabo	0
Redondo	Redondo	np1	Redondo	Redondo	0
,	,	,	,	,	0
&	&	cc	&	and	0
Puerto	Puerto	np1	Puerto	Puerto	0
de	de	fw-fr	de	de	0
los	los	fw-la	los	los	0
leones	leones	fw-la	leones	leones	0
,	,	,	,	,	0
are	are	vbr	are	be	0
37	37	crd	37	37	0
leagues	leagues	n2	leagues	league	0
Northnortheast	Northnortheast	np1	Northnortheast	Northnortheast	0
and	and	cc	and	and	0
Southsouthwest	Southsouthwest	np1	Southsouthwest	Southsouthwest	0
,	,	,	,	,	0
somewhat	somewhat	av	somewhat	somewhat	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
North	North	n1	North	north	0
and	and	cc	and	and	0
South	South	n1	South	south	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
meane	meane	vvb	mean	mean	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
out	out	av	out	out	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
compasse	compasse	n1	compass	compass	0
about	about	a-acp	about	about	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
halfe	halfe	j-jn	half	half	0
circle	circle	n1	circle	circle	0
or	or	cc	or	or	0
an	an	dt	and	a	0
arch	arch	n1	arch	arch	0
,	,	,	,	,	0
so	so	av	so	so	0
thou	thou	pns21	thou	thou	0
mayest	mayest	vm2	mayest	may	0
passe	passe	vvi	pass	pass	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Baia	Baia	np1	Baia	Baia	0
sin	sin	n1	since	sin	0
fondo	fondo	fw-la	fondo	fondo	0
along	along	p-acp	along	along	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
water	water	n1	water	water	0
enough	enough	av-d	enough	enough	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Note	Note	zz	Note	note	0
that	that	cst	that	that	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Plate	Plate	n1	Plate	plate	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
place	place	n1	place	place	0
is	is	vbz	is	be	0
never	never	av-x	never	never	0
a	a	dt	a	a	0
good	good	j	good	good	0
harbour	harbour	n1	harbour	harbour	0
for	for	p-acp	for	for	0
great	great	j	great	great	0
shipping	shipping	n-vvg	shipping	ship	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
this	this	d	this	this	0
place	place	n1	place	place	0
to	to	p-acp	to	to	0
Puerto	Puerto	np1	Puerto	Puerto	0
de	de	fw-fr	de	de	0
los	los	fw-la	los	los	0
leones	leones	fw-la	leones	leones	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
is	is	vbz	is	be	0
cleane	cleane	j	clean	clean	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
nigh	nigh	av-j	nigh	nigh	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
land	land	n1	land	land	0
:	:	:	:	:	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
lowe	lowe	j	low	low	0
land	land	n1	land	land	0
with	with	p-acp	with	with	0
white	white	j-jn	white	white	0
cliffes	cliffes	n2	cliffs	cliff	0
.	.	.	.	.	1
This	This	d	This	this	0
harbour	harbour	n1	harbour	harbour	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
44	44	crd	44	44	0
degrees	degrees	n2	degrees	degree	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
man	man	n1	man	man	0
goeth	goeth	vvz	goes	go	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
hee	hee	pns31	he	he	0
bee	bee	vbb	be	be	0
in	in	p-acp	in	in	0
43	43	crd	43	43	0
degrees	degrees	n2	degrees	degree	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
must	must	vmb	must	must	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
out	out	av	out	out	0
for	for	p-acp	for	for	0
certaine	certaine	j	certain	certain	0
small	small	j	small	small	0
rockes	rockes	n2	rocks	rock	0
which	which	r-crq	which	which	0
lie	lie	vvb	lie	lie	0
neere	neere	av-j	near	near	0
the	the	dt	the	the	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
lie	lie	vvi	lie	lie	0
North	North	n1	North	north	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
harbour	harbour	n1	harbour	harbour	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
this	this	d	this	this	0
harbour	harbour	n1	harbour	harbour	0
to	to	p-acp	to	to	0
Cabo	Cabo	np1	Cabo	Cabo	0
de	de	fw-fr	de	de	0
Matas	Matas	np1	Matas	Matas	0
,	,	,	,	,	0
or	or	cc	or	or	0
The	The	dt	The	the	0
cape	cape	n1	cape	cape	0
of	of	pp-f	of	of	0
shrubs	shrubs	n2	shrubs	shrub	0
,	,	,	,	,	0
are	are	vbr	are	be	0
30	30	crd	30	30	0
leagues	leagues	n2	leagues	league	0
North	North	n1	North	north	0
&	&	cc	&	and	0
South	South	n1	South	south	0
,	,	,	,	,	0
halfe	halfe	j-jn	half	half	0
a	a	dt	a	a	0
point	point	n1	point	point	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
East	East	n1	East	east	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
West	West	n1	West	west	0
:	:	:	:	:	0
and	and	cc	and	and	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
them	them	pno32	them	they	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
bay	bay	n1	bay	bay	0
very	very	av	very	very	0
long	long	av-j	long	long	0
:	:	:	:	:	0
And	And	cc	And	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Northwest	Northwest	av-an	Northwest	northwest	0
18	18	crd	18	18	0
leagues	leagues	n2	leagues	league	0
from	from	p-acp	from	from	0
Cabo	Cabo	np1	Cabo	Cabo	0
redondo	redondo	fw-la	redondo	redondo	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
river	river	n1	river	river	0
lying	lying	vvg	lying	lie	0
East	East	n1	East	east	0
and	and	cc	and	and	0
West	West	n1	West	west	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Camarones	Camarones	np1	Camarones	Camarones	0
,	,	,	,	,	0
or	or	cc	or	or	0
,	,	,	,	,	0
The	The	dt	The	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
shrimps	shrimps	n2	shrimps	shrimp	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
know	know	vvi	know	know	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
fall	fall	vvb	fallen	fall	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
river	river	n1	river	river	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
seeing	seeing	vvg	seeing	see	0
many	many	d	many	many	0
white	white	j-jn	white	white	0
spots	spots	n2	spots	spot	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
small	small	j	small	small	0
shrimps	shrimps	n2	shrimps	shrimp	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
this	this	d	this	this	0
river	river	n1	river	river	0
to	to	p-acp	to	to	0
Cabo	Cabo	np1	Cabo	Cabo	0
redondo	redondo	fw-la	redondo	redondo	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
lieth	lieth	vvz	lies	lie	0
Northwest	Northwest	av-an	Northwest	northwest	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
North	North	n1	North	north	0
,	,	,	,	,	0
and	and	cc	and	and	0
Southeast	Southeast	n1	Southeast	southeast	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
South	South	n1	South	south	0
.	.	.	.	.	1
This	This	d	This	this	0
cape	cape	n1	cape	cape	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
45	45	crd	45	45	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
large	large	j	large	large	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
this	this	d	this	this	0
sayd	sayd	j-vvn	said	say	0
cape	cape	n1	cape	cape	0
to	to	p-acp	to	to	0
Cabo	Cabo	np1	Cabo	Cabo	0
Blanco	Blanco	np1	Blanco	Blanco	0
and	and	cc	and	and	0
Barancas	Barancas	np1	Barancas	Barancas	0
Blancas	Blancas	np1	Blancas	Blancas	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
