Hereafter	Hereafter	av	Hereafter	hereafter	0
M.	M.	n1	M.	m.	0
Winter	Winter	n1	Winter	winter	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
M.	M.	n1	M.	m.	0
Thomas	Thomas	np1	Thomas	Thomas	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
Charles	Charles	np1	Charles	Charles	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
Caube	Caube	np1	Caube	Caube	0
,	,	,	,	,	0
and	and	cc	and	and	0
M.	M.	n1	M.	m.	0
Anthonie	Anthonie	np1	Anthonie	Anthony	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
our	our	po12	our	our	0
other	other	j-jn	other	other	0
good	good	j	good	good	0
friendes	friendes	n2	friends	friend	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
tuition	tuition	n1	tuition	tuition	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
blood	blood	n1	blood	blood	0
redeemed	redeemed	vvd	redeemed	redeem	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
more	more	dc	more	more	0
trouble	trouble	n1	trouble	trouble	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
helpe	helpe	vvi	help	help	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
adversitie	adversitie	n1	adversity	adversity	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Passion	Passion	n1	Passion	passion	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
fall	fall	vvb	fallen	fall	0
into	into	p-acp	into	into	0
any	any	d	any	any	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
despaire	despaire	vvi	despair	despair	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
defend	defend	vvi	defend	defend	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
preserve	preserve	vvb	preserve	preserve	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvb	bring	bring	0
us	us	pno12	us	we	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
desired	desired	j-vvn	desired	desire	0
haven	haven	n1	haven	haven	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
bee	bee	vbb	be	be	0
all	all	d	all	all	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
praise	praise	vvi	praise	praise	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
sorowfull	sorowfull	j	sorrowful	sorrowful	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
heart	heart	n1	heart	heart	0
is	is	vbz	is	be	0
heavy	heavy	j	heavy	heavy	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
:	:	:	:	:	0
Francis	Francis	np1	Francis	Francis	0
Drake	Drake	n1	Drake	drake	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
.	.	.	.	.	1
