An	An	dt	And	a	0
specially	specially	av-j	specially	special	0
named	named	vvn	nam	name	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
letters	letters	n2	letters	letter	0
Patents	Patents	n2	Patents	patent	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
successors	successors	n2	successors	successor	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Merchants	Merchants	n2	Merchant's	merchant	0
adventurers	adventurers	n2	adventurers	adventurer	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
discoverie	discoverie	n1	discovery	discovery	0
of	of	pp-f	of	of	0
lands	lands	n2	lands	land	0
,	,	,	,	,	0
territories	territories	n2	territories	territory	0
,	,	,	,	,	0
Isles	Isles	n2	Isles	isle	0
,	,	,	,	,	0
dominions	dominions	n2	dominions	dominion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Seigniories	Seigniories	n1	Signory	signory	0
unknowen	unknowen	j	unknown	unknown	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
before	before	p-acp	before	before	0
their	their	po32	their	their	0
late	late	j	late	late	0
adventure	adventure	n1	adventure	adventure	0
or	or	cc	or	or	0
enterprise	enterprise	n1	enterprise	enterprise	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
seas	seas	n2	seas	sea	0
or	or	cc	or	or	0
Navigations	Navigations	n2	Navigations	navigation	0
commonly	commonly	av-j	commonly	common	0
frequented	frequented	vvn	frequented	frequent	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
from	from	p-acp	from	from	0
thenceforth	thenceforth	av	thenceforth	thenceforth	0
one	one	crd	one	one	0
body	body	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
perpetual	perpetual	j	perpetual	perpetual	0
felowship	felowship	n1	fellowship	fellowship	0
and	and	cc	and	and	0
communaltie	communaltie	n1	commonalty	commonalty	0
of	of	pp-f	of	of	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
deed	deed	n1	deed	deed	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
name	name	n1	name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
felowship	felowship	n1	fellowship	fellowship	0
and	and	cc	and	and	0
communaltie	communaltie	n1	commonalty	commonalty	0
from	from	p-acp	from	from	0
thenceforth	thenceforth	av	thenceforth	thenceforth	0
should	should	vmd	should	shall	0
and	and	cc	and	and	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
one	one	crd	one	one	0
or	or	cc	or	or	0
two	two	crd	two	two	0
governours	governours	n2	governors	governor	0
,	,	,	,	,	0
foure	foure	crd	foure	four	0
Consuls	Consuls	n2	Consuls	consul	0
,	,	,	,	,	0
and	and	cc	and	and	0
24.	24.	crd	24.	24.	0
assistants	assistants	n2	assistants	assistant	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
felowship	felowship	n1	fellowship	fellowship	0
and	and	cc	and	and	0
comminaltie	comminaltie	n1	commonalty	commonalty	0
of	of	pp-f	of	of	0
Merchants	Merchants	n2	Merchant's	merchant	0
adventurers	adventurers	n2	adventurers	adventurer	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Governour	Governour	n1	Governor	governor	0
,	,	,	,	,	0
Consuls	Consuls	n2	Consuls	consul	0
,	,	,	,	,	0
assistants	assistants	n2	assistants	assistant	0
,	,	,	,	,	0
felowship	felowship	n1	fellowship	fellowship	0
,	,	,	,	,	0
and	and	cc	and	and	0
comminaltie	comminaltie	n1	commonalty	commonalty	0
of	of	pp-f	of	of	0
Merchants	Merchants	n2	Merchant's	merchant	0
adventurers	adventurers	n2	adventurers	adventurer	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
lands	lands	n2	lands	land	0
,	,	,	,	,	0
territories	territories	n2	territories	territory	0
,	,	,	,	,	0
Isles	Isles	n2	Isles	isle	0
,	,	,	,	,	0
dominions	dominions	n2	dominions	dominion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Seigniories	Seigniories	n1	Signory	signory	0
unknowen	unknowen	j	unknown	unknown	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
seas	seas	n2	seas	sea	0
and	and	cc	and	and	0
Navigations	Navigations	n2	Navigations	navigation	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
before	before	p-acp	before	before	0
their	their	po32	their	their	0
said	said	j-vvn	said	say	0
late	late	j	late	late	0
adventure	adventure	n1	adventure	adventure	0
or	or	cc	or	or	0
enterprise	enterprise	n1	enterprise	enterprise	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Seas	Seas	n2	Seas	sea	0
frequented	frequented	vvn	frequented	frequent	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
or	or	cc	or	or	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
to	to	pc-acp	to	to	0
implead	implead	vvi	implead	implead	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
impleaded	impleaded	vvn	impleaded	implead	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
answere	answere	vvi	answer	answer	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
answered	answered	vvn	answered	answer	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
defended	defended	vvn	defended	defend	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
Judge	Judge	n1	Judge	judge	0
or	or	cc	or	or	0
Justice	Justice	n1	Justice	justice	0
temporali	temporali	fw-la	temporali	temporali	0
or	or	cc	or	or	0
spiritual	spiritual	j	spiritual	spiritual	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
persons	persons	n2	persons	person	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
court	court	n1	court	court	0
or	or	cc	or	or	0
courts	courts	n2	courts	court	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
real	real	j	real	real	0
,	,	,	,	,	0
personal	personal	j	personal	personal	0
,	,	,	,	,	0
and	and	cc	and	and	0
mixt	mixt	vvn	mixed	mix	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
plaints	plaints	n2	plaints	plaint	0
of	of	pp-f	of	of	0
Novel	Novel	j	Novel	novel	0
deseison	deseison	n1	deseison	deseison	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
plaints	plaints	n2	plaints	plaint	0
,	,	,	,	,	0
sutes	sutes	n2	suits	suit	0
,	,	,	,	,	0
quarrels	quarrels	n2	quarrels	quarrel	0
,	,	,	,	,	0
afiaires	afiaires	n2	afiaires	afiaire	0
,	,	,	,	,	0
businesse	businesse	n1	business	business	0
,	,	,	,	,	0
and	and	cc	and	and	0
de-maunds	de-maunds	j	demands	demands	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
,	,	,	,	,	0
touching	touching	vvg	touching	touch	0
and	and	cc	and	and	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
felowship	felowship	n1	fellowship	fellowship	0
and	and	cc	and	and	0
comminaltie	comminaltie	n1	commonalty	commonalty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
afiaires	afiaires	n2	afiaires	afiaire	0
and	and	cc	and	and	0
businesse	businesse	n1	business	business	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
as	as	c-acp	as	as	0
ample	ample	j	ample	ample	0
maner	maner	n1	manner	manner	0
and	and	cc	and	and	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
forme	forme	n1	form	form	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
corporation	corporation	n1	corporation	corporation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
might	might	vmd	might	may	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
giving	giving	vvg	giving	give	0
also	also	av	also	also	0
,	,	,	,	,	0
and	and	cc	and	and	0
granting	granting	vvg	granting	grant	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
letters	letters	n2	letters	letter	0
Patents	Patents	n2	Patents	patent	0
,	,	,	,	,	0
divers	divers	j	diverse	diverse	0
authorities	authorities	n2	authorities	authority	0
,	,	,	,	,	0
powers	powers	n2	powers	power	0
,	,	,	,	,	0
jurisdictions	jurisdictions	n2	jurisdictions	jurisdiction	0
,	,	,	,	,	0
preheminences	preheminences	n2	preeminences	preeminence	0
,	,	,	,	,	0
franchises	franchises	n2	franchises	franchise	0
,	,	,	,	,	0
liberties	liberties	n2	liberties	liberty	0
and	and	cc	and	and	0
priviledges	priviledges	n2	privileges	privilege	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
letters	letters	n2	letters	letter	0
Patents	Patents	n2	Patents	patent	0
more	more	av-dc	more	more	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
will	will	vmb	will	will	0
appeare	appeare	vvi	appear	appear	0
.	.	.	.	.	1
And	And	cc	And	and	0
among	among	p-acp	among	among	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
mentioned	mentioned	vvn	mentioned	mention	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
letters	letters	n2	letters	letter	0
Patents	Patents	n2	Patents	patent	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
three	three	crd	three	three	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
fellowship	fellowship	n1	fellowship	fellowship	0
before	before	p-acp	before	before	0
that	that	d	that	that	0
time	time	n1	time	time	0
set	set	vvd	set	set	0
foorth	foorth	av	forth	forth	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
voyage	voyage	n1	voyage	voyage	0
of	of	pp-f	of	of	0
discovery	discovery	n1	discovery	discovery	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
,	,	,	,	,	0
named	named	vvd	nam	name	0
the	the	dt	the	the	0
Edward	Edward	np1	Edward	Edward	0
Bonaventure	Bonaventure	np1	Bonaventure	Bonaventure	0
,	,	,	,	,	0
had	had	vhd	had	have	0
arrived	arrived	vvn	arrived	arrive	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
Empire	Empire	n1	Empire	empire	0
and	and	cc	and	and	0
dominion	dominion	n1	dominion	dominion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
high	high	j	high	high	0
and	and	cc	and	and	0
mightie	mightie	j	mighty	mighty	0
Prince	Prince	n1	Prince	prince	0
Lord	Lord	n1	Lord	lord	0
John	John	np1	John	John	0
Vasiliwich	Vasiliwich	np1	Vasiliwich	Vasiliwich	0
,	,	,	,	,	0
Em-perour	Em-perour	j	Emperor	emperor	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
Volodimersky	Volodimersky	np1	Volodimersky	Volodimersky	0
,	,	,	,	,	0
great	great	j	great	great	0
duke	duke	n1	duke	duke	0
of	of	pp-f	of	of	0
Musky	Musky	np1	Musky	Musky	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
who	who	r-crq	who	who	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
and	and	cc	and	and	0
Merchants	Merchants	n2	Merchant's	merchant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
shippe	shippe	n1	ship	ship	0
very	very	av	very	very	0
graciously	graciously	av-j	graciously	gracious	0
,	,	,	,	,	0
granting	granting	vvg	granting	grant	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
freely	freely	av-j	freely	free	0
to	to	pc-acp	to	to	0
traffique	traffique	vvi	traffic	traffic	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
subjects	subjects	n2-jn	subject's	subject	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
merchandizes	merchandizes	n2	merchandizes	merchandize	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
divers	divers	j	diverse	diverse	0
other	other	j-jn	other	other	0
gracious	gracious	j	gracious	gracious	0
priviledges	priviledges	n2	privileges	privilege	0
and	and	cc	and	and	0
liberties	liberties	n2	liberties	liberty	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
late	late	j	late	late	0
Queene	Queene	n1	Queen	queen	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
letters	letters	n2	letters	letter	0
Patents	Patents	n2	Patents	patent	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
her	her	pno31	her	she	0
,	,	,	,	,	0
her	her	po31	her	her	0
heires	heires	n2	heirs	heir	0
and	and	cc	and	and	0
successors	successors	n2	successors	successor	0
,	,	,	,	,	0
did	did	vdd	did	do	0
graunt	graunt	vvi	grant	grant	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
lands	lands	n2	lands	land	0
,	,	,	,	,	0
Isles	Isles	n2	Isles	isle	0
,	,	,	,	,	0
ports	ports	n2	ports	port	0
,	,	,	,	,	0
havens	havens	n2	havens	haven	0
,	,	,	,	,	0
creeks	creeks	n2	creeks	creek	0
and	and	cc	and	and	0
rivers	rivers	n2	rivers	river	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
mighty	mighty	j	mighty	mighty	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
duke	duke	n1	duke	duke	0
of	of	pp-f	of	of	0
Mosco	Mosco	np1	Mosco	Moscow	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
and	and	cc	and	and	0
all	all	d	all	all	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
other	other	j-jn	other	other	0
lands	lands	n2	lands	land	0
,	,	,	,	,	0
dominions	dominions	n2	dominions	dominion	0
,	,	,	,	,	0
territories	territories	n2	territories	territory	0
,	,	,	,	,	0
Isles	Isles	n2	Isles	isle	0
,	,	,	,	,	0
ports	ports	n2	ports	port	0
,	,	,	,	,	0
havens	havens	n2	havens	haven	0
,	,	,	,	,	0
creeks	creeks	n2	creeks	creek	0
,	,	,	,	,	0
rivers	rivers	n2	rivers	river	0
,	,	,	,	,	0
armes	armes	n2	arms	arm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
seas	seas	n2	seas	sea	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
and	and	cc	and	and	0
every	every	d	every	every	0
other	other	j-jn	other	other	0
Emperour	Emperour	n1	Emperor	emperor	0
,	,	,	,	,	0
king	king	n1	king	king	0
,	,	,	,	,	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
ruler	ruler	n1	ruler	ruler	0
,	,	,	,	,	0
or	or	cc	or	or	0
governer	governer	n1	governor	governor	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
he	he	pns31	he	he	0
or	or	cc	or	or	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
late	late	j	late	late	0
adventure	adventure	n1	adventure	adventure	0
or	or	cc	or	or	0
enterprise	enterprise	n1	enterprise	enterprise	0
not	not	xx	not	not	0
knowen	knowen	vvn	known	know	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
merchants	merchants	n2	merchant's	merchant	0
and	and	cc	and	and	0
subjects	subjects	n2-jn	subject's	subject	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
king	king	n1	king	king	0
and	and	cc	and	and	0
Queene	Queene	n1	Queen	queen	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
seas	seas	n2	seas	sea	0
not	not	xx	not	not	0
commonly	commonly	av-j	commonly	common	0
frequented	frequented	vvn	frequented	frequent	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
part	part	n1	part	part	0
or	or	cc	or	or	0
parcell	parcell	n1	parcel	parcel	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
lying	lying	vvg	lying	lie	0
Northwards	Northwards	av	Northwards	northwards	0
,	,	,	,	,	0
Northeastwards	Northeastwards	av-j	Northeastwards	northeastwards	0
,	,	,	,	,	0
or	or	cc	or	or	0
Northwestwards	Northwestwards	av-j	Northwestwards	northwestwards	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
