Certaine	Certaine	j	Certain	certain	0
shorter	shorter	jc	shorter	short	0
time	time	n1	time	time	0
,	,	,	,	,	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
helpe	helpe	n1	help	help	0
262	262	crd	262	262	0
of	of	pp-f	of	of	0
winde	winde	n1	wind	wind	0
prosperous	prosperous	j	prosperous	prosperous	0
,	,	,	,	,	0
and	and	cc	and	and	0
light	light	vvi	light	light	0
continuall	continuall	j	continual	continual	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
requisit	requisit	j	requisite	requisite	0
thereunto	thereunto	av	thereunto	thereunto	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
past	past	p-acp	passed	past	0
Tabin	Tabin	np1	Tabin	Tabin	0
,	,	,	,	,	0
or	or	cc	or	or	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
longitude	longitude	n1	longitude	longitude	0
of	of	pp-f	of	of	0
142.	142.	crd	142.	142.	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
chart	chart	n1	chart	chart	0
sheweth	sheweth	vvz	shows	show	0
,	,	,	,	,	0
or	or	cc	or	or	0
two	two	crd	two	two	0
,	,	,	,	,	0
three	three	crd	three	three	0
,	,	,	,	,	0
foure	foure	crd	foure	four	0
,	,	,	,	,	0
or	or	cc	or	or	0
five	five	crd	five	five	0
degrees	degrees	n2	degrees	degree	0
further	further	av-jc	further	further	0
Easterly	Easterly	j	Easterly	easterly	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
probable	probable	j	probable	probable	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
the	the	dt	the	the	0
land	land	n1	land	land	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
runne	runne	vvi	run	run	0
much	much	d	much	much	0
Southerly	Southerly	j	Southerly	southerly	0
and	and	cc	and	and	0
Eastward	Eastward	av	Eastward	eastward	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
course	course	n1	course	course	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
either	either	av-d	either	either	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
famous	famous	j	famous	famous	0
river	river	n1	river	river	0
Oechardes	Oechardes	np1	Oechardes	Oechardes	0
,	,	,	,	,	0
or	or	cc	or	or	0
some	some	d	some	some	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
conjecture	conjecture	vvb	conjecture	conjecture	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
renowmed	renowmed	j-vvn	renowned	renown	0
Citie	Citie	n1	City	city	0
of	of	pp-f	of	of	0
Cambalu	Cambalu	np1	Cambalu	Cambalu	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
latitude	latitude	n1	latitude	latitude	0
about	about	p-acp	about	about	0
50.	50.	crd	50.	50.	0
or	or	cc	or	or	0
52.	52.	crd	52.	52.	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
and	and	cc	and	and	0
within	within	p-acp	within	within	0
300.	300.	crd	300.	300.	0
or	or	cc	or	or	0
400.	400.	crd	400.	400.	0
miles	miles	n2	miles	mile	0
of	of	pp-f	of	of	0
Cambalu	Cambalu	np1	Cambalu	Cambalu	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
latitude	latitude	n1	latitude	latitude	0
of	of	pp-f	of	of	0
45.	45.	crd	45.	45.	0
degrees	degrees	n2	degrees	degree	0
Southerly	Southerly	j	Southerly	southerly	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
rivers	rivers	n2	rivers	river	0
mouth	mouth	n1	mouth	mouth	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
trend	trend	vvi	trend	trend	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
very	very	j	very	very	0
Northerne	Northerne	j	Northern	northern	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
Easterly	Easterly	j	Easterly	easterly	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Asia	Asia	np1	Asia	Asia	0
,	,	,	,	,	0
passing	passing	vvg	passing	pass	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
province	province	n1	province	province	0
Ania	Ania	np1	Ania	Ania	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
latitude	latitude	n1	latitude	latitude	0
of	of	pp-f	of	of	0
46.	46.	crd	46.	46.	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
keeping	keeping	vvg	keeping	keep	0
still	still	av	still	still	0
the	the	dt	the	the	0
land	land	n1	land	land	0
in	in	p-acp	in	in	0
view	view	n1	view	view	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
neere	neere	av-j	near	near	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
with	with	p-acp	with	with	0
safetie	safetie	n1	safety	safety	0
)	)	)	)	)	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
Quinsay	Quinsay	vvi	Quinsay	quinsay	0
haven	haven	n1	haven	haven	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
citie	citie	n1	city	city	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Northern	Northern	j	Northern	northern	0
China	China	n1	China	china	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
terme	terme	vvb	term	term	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
distinctions	distinctions	n2	distinctions	distinction	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
better	better	jc	better	better	0
knowen	knowen	vvn	known	know	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
or	or	cc	or	or	0
about	about	p-acp	about	about	0
either	either	d	either	either	0
or	or	cc	or	or	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
two	two	crd	two	two	0
warme	warme	j	warm	warm	0
places	places	n2	places	place	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
to	to	p-acp	to	to	0
great	great	j	great	great	0
good	good	j	good	good	0
purpose	purpose	n1	purpose	purpose	0
bee	bee	vbi	be	be	0
occupied	occupied	vvn	occupied	occupy	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
winter	winter	n1	winter	winter	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
your	your	po22	your	your	0
arrivall	arrivall	n1	arrival	arrival	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
quarters	quarters	n2	quarters	quarter	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
sometime	sometime	av	sometime	sometime	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
sometime	sometime	av	sometime	sometime	0
in	in	p-acp	in	in	0
notable	notable	j	notable	notable	0
fresh	fresh	j	fresh	fresh	0
rivers	rivers	n2	rivers	river	0
,	,	,	,	,	0
sometime	sometime	av	sometime	sometime	0
in	in	p-acp	in	in	0
discreet	discreet	j	discreet	discreet	0
view	view	n1	view	view	0
and	and	cc	and	and	0
noting	noting	vvg	noting	note	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
situation	situation	n1	situation	situation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cities	Cities	n2	Cities	city	0
within	within	p-acp	within	within	0
land	land	n1	land	land	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
assaying	assaying	vvg	assaying	assay	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
charts	charts	ng1	charts	charts	0
or	or	cc	or	or	0
maps	maps	n2	maps	map	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
printed	printed	vvn	printed	print	0
in	in	p-acp	in	in	0
Cathay	Cathay	np1	Cathay	Cathay	0
or	or	cc	or	or	0
China	China	np1	China	China	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
bookes	bookes	n2	books	book	0
likewise	likewise	av	likewise	likewise	0
for	for	p-acp	for	for	0
language	language	n1	language	language	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
You	You	pn22	You	you	0
may	may	vmb	may	may	0
also	also	av	also	also	0
have	have	vhi	have	have	0
opportunitie	opportunitie	n1	opportunity	opportunity	0
to	to	pc-acp	to	to	0
saile	saile	vvi	sail	sail	0
over	over	a-acp	over	over	0
to	to	p-acp	to	to	0
Japan	Japan	np1	Japan	Japan	0
Island	Island	n1	Island	island	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
Christian	Christian	np1	Christian	Christian	0
men	men	n2	men	man	0
,	,	,	,	,	0
Jesuits	Jesuits	np2	Jesuits	Jesuit	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
countreys	countreys	ng2	countries'	country	0
of	of	pp-f	of	of	0
Christendome	Christendome	np1	Christendome	Christendom	0
some	some	d	some	some	0
,	,	,	,	,	0
and	and	cc	and	and	0
perhaps	perhaps	av	perhaps	perhaps	0
some	some	d	some	some	0
Englishmen	Englishmen	np2	Englishmen	Englishman	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
whose	whose	rg-crq	whose	who	0
handes	handes	n2	hands	hand	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
great	great	j	great	great	0
instruction	instruction	n1	instruction	instruction	0
and	and	cc	and	and	0
advise	advise	vvi	advice	advise	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
affaires	affaires	n2	affairs	affair	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
[	[	[	[	[	0
Notes	Notes	vvz	Notes	note	0
263	263	crd	263	263	0
A.D.	A.D.	np1	A.D.	A.D.	1
1580.	1580.	crd	1580.	1580.	1
M.	M.	n1	M.	m.	0
Dee	Dee	np1	Dee	Dee	0
gave	gave	vvd	gave	give	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
Chart	Chart	n1	Chart	chart	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
making	making	vvg	making	make	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
here	here	av	here	here	0
he	he	pns31	he	he	0
refers	refers	vvz	refers	refer	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
.	.	.	.	.	1
