Of	Of	pp-f	Of	of	0
discord	discord	n1	discord	discord	0
,	,	,	,	,	0
great	great	j	great	great	0
pyracie	pyracie	n1	piracy	piracy	0
,	,	,	,	,	0
and	and	cc	and	and	0
often	often	av	often	often	0
shipwracks	shipwracks	n2	shipwracks	shipwrack	0
is	is	vbz	is	be	0
very	very	av	very	very	0
dangerous	dangerous	j	dangerous	dangerous	0
.	.	.	.	.	1
This	This	d	This	this	0
countrey	countrey	n1	country	country	0
is	is	vbz	is	be	0
hillie	hillie	j	hilly	hilly	0
and	and	cc	and	and	0
pestered	pestered	vvn	pestered	pester	0
with	with	p-acp	with	with	0
snow	snow	n1	snow	snow	0
,	,	,	,	,	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
neither	neither	av-dx	neither	neither	0
so	so	av	so	so	0
warme	warme	j	warm	warm	0
as	as	c-acp	as	as	0
Portugal	Portugal	np1	Portugal	Portugal	0
!	!	!	!	!	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
wealthy	wealthy	j	wealthy	wealthy	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
327	327	crd	327	327	0
can	can	vmb	can	can	0
learne	learne	vvi	learn	learn	0
,	,	,	,	,	0
wanting	wanting	vvg	wanting	want	0
oyle	oyle	n1	oil	oil	0
,	,	,	,	,	0
butter	butter	n1	butter	butter	0
,	,	,	,	,	0
cheese	cheese	n1	cheese	cheese	0
,	,	,	,	,	0
milke	milke	n1	milk	milk	0
,	,	,	,	,	0
egges	egges	n2	eggs	egg	0
,	,	,	,	,	0
sugar	sugar	n1	sugar	sugar	0
,	,	,	,	,	0
honny	honny	n1	honey	honey	0
,	,	,	,	,	0
vineger	vineger	n1	vinegar	vinegar	0
,	,	,	,	,	0
saffron	saffron	n1	saffron	saffron	0
,	,	,	,	,	0
cynamom	cynamom	n1	cinnamon	cinnamon	0
and	and	cc	and	and	0
pepper	pepper	n1	pepper	pepper	0
.	.	.	.	.	1
Barley-branne	Barley-branne	n1	Barley-bran	barley-bran	0
the	the	dt	the	the	0
Handers	Handers	n2	Handers	hander	0
doe	doe	vdb	do	do	0
use	use	vvi	use	use	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
salt	salt	n1	salt	salt	0
:	:	:	:	:	0
medi-cinable	medi-cinable	j	medi-cinable	medi-cinable	0
things	things	n2	things	thing	0
holsome	holsome	j	wholesome	wholesome	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
bodie	bodie	n1	body	body	0
have	have	vhb	have	have	0
they	they	pns32	they	they	0
none	none	pix	none	none	0
at	at	p-acp	at	at	0
all	all	av-d	all	all	0
.	.	.	.	.	1
Neverthelesse	Neverthelesse	av	Nevertheless	nevertheless	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Hand	Hand	n1	Hand	hand	0
sundry	sundry	j	sundry	sundry	0
fruites	fruites	n2	fruits	fruit	0
doe	doe	vdb	do	do	0
growe	growe	vvi	grow	grow	0
,	,	,	,	,	0
not	not	xx	not	not	0
much	much	d	much	much	0
unlike	unlike	av-j	unlike	unlike	0
the	the	dt	the	the	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
Spaine	Spaine	np1	Spaine	Spain	0
:	:	:	:	:	0
and	and	cc	and	and	0
Great	Great	j	Great	great	0
etore	etore	fw-it	etore	etore	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
Silver	Silver	n1	Silver	silver	0
mynes	mynes	n2	mines	mine	0
are	are	vbr	are	be	0
therein	therein	av	therein	therein	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
.	.	.	.	.	1
Stiver	Stiver	np1	Stiver	Stiver	0
mynes	mynes	n2	mines	mine	0
.	.	.	.	.	0
peopie	peopie	n1	peopie	peopie	0
are	are	vbr	are	be	0
tractable	tractable	j	tractable	tractable	0
,	,	,	,	,	0
civill	civill	j	civil	civil	0
,	,	,	,	,	0
wittie	wittie	j	witty	witty	0
,	,	,	,	,	0
courteous	courteous	j	courteous	courteous	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
deceit	deceit	n1	deceit	deceit	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
honest	honest	j	honest	honest	0
conversation	conversation	n1	conversation	conversation	0
exceeding	exceeding	vvg	exceeding	exceed	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
lately	lately	av-j	lately	late	0
discovered	discovered	vvn	discovered	discover	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
so	so	av	so	so	0
much	much	av-d	much	much	0
standing	standing	vvg	standing	stand	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
reputation	reputation	n1	reputation	reputation	0
,	,	,	,	,	0
that	that	cst	that	that	0
their	their	po32	their	their	0
chiefe	chiefe	j-jn	chief	chief	0
Idole	Idole	n1	Idol	idol	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
The	The	dt	The	the	0
contempt	contempt	n1	contempt	contempt	0
thereof	thereof	av	thereof	thereof	0
causeth	causeth	vvz	causeth	cause	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
much	much	d	much	much	0
discord	discord	n1	discord	discord	0
and	and	cc	and	and	0
debate	debate	n1	debate	debate	0
,	,	,	,	,	0
manslaughter	manslaughter	n1	manslaughter	manslaughter	0
and	and	cc	and	and	0
mur-ther	mur-ther	j	murder	murde	0
:	:	:	:	:	0
even	even	av	even	even	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
reputation	reputation	n1	reputation	reputation	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
honour	honour	vvi	honour	honour	0
their	their	po32	their	their	0
parents	parents	n2	parents	parent	0
,	,	,	,	,	0
keepe	keepe	vvb	keep	keep	0
their	their	po32	their	their	0
promises	promises	n2	promises	promise	0
,	,	,	,	,	0
absteine	absteine	vvi	abstain	abstain	0
from	from	p-acp	from	from	0
adulterie	adulterie	n1	adultery	adultery	0
and	and	cc	and	and	0
robberies	robberies	n2	robberies	robbery	0
,	,	,	,	,	0
punishing	punishing	vvg	punishing	punish	0
by	by	p-acp	by	by	0
death	death	n1	death	death	0
the	the	dt	the	the	0
least	least	ds	least	least	0
robbery	robbery	n1	robbery	robbery	0
done	done	vdn	done	do	0
,	,	,	,	,	0
holding	holding	vvg	holding	hold	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
principle	principle	n1	principle	principle	0
,	,	,	,	,	0
that	that	cst	that	that	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
stealeth	stealeth	vvz	steals	steal	0
a	a	dt	a	a	0
trifle	trifle	n1	trifle	trifle	0
,	,	,	,	,	0
will	will	n1	will	will	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
see	see	vvb	see	see	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
steale	steale	vvi	steal	steal	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
theft	theft	n1	theft	theft	0
is	is	vbz	is	be	0
so	so	av	so	so	0
severely	severely	av-j	severely	severe	0
punished	punished	vvn	punished	punish	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
the	the	dt	the	the	0
nation	nation	n1	nation	nation	0
is	is	vbz	is	be	0
oppressed	oppressed	vvn	oppressed	oppress	0
with	with	p-acp	with	with	0
scarcitie	scarcitie	n1	scarcity	scarcity	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
necessary	necessary	j	necessary	necessary	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
that	that	cst	that	that	0
even	even	av	even	even	0
for	for	p-acp	for	for	0
miserie	miserie	n1	misery	misery	0
they	they	pns32	they	they	0
strangle	strangle	vvb	strangle	strangle	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
children	children	n2	children	child	0
,	,	,	,	,	0
preferring	preferring	vvg	preferring	prefer	0
death	death	n1	death	death	0
before	before	p-acp	before	before	0
want	want	n1	want	want	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
fellowes	fellowes	n2	fellows	fellow	0
doe	doe	vdb	do	do	0
neither	neither	av-dx	neither	neither	0
eate	eate	vvi	eat	eat	0
nor	nor	ccx	nor	nor	0
kill	kill	vvi	kill	kill	0
any	any	d	any	any	0
foule	foule	j	foul	foul	0
.	.	.	.	.	1
They	They	pns32	They	they	0
live	live	vvb	live	live	0
chiefely	chiefely	av-jn	chiefly	chief	0
by	by	p-acp	by	by	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
hearbes	hearbes	n2	herbs	herb	0
,	,	,	,	,	0
and	and	cc	and	and	0
fruites	fruites	n2	fruits	fruit	0
,	,	,	,	,	0
so	so	av	so	so	0
healthfully	healthfully	av-j	healthfully	healthful	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
die	die	vvb	die	die	0
very	very	av	very	very	0
old	old	j	old	old	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
Rice	Rice	n1	Rice	rice	0
and	and	cc	and	and	0
Wheat	Wheat	n1	Wheat	wheat	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
great	great	j	great	great	0
store	store	n1	store	store	0
.	.	.	.	.	1
No	No	dx	No	no	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
ashamed	ashamed	j	ashamed	ashamed	0
there	there	a-acp	there	there	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
povertie	povertie	n1	poverty	poverty	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
be	be	vbi	be	be	0
their	their	po32	their	their	0
gentlemen	gentlemen	n2	gentlemen	gentleman	0
therefore	therefore	av	therefore	therefore	0
lesse	lesse	av-dc	less	less	0
honoured	honoured	vvn	honoured	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
meaner	meaner	jc	meaner	mean	0
people	people	n1	people	people	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
will	will	vmb	will	will	0
the	the	dt	the	the	0
poorest	poorest	js	poorest	poor	0
gentleman	gentleman	n1	gentleman	gentleman	0
there	there	pc-acp	there	there	0
match	match	vvi	match	match	0
his	his	po31	his	his	0
childe	childe	n1	child	child	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
baser	baser	jc	baser	base	0
sort	sort	n1	sort	sort	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
gaine	gaine	n1	gain	gain	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	av-d	much	much	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
make	make	vvi	make	make	0
more	more	dc	more	more	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
gentry	gentry	n1	gentry	gentry	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
wealth	wealth	n1	wealth	wealth	0
.	.	.	.	.	1
The	The	dt	The	the	0
greatest	greatest	js	greatest	great	0
delight	delight	n1	delight	delight	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
armour	armour	n1	armour	armour	0
,	,	,	,	,	0
each	each	d	each	each	0
boy	boy	n1	boy	boy	0
at	at	p-acp	at	at	0
fourteene	fourteene	crd	fourteene	fourteen	0
yeeres	yeeres	n2	years	year	0
of	of	pp-f	of	of	0
age	age	n1	age	age	0
,	,	,	,	,	0
be	be	vbb	be	be	0
he	he	pns31	he	he	0
borne	borne	vvn	born	bear	0
gende	gende	n1	gende	gende	0
or	or	cc	or	or	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
sword	sword	n1	sword	sword	0
and	and	cc	and	and	0
dagger	dagger	n1	dagger	dagger	0
:	:	:	:	:	0
very	very	av	very	very	0
good	good	j	good	good	0
archers	archers	n2	archers	archer	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
,	,	,	,	,	0
contemning	contemning	vvg	contemning	contemn	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
in	in	p-acp	in	in	0
comparison	comparison	n1	comparison	comparison	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
manhood	manhood	n1	manhood	manhood	0
and	and	cc	and	and	0
prowesse	prowesse	n1	prowess	prowess	0
,	,	,	,	,	0
putting	putting	vvg	putting	put	0
not	not	xx	not	not	0
up	up	p-acp	up	up	0
one	one	crd	one	one	0
injurie	injurie	n1	injury	injury	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
never	never	av-x	never	never	0
so	so	av	so	so	0
small	small	j	small	small	0
in	in	p-acp	in	in	0
worde	worde	n1	word	word	0
or	or	cc	or	or	0
deede	deede	n1	deed	deed	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
They	They	pns32	They	they	0
feede	feede	vvb	feed	feed	0
moderately	moderately	av-j	moderately	moderate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
drinke	drinke	vvb	drink	drink	0
largely	largely	av-j	largely	large	0
.	.	.	.	.	1
The	The	dt	The	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
vines	vines	n2	vines	vine	0
they	they	pns32	they	they	0
knowe	knowe	vvb	know	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
their	their	po32	their	their	0
328	328	crd	328	328	0
drinke	drinke	n1	drink	drink	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
of	of	pp-f	of	of	0
Rice	Rice	n1	Rice	rice	0
,	,	,	,	,	0
utterly	utterly	av-j	utterly	utter	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
abhorre	abhorre	vvi	abhor	abhor	0
dice	dice	n1	dice	dice	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
games	games	n2	games	game	0
,	,	,	,	,	0
accounting	accounting	vvg	accounting	account	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
vile	vile	j	vile	vile	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
himselfe	himselfe	px31	himself	himself	0
unto	unto	p-acp	unto	unto	0
those	those	d	those	those	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
make	make	vvb	make	make	0
us	us	pno12	us	we	0
greedy	greedy	j	greedy	greedy	0
and	and	cc	and	and	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
goods	goods	n2-j	goods	good	0
.	.	.	.	.	1
If	If	cs	If	if	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
sweare	sweare	vvi	swear	swear	0
,	,	,	,	,	0
fot	fot	c-acp	fot	for	0
that	that	cst	that	that	0
seidome	seidome	n1	seidome	seidome	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
they	they	pns32	they	they	0
sweare	sweare	vvb	swear	swear	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
:	:	:	:	:	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
are	are	vbr	are	be	0
taught	taught	vvn	taught	teach	0
good	good	j	good	good	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
wherfore	wherfore	c-crq	wherefore	wherefore	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
sooner	sooner	av-c	sooner	soon	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
unto	unto	p-acp	unto	unto	0
Christianitie	Christianitie	np1	Christianitie	Christianity	0
.	.	.	.	.	1
Each	Each	d	Each	each	0
one	one	pi	one	one	0
is	is	vbz	is	be	0
contented	contented	vvn	contented	content	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
wife	wife	n1	wife	wife	0
:	:	:	:	:	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
all	all	d	all	all	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
,	,	,	,	,	0
&	&	cc	&	and	0
naturally	naturally	av-j	naturally	natural	0
inclined	inclined	vvn	inclined	incline	0
unto	unto	p-acp	unto	unto	0
honesty	honesty	n1	honesty	honesty	0
&	&	cc	&	and	0
courtesie	courtesie	n1	courtesy	courtesy	0
:	:	:	:	:	0
godly	godly	j	godly	godly	0
talke	talke	n1	talk	talk	0
they	they	pns32	they	they	0
listen	listen	vvb	listen	listen	0
unto	unto	p-acp	unto	unto	0
willingly	willingly	av-j	willingly	willing	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
understand	understand	vvb	understand	understand	0
it	it	pn31	it	it	0
throughly	throughly	av-j	thoroughly	thorough	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
government	government	n1	government	government	0
consisteth	consisteth	vvz	consisteth	consist	0
of	of	pp-f	of	of	0
3	3	crd	3	3	0
estates	estates	n2	estates	estate	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
high	high	j	high	high	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
lawes	lawes	n2	laws	law	0
&	&	cc	&	and	0
decrees	decrees	n2	decrees	decree	0
all	all	d	all	all	0
publike	publike	j	public	public	0
and	and	cc	and	and	0
private	private	j	private	private	0
matters	matters	n2	matters	matter	0
appertayning	appertayning	vvg	aPPERTAINING	appertain	0
to	to	p-acp	to	to	0
religion	religion	n1	religion	religion	0
are	are	vbr	are	be	0
decided	decided	vvn	decided	decide	0
.	.	.	.	.	1
The	The	dt	The	the	0
sects	sects	n2	sects	sect	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
clergie	clergie	n1	clergy	clergy	0
men	men	n2	men	man	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
call	call	vvi	call	call	0
Bonzi	Bonzi	np1	Bonzi	Bonzi	0
,	,	,	,	,	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
estimation	estimation	n1	estimation	estimation	0
or	or	cc	or	or	0
authoritie	authoritie	n1	authority	authority	0
except	except	p-acp	except	except	0
the	the	dt	the	the	0
high	high	j	high	high	0
Priest	Priest	n1	Priest	priest	0
by	by	p-acp	by	by	0
letters	letters	ng1	letters	letter	0
patent	patent	n1	patent	patent	0
doe	doe	vdb	do	do	0
confirme	confirme	vvi	confirm	confirm	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
he	he	pns31	he	he	0
confirmeth	confirmeth	vvz	confirmeth	confirm	0
and	and	cc	and	and	0
alloweth	alloweth	vvz	alloweth	allow	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Tundi	Tundi	fw-la	Tundi	tundi	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
be	be	vbb	be	be	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
Bishops	Bishops	n2	Bishops	bishop	0
,	,	,	,	,	0
although	although	cs	although	although	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
places	places	n2	places	place	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
nominated	nominated	vvn	nominated	nominate	0
by	by	p-acp	by	by	0
sundry	sundry	j	sundry	sundry	0
Princes	Princes	n2	Princes	prince	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
Tundi	Tundi	fw-la	Tundi	tundi	0
are	are	vbr	are	be	0
greatly	greatly	av-j	greatly	great	0
honoured	honoured	vvn	honoured	honour	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
:	:	:	:	:	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
give	give	vvi	give	give	0
benefices	benefices	n2	benefices	benefice	0
unto	unto	p-acp	unto	unto	0
inferiour	inferiour	j-jn	inferior	inferior	0
ministers	ministers	n2	ministers	minister	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
grant	grant	vvi	grant	grant	0
licences	licences	n2	licences	licence	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
eate	eate	vvi	eat	eat	0
flesh	flesh	n1	flesh	flesh	0
upon	upon	p-acp	upon	upon	0
those	those	d	those	those	0
dayes	dayes	n2	days	day	0
they	they	pns32	they	they	0
goe	goe	vvb	go	go	0
in	in	p-acp	in	in	0
pilgrimage	pilgrimage	n1	pilgrimage	pilgrimage	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Idoles	Idoles	n2	Idols	idol	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
like	like	j	like	like	0
privileges	privileges	n2	privileges	privilege	0
.	.	.	.	.	1
Finally	Finally	av-j	Finally	final	0
,	,	,	,	,	0
this	this	d	this	this	0
high	high	j	high	high	0
Priest	Priest	n1	Priest	priest	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
in	in	p-acp	in	in	0
China	China	np1	China	China	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
made	made	vvd	made	make	0
in	in	p-acp	in	in	0
Japan	Japan	np1	Japan	Japan	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
gentry	gentry	n1	gentry	gentry	0
and	and	cc	and	and	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
large	large	j	large	large	0
a	a	dt	a	a	0
Dominion	Dominion	n1	Dominion	dominion	0
and	and	cc	and	and	0
revenues	revenues	n2	revenues	revenue	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
that	that	cst	that	that	0
eftsones	eftsones	av	eftsoon	eftsoon	0
he	he	pns31	he	he	0
beardeth	beardeth	vvz	beardeth	beard	0
the	the	dt	the	the	0
petie	petie	j	petie	petty	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
there	there	a-acp	there	there	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
second	second	ord	second	second	0
principal	principal	n-jn	principal	principal	0
Magistrate	Magistrate	n1	Magistrate	magistrate	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
language	language	n1	language	language	0
Vo	Vo	crd	Vo	vo	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
Herehaught	Herehaught	n1	Herehaught	herehaught	0
,	,	,	,	,	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
succession	succession	n1	succession	succession	0
and	and	cc	and	and	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
honoured	honoured	vvn	honoured	honour	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
God	God	np1	God	God	0
.	.	.	.	.	1
This	This	d	This	this	0
gentleman	gentleman	n1	gentleman	gentleman	0
