Articles	Articles	n2	Articles	article	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
day	day	n1	day	day	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
night	night	n1	night	night	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
be	be	vbb	be	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
about	about	a-acp	about	about	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
her	her	po31	her	her	0
casting	casting	vvg	casting	cast	0
about	about	a-acp	about	about	0
shee	shee	pns31	she	she	0
shall	shall	vmb	shall	shall	0
give	give	vvi	give	give	0
warning	warning	n1	warning	warning	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
shooting	shooting	vvg	shooting	shoot	0
ofF	ofF	a-acp	ofF	off	0
a	a	dt	a	a	0
peece	peece	n1	piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
shall	shall	vmb	shall	shall	0
answere	answere	vvi	answer	answer	0
the	the	dt	the	the	0
Viceadmirall	Viceadmirall	n1	Viceadmiral	vice-admiral	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Rereadmirall	Rereadmirall	n1	Rearadmiral	rearadmiral	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
by	by	p-acp	by	by	0
night	night	n1	night	night	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
fogge	fogge	n1	fog	fog	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Viceadmirall	Viceadmirall	n1	Viceadmiral	vice-admiral	0
shall	shall	vmb	shall	shall	0
answere	answere	vvi	answer	answer	0
first	first	ord	first	first	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Rereadmirall	Rereadmirall	n1	Rearadmiral	rearadmiral	0
last	last	ord	last	last	0
.	.	.	.	.	1
5	5	crd	5	5	0
That	That	cst	That	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Fleete	Fleete	n1	Fleet	fleet	0
descrying	descrying	vvg	descrying	descry	0
any	any	d	any	any	0
sayle	sayle	n1	sail	sail	0
or	or	cc	or	or	0
sayles	sayles	n2	sails	sail	0
,	,	,	,	,	0
give	give	vvb	give	give	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
occasion	occasion	n1	occasion	occasion	0
any	any	d	any	any	0
chace	chace	n1	chase	chase	0
before	before	c-acp	before	before	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
spoken	spoken	vvn	spoken	speak	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
.	.	.	.	.	1
6	6	crd	6	6	0
That	That	d	That	that	0
every	every	d	every	every	0
evening	evening	n1	evening	evening	0
all	all	d	all	all	0
the	the	dt	the	the	0
Fleete	Fleete	n1	Fleet	fleet	0
come	come	vvb	come	come	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
speake	speake	vvi	speak	speak	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
seven	seven	crd	seven	seven	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Clocke	Clocke	n1	Clock	clock	0
,	,	,	,	,	0
or	or	cc	or	or	0
betweene	betweene	p-acp	between	between	0
that	that	d	that	that	0
and	and	cc	and	and	0
eight	eight	crd	eight	eight	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
the	the	dt	the	the	0
weather	weather	n1	weather	weather	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
serve	serve	vvi	serve	serve	0
them	them	pno32	them	they	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
,	,	,	,	,	0
then	then	cs	then	than	0
some	some	d	some	some	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Viceadmirall	Viceadmirall	n1	Viceadmiral	vice-admiral	0
,	,	,	,	,	0
and	and	cc	and	and	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
Master	Master	n1	Master	master	0
Hall	Hall	n1	Hall	hall	0
chiefe	chiefe	j-jn	chief	chief	0
Pilot	Pilot	n1	Pilot	pilot	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fleete	Fleete	n1	Fleet	fleet	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
direct	direct	vvi	direct	direct	0
them	them	pno32	them	they	0
.	.	.	.	.	1
7	7	crd	7	7	0
If	If	cs	If	if	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Fleete	Fleete	n1	Fleet	fleet	0
there	there	pc-acp	there	there	0
happen	happen	vvi	happen	happen	0
any	any	d	any	any	0
mischance	mischance	n1	mischance	mischance	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
presently	presently	av-j	presently	present	0
shoote	shoote	vvi	shoot	shoot	0
off	off	a-acp	off	off	0
two	two	crd	two	two	0
peeces	peeces	n2	pieces	piece	0
by	by	p-acp	by	by	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
by	by	p-acp	by	by	0
night	night	n1	night	night	0
,	,	,	,	,	0
two	two	crd	two	two	0
peeces	peeces	n2	pieces	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
two	two	crd	two	two	0
lights	lights	n2	lights	light	0
.	.	.	.	.	1
8	8	crd	8	8	0
If	If	cs	If	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Fleete	Fleete	n1	Fleet	fleet	0
come	come	vvb	come	come	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
night	night	n1	night	night	0
,	,	,	,	,	0
&	&	cc	&	and	0
hale	hale	vvi	hale	hale	0
his	his	po31	his	his	0
fellow	fellow	n1	fellow	fellow	0
knowing	knowing	vvg	knowing	know	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
,	,	,	,	,	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
give	give	vvi	give	give	0
him	him	pno31	him	he	0
this	this	d	this	this	0
watch-word	watch-word	n1	watchword	watchword	0
,	,	,	,	,	0
Before	Before	c-acp	Before	before	0
the	the	dt	the	the	0
world	world	n1	world	world	0
was	was	vbds	was	be	0
God	God	np1	God	God	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	n-jn	other	other	0
shal	shal	vmb	shall	shall	0
answere	answere	vvi	answer	answer	0
him	him	pno31	him	he	0
(	(	(	(	(	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Fleete	Fleete	n1	Fleet	fleet	0
)	)	)	)	)	0
After	After	p-acp	After	after	0
God	God	np1	God	God	0
came	came	vvd	came	come	0
Christ	Christ	np1	Christ	Christ	0
his	his	po31	his	his	0
Sonne	Sonne	n1	Son	son	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
if	if	cs	if	if	0
any	any	d	any	any	0
be	be	vbb	be	be	0
found	found	vvn	found	find	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
company	company	n1	company	company	0
,	,	,	,	,	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
first	first	ord	first	first	0
descrieth	descrieth	vvz	describeth	describe	0
any	any	d	any	any	0
such	such	d	such	such	0
sayle	sayle	n1	sail	sail	0
or	or	cc	or	or	0
sayles	sayles	n2	sails	sail	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
give	give	vvi	give	give	0
warning	warning	n1	warning	warning	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
323	323	crd	323	323	0
[	[	[	[	[	0
III	III	crd	III	three	0
.	.	.	.	.	1
76.	76.	crd	76.	76.	0
]	]	]	]	]	1
Admirall	Admirall	n1	Admiral	admiral	0
by	by	p-acp	by	by	0
himselfe	himselfe	px31	himself	himself	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
speake	speake	vvi	speak	speak	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
that	that	cst	that	that	0
sailes	sailes	vvz	sails	sail	0
better	better	av-jc	better	better	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
,	,	,	,	,	0
being	being	vbg	being	be	0
neerest	neerest	av-j	nearest	near	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
9	9	crd	9	9	0
That	That	d	That	that	0
every	every	d	every	every	0
ship	ship	n1	ship	ship	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fleete	fleete	n1	fleet	fleet	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
fogs	fogs	n2	fogs	fog	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
continually	continually	av-j	continually	continual	0
happen	happen	vvb	happen	happen	0
with	with	p-acp	with	with	0
little	little	j	little	little	0
winds	winds	n2	winds	wind	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	ds	most	most	0
part	part	n1	part	part	0
calmes	calmes	vvz	calms	calm	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
keepe	keepe	vvi	keep	keep	0
a	a	dt	a	a	0
reasonable	reasonable	j	reasonable	reasonable	0
noise	noise	n1	noise	noise	0
with	with	p-acp	with	with	0
trumpet	trumpet	n1	trumpet	trumpet	0
,	,	,	,	,	0
drumme	drumme	n1	drum	drum	0
,	,	,	,	,	0
or	or	cc	or	or	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
themselves	themselves	px32	themselves	themselves	0
cleere	cleere	av-j	clear	clear	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
another	another	n-jn	another	another	0
.	.	.	.	.	0
io	io	uh	io	io	0
If	If	cs	If	if	0
it	it	pn31	it	it	0
fall	fall	vvb	fallen	fall	0
out	out	av	out	out	0
so	so	av	so	so	0
thicke	thicke	j	thick	thick	0
or	or	cc	or	or	0
mistie	mistie	j	misty	misty	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
lay	lay	vvb	lay	lay	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
hull	hull	vvi	hull	hull	0
,	,	,	,	,	0
the	the	dt	the	the	0
Admiral	Admiral	n1	Admiral	admiral	0
shall	shall	vmb	shall	shall	0
give	give	vvi	give	give	0
warning	warning	n1	warning	warning	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
putting	putting	vvg	putting	put	0
out	out	av	out	out	0
three	three	crd	three	three	0
lights	lights	n2	lights	light	0
one	one	crd	one	one	0
over	over	p-acp	over	over	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
that	that	cst	that	that	0
every	every	d	every	every	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
sailes	sailes	n2	sails	sail	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
setting	setting	n-vvg	setting	set	0
of	of	pp-f	of	of	0
sayles	sayles	n2	sails	sail	0
againe	againe	av	again	again	0
doe	doe	vdb	do	do	0
the	the	dt	the	the	0
like	like	av-j	like	like	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
cleere	cleere	j	clear	clear	0
.	.	.	.	.	1
11	11	crd	11	11	0
If	If	cs	If	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
discover	discover	vvi	discover	discover	0
land	land	n1	land	land	0
by	by	p-acp	by	by	0
night	night	n1	night	night	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
give	give	vvb	give	give	0
the	the	dt	the	the	0
like	like	j	like	like	0
warning	warning	n1	warning	warning	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
for	for	p-acp	for	for	0
mischances	mischances	n2	mischances	mischance	0
,	,	,	,	,	0
two	two	crd	two	two	0
lights	lights	n2	lights	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
two	two	crd	two	two	0
pieces	pieces	n2	pieces	piece	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
by	by	p-acp	by	by	0
day	day	n1	day	day	0
one	one	crd	one	one	0
piece	piece	n1	piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
out	out	av	out	out	0
his	his	po31	his	his	0
flagge	flagge	n1	flag	flag	0
,	,	,	,	,	0
and	and	cc	and	and	0
strike	strike	vvb	strike	strike	0
all	all	d	all	all	0
his	his	po31	his	his	0
sailes	sailes	n2	sails	sail	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
aboord	aboord	a-acp	aboard	aboard	0
.	.	.	.	.	1
12	12	crd	12	12	0
If	If	cs	If	if	0
any	any	d	any	any	0
ship	ship	n1	ship	ship	0
shall	shall	vmb	shall	shall	0
happen	happen	vvi	happen	happen	0
to	to	pc-acp	to	to	0
lose	lose	vvi	loose	lose	0
company	company	n1	company	company	0
by	by	p-acp	by	by	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
weather	weather	n1	weather	weather	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
such	such	d	such	such	0
ship	ship	n1	ship	ship	0
or	or	cc	or	or	0
ships	ships	n2	ships	ship	0
shall	shall	vmb	shall	shall	0
get	get	vvi	get	get	0
her	her	pno31	her	she	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
latitude	latitude	n1	latitude	latitude	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
keepe	keepe	vvb	keep	keep	0
that	that	d	that	that	0
latitude	latitude	n1	latitude	latitude	0
untill	untill	c-acp	until	until	0
they	they	pns32	they	they	0
get	get	vvb	get	get	0
Frisland	Frisland	np1	Frisland	Frisland	0
.	.	.	.	.	1
And	And	cc	And	and	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
past	past	p-acp	passed	past	0
the	the	dt	the	the	0
West	West	n1	West	west	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
Frisland	Frisland	np1	Frisland	Frisland	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
get	get	vvi	get	get	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
latitude	latitude	n1	latitude	latitude	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Northward	Northward	av-j	Northward	northward	0
of	of	pp-f	of	of	0
;	;	;	;	;	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
once	once	a-acp	once	once	0
entred	entred	vvn	entered	enter	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
Streites	Streites	n2	Streites	streite	0
,	,	,	,	,	0
al	al	d	all	all	0
such	such	d	such	such	0
ships	ships	n2	ships	ship	0
shal	shal	vmb	shall	shall	0
every	every	d	every	every	0
watch	watch	vvi	watch	watch	0
shoote	shoote	vvi	shoot	shoot	0
off	off	a-acp	off	off	0
a	a	dt	a	a	0
good	good	j	good	good	0
piece	piece	n1	piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
looke	looke	vvb	look	look	0
out	out	av	out	out	0
well	well	av	well	well	0
for	for	p-acp	for	for	0
smoke	smoke	n1	smoke	smoke	0
and	and	cc	and	and	0
fire	fire	n1	fire	fire	0
which	which	r-crq	which	which	0
those	those	d	those	those	0
that	that	cst	that	that	0
get	get	vvb	get	get	0
in	in	p-acp	in	in	0
first	first	ord	first	first	0
shall	shall	vmb	shall	shall	0
make	make	vvi	make	make	0
every	every	d	every	every	0
night	night	n1	night	night	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
all	all	d	all	all	0
the	the	dt	the	the	0
fleete	fleete	n1	fleet	fleet	0
be	be	vbb	be	be	0
come	come	vvn	come	come	0
together	together	av	together	together	0
.	.	.	.	.	1
13	13	crd	13	13	0
That	That	d	That	that	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Ensigne	Ensigne	n1	Ensign	ensign	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
mast	mast	n1	mast	mast	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
(	(	(	(	(	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
being	being	vbg	being	be	0
shot	shot	vvn	shot	shoot	0
off	off	a-acp	off	off	0
)	)	)	)	)	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
fleete	fleete	n1	fleet	fleet	0
shall	shall	vmb	shall	shall	0
repair	repair	vvi	repair	repair	0
e	e	sy	e	e	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
such	such	d	such	such	0
conference	conference	n1	conference	conference	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Generali	Generali	fw-la	Generali	generali	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
.	.	.	.	.	1
14	14	crd	14	14	0
If	If	cs	If	if	0
we	we	pns12	we	we	0
chance	chance	vvb	chance	chance	0
to	to	pc-acp	to	to	0
meete	meete	vvi	meet	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
that	that	cst	that	that	0
foure	foure	crd	foure	four	0
ships	ships	n2	ships	ship	0
shall	shall	vmb	shall	shall	0
attend	attend	vvi	attend	attend	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
the	the	dt	the	the	0
Francis	Francis	np1	Francis	Francis	0
of	of	pp-f	of	of	0
Foy	Foy	np1	Foy	Foy	0
,	,	,	,	,	0
the	the	dt	the	the	0
Moone	Moone	n1	Moon	moon	0
,	,	,	,	,	0
the	the	dt	the	the	0
Barke	Barke	n1	Bark	bark	0
Dennis	Dennis	np1	Dennis	Dennis	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Gabriel	Gabriel	np1	Gabriel	Gabriel	0
:	:	:	:	:	0
and	and	cc	and	and	0
foure	foure	crd	foure	four	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
Lieutenant	Lieutenant	n1	Lieutenant	lieutenant	0
generali	generali	fw-la	generali	generali	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Judith	Judith	np1	Judith	Judith	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
the	the	dt	the	the	0
Hopewel	Hopewel	n1	Hopewel	hopewel	0
,	,	,	,	,	0
the	the	dt	the	the	0
Armenal	Armenal	n1	Armenal	armenal	0
,	,	,	,	,	0
the	the	dt	the	the	0
Beare	Beare	n1	Bear	bear	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Salomon	Salomon	np1	Salomon	Salomon	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
foure	foure	crd	foure	four	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Vizadmirall	Vizadmirall	n1	Vizadmirall	vice-admiral	0
,	,	,	,	,	0
the	the	dt	the	the	0
324	324	crd	324	324	0
Anne	Anne	np1	Anne	Anne	0
Francis	Francis	np1	Francis	Francis	0
,	,	,	,	,	0
the	the	dt	the	the	0
Thomas	Thomas	np1	Thomas	Thomas	0
of	of	pp-f	of	of	0
Ipswich	Ipswich	np1	Ipswich	Ipswich	0
,	,	,	,	,	0
the	the	dt	the	the	0
Emmanuel	Emmanuel	np1	Emmanuel	Emmanuel	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Michael	Michael	np1	Michael	Michael	0
.	.	.	.	.	1
15	15	crd	15	15	0
If	If	cs	If	if	0
there	there	pc-acp	there	there	0
happen	happen	vvi	happen	happen	0
