terme	terme	n1	term	term	0
first	first	ord	first	first	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
1581	1581	crd	1581	1581	0
,	,	,	,	,	0
passing	passing	vvg	passing	pass	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Nether-land	Nether-land	n1	Nether-land	nether-land	0
and	and	cc	and	and	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
river	river	n1	river	river	0
Rhene	Rhene	np1	Rhene	Rhine	0
by	by	p-acp	by	by	0
Colen	Colen	np1	Colen	Colen	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
cities	cities	n2	cities	city	0
of	of	pp-f	of	of	0
Germanie	Germanie	np1	Germanie	Germany	0
.	.	.	.	.	1
And	And	cc	And	and	0
upon	upon	p-acp	upon	upon	0
Thursday	Thursday	np1	Thursday	Thursday	0
,	,	,	,	,	0
the	the	dt	the	the	0
thirde	thirde	ord	thirde	third	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
,	,	,	,	,	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
Augusta	Augusta	np1	Augusta	Augusta	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
delivered	delivered	vvd	delivered	deliver	0
the	the	dt	the	the	0
letter	letter	n1	letter	letter	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
to	to	p-acp	to	to	0
Master	Master	n1	Master	master	0
Jenise	Jenise	np1	Jenise	Jenise	0
,	,	,	,	,	0
and	and	cc	and	and	0
Master	Master	n1	Master	master	0
Castler	Castler	np1	Castler	Castler	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
very	very	av	very	very	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
pleasure	pleasure	vvi	pleasure	pleasure	0
me	me	pno11	me	i	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
or	or	cc	or	or	0
would	would	vmd	would	will	0
reasonably	reasonably	av-j	reasonably	reasonable	0
demaund	demaund	vvi	demand	demand	0
.	.	.	.	.	1
He	He	pns31	He	he	0
first	first	ord	first	first	0
furnished	furnished	vvd	furnished	furnish	0
me	me	pno11	me	i	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
horse	horse	n1	horse	horse	0
to	to	p-acp	to	to	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
money	money	n1	money	money	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
tooke	tooke	vvd	took	take	0
me	me	pno11	me	i	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
walking	walking	j-vvg	walking	walk	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
Ci	Ci	crd	Ci	ci	0
tie	tie	n1	tie	tie	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
day	day	n1	day	day	0
202	202	crd	202	202	0
to	to	p-acp	to	to	0
tary	tary	vvi	tarry	tarry	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
guide	guide	n1	guide	guide	0
.	.	.	.	.	1
He	He	pns31	He	he	0
The	The	dt	The	the	0
descrip-shewed	descrip-shewed	j	descrip-shewed	descrip-shewed	0
me	me	pno11	me	i	0
first	first	ord	first	first	0
the	the	dt	the	the	0
State-house	State-house	n1	Statehouse	statehouse	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
very	very	av	very	very	0
faire	faire	j	fair	fair	0
,	,	,	,	,	0
and	and	cc	and	and	0
.	.	.	.	.	0
beautifull	beautifull	j	beautiful	beautiful	0
:	:	:	:	:	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
brought	brought	vvd	brought	bring	0
mee	mee	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
finest	finest	js	finest	fine	0
garden	garden	n1	garden	garden	0
,	,	,	,	,	0
and	and	cc	and	and	0
orchard	orchard	n1	orchard	orchard	0
,	,	,	,	,	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
I	I	pns11	I	i	0
sawe	sawe	vvd	saw	see	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
life	life	n1	life	life	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
Canarie	Canarie	n1	Canary	canary	0
birdes	birdes	n2	birds	bird	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
large	large	j	large	large	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
faire	faire	j	fair	fair	0
Chamber	Chamber	n1	Chamber	chamber	0
,	,	,	,	,	0
trimmed	trimmed	vvn	trimmed	trim	0
with	with	p-acp	with	with	0
wier	wier	n1	wier	wire	0
both	both	av-d	both	both	0
above	above	p-acp	above	above	0
and	and	cc	and	and	0
beneath	beneath	a-acp	beneath	beneath	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
fine	fine	j	fine	fine	0
little	little	j	little	little	0
branches	branches	n2	branches	branch	0
of	of	pp-f	of	of	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
sit	sit	vvi	fit	sit	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Canarie	Canarie	n1	Canary	canary	0
birdes	birdes	n2	birds	bird	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
such	such	d	such	such	0
an	an	dt	and	a	0
other	other	n-jn	other	other	0
for	for	p-acp	for	for	0
Turtle	Turtle	n1	Turtle	turtle	0
dooves	dooves	n2	doves	dove	0
:	:	:	:	:	0
also	also	av	also	also	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
two	two	crd	two	two	0
pigeon	pigeon	n1	pigeon	pigeon	0
houses	houses	n2	houses	house	0
joyn-ing	joyn-ing	n1	joining	joining	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
having	having	vhg	having	have	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
Turtle	Turtle	n1	Turtle	turtle	0
dooves	dooves	n2	doves	dove	0
,	,	,	,	,	0
and	and	cc	and	and	0
pigeons	pigeons	n2	pigeons	pigeon	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
garden	garden	n1	garden	garden	0
also	also	av	also	also	0
were	were	vbdr	were	be	0
sixe	sixe	crd	sixe	six	0
or	or	cc	or	or	0
seven	seven	crd	seven	seven	0
fishponds	fishponds	n2	fishponds	fishpond	0
,	,	,	,	,	0
all	all	d	all	all	0
railed	railed	vvd	railed	rail	0
about	about	a-acp	about	about	0
,	,	,	,	,	0
and	and	cc	and	and	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
very	very	av	very	very	0
good	good	j	good	good	0
fish	fish	n1	fish	fish	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
,	,	,	,	,	0
seven	seven	crd	seven	seven	0
or	or	cc	or	or	0
eight	eight	crd	eight	eight	0
fine	fine	j	fine	fine	0
fountaines	fountaines	n2	fountains	fountain	0
,	,	,	,	,	0
or	or	cc	or	or	0
water	water	n1	water	water	0
springs	springs	vvz	springs	spring	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
fashions	fashions	n2	fashions	fashion	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
fruite	fruite	n1	fruit	fruit	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
wanted	wanted	vvd	wanted	want	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Orenges	Orenges	n2	Oranges	orange	0
,	,	,	,	,	0
figges	figges	n2	figs	fig	0
,	,	,	,	,	0
raisons	raisons	n2	raisons	raisin	0
,	,	,	,	,	0
wallnuts	wallnuts	n2	walnuts	walnut	0
,	,	,	,	,	0
grapes	grapes	n2	grapes	grape	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
apples	apples	n2	apples	apple	0
,	,	,	,	,	0
peares	peares	n2	pears	pear	0
,	,	,	,	,	0
fillbirds	fillbirds	n2	fillbirds	fillbird	0
,	,	,	,	,	0
small	small	j	small	small	0
nuts	nuts	n2	nuts	nut	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
other	other	j-jn	other	other	0
fruite	fruite	n1	fruit	fruit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
did	did	vdd	did	do	0
hee	hee	pns31	he	he	0
bring	bring	vvi	bring	bring	0
mee	mee	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
water	water	n1	water	water	0
tower	tower	n1	tower	tower	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
Citie	Citie	n1	City	city	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
sleight	sleight	n1	sleight	sleight	0
and	and	cc	and	and	0
devise	devise	n1	devise	devise	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
water	water	n1	water	water	0
brought	brought	vvd	brought	bring	0
up	up	a-acp	up	up	0
as	as	p-acp	as	as	0
high	high	j	high	high	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
Church	Church	n1	Church	church	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
tel	tel	vvi	tell	tell	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
strange	strange	j	strange	strange	0
devises	devises	n2	devises	devise	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
it	it	pn31	it	it	0
passeth	passeth	vvz	passes	pass	0
my	my	po11	my	my	0
capacitie	capacitie	n1	capacity	capacity	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
he	he	pns31	he	he	0
brought	brought	vvd	brought	bring	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
faire	faire	j	fair	fair	0
garden	garden	n1	garden	garden	0
,	,	,	,	,	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Shooters	Shooters	ng1	Shooters	shooter	0
hoose	hoose	n1	hoose	hose	0
,	,	,	,	,	0
where	where	q-crq	where	where	0
are	are	vbr	are	be	0
buts	buts	n2	buts	butt	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
long	long	j	long	long	0
bowe	bowe	n1	bow	bow	0
,	,	,	,	,	0
the	the	dt	the	the	0
crosse	crosse	j	cross	cross	0
bowe	bowe	n1	bow	bow	0
,	,	,	,	,	0
the	the	dt	the	the	0
stone	stone	n1	stone	stone	0
bowe	bowe	n1	bow	bow	0
,	,	,	,	,	0
the	the	dt	the	the	0
long	long	j	long	long	0
peece	peece	n1	piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
divers	divers	j	diverse	diverse	0
other	other	j-jn	other	other	0
exercises	exercises	n2	exercises	exercise	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
this	this	d	this	this	0
,	,	,	,	,	0
we	we	pns12	we	we	0
walked	walked	vvd	walked	walk	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
walles	walles	n2	walls	wall	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
,	,	,	,	,	0
where	where	q-crq	where	where	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
,	,	,	,	,	0
broade	broade	j	broad	broad	0
,	,	,	,	,	0
and	and	cc	and	and	0
deepe	deepe	j-jn	deep	deep	0
ditch	ditch	n1	ditch	ditch	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
one	one	crd	one	one	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
,	,	,	,	,	0
so	so	av	so	so	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
I	I	pns11	I	i	0
sawe	sawe	vvd	saw	see	0
any	any	d	any	any	0
pond	pond	n1	pond	pond	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
reserved	reserved	vvn	reserved	reserve	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
States	States	n2	States	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
.	.	.	.	.	1
And	And	cc	And	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
is	is	vbz	is	be	0
also	also	av	also	also	0
a	a	dt	a	a	0
deepe	deepe	j-jn	deep	deep	0
place	place	n1	place	place	0
all	all	d	all	all	0
greene	greene	j-jn	green	green	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
Deere	Deere	n1	Dear	deer	0
are	are	vbr	are	be	0
kept	kept	vvn	kept	keep	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
pleaseth	pleaseth	vvz	pleases	please	0
the	the	dt	the	the	0
States	States	n2	States	state	0
to	to	pc-acp	to	to	0
hunt	hunt	vvi	hunt	hunt	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
thither	thither	av	thither	thither	0
they	they	pns32	they	they	0
resort	resort	vvb	resort	resort	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
their	their	po32	their	their	0
courses	courses	n2	courses	course	0
with	with	p-acp	with	with	0
grayhounds	grayhounds	n2	grayhounds	grayhound	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
kept	kept	vvn	kept	keep	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
purpose	purpose	n1	purpose	purpose	0
.	.	.	.	.	1
The	The	dt	The	the	0
fift	fift	ord	fift	five	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
,	,	,	,	,	0
I	I	pns11	I	i	0
departed	departed	vvd	departed	depart	0
from	from	p-acp	from	from	0
Augusta	Augusta	np1	Augusta	Augusta	0
towards	towards	p-acp	towards	towards	0
Venice	Venice	np1	Venice	Venice	0
.	.	.	.	.	1
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
and	and	cc	and	and	0
came	came	vvd	came	come	0
thither	thither	av	thither	thither	0
upon	upon	p-acp	upon	upon	0
Whitsunday	Whitsunday	np1	Whitsunday	Whitsunday	0
,	,	,	,	,	0
the	the	dt	the	the	0
thirteenth	thirteenth	ord	thirteenth	thirteenth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
moneth	moneth	n1	month	month	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
needlesse	needlesse	j	needless	needless	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mountaines	mountaines	n2	mountains	mountain	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
passed	passed	vvd	passed	pass	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
and	and	cc	and	and	0
203	203	crd	203	203	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
I	I	sy	I	i	0
5	5	crd	5	5	0
I	I	pns11	I	i	0
.	.	.	.	.	0
]	]	]	]	]	1
The	The	dt	The	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
J	J	pns11	J	i	0
ewes	ewes	n2	ewes	ewe	0
in	in	p-acp	in	in	0
Venice	Venice	np1	Venice	Venice	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
wel	wel	av	well	well	0
knowen	knowen	vvn	known	know	0
already	already	av	already	already	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
the	the	dt	the	the	0
heigth	heigth	n1	heighth	heighth	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
marveilous	marveilous	j	marvelous	marvelous	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
sixe	sixe	crd	sixe	six	0
dayes	dayes	n2	days	day	0
in	in	p-acp	in	in	0
passing	passing	vvg	passing	pass	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
Venice	Venice	np1	Venice	Venice	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Faire	Faire	j	Fair	fair	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
lasted	lasted	vvd	lasted	last	0
foureteene	foureteene	crd	foureteene	fourteen	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
sawe	sawe	vvd	saw	see	0
very	very	av	very	very	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
faire	faire	j	fair	fair	0
shewes	shewes	n2	shows	show	0
of	of	pp-f	of	of	0
wares	wares	n2	wares	ware	0
.	.	.	.	.	1
I	I	pns11	I	i	0
came	came	vvd	came	come	0
thither	thither	av	thither	thither	0
too	too	av	too	too	0
short	short	j	short	short	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
