Commodities	Commodities	ng1	Commodities	commodity	0
second	second	ord	second	second	0
part	part	n1	part	part	0
shall	shall	vmb	shall	shall	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
reasons	reasons	n2	reasons	reason	0
generally	generally	av-j	generally	general	0
moving	moving	vvg	moving	move	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
resolve	resolve	vvi	resolve	resolve	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
departure	departure	n1	departure	departure	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
instant	instant	n-jn	instant	instant	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Generali	Generali	fw-la	Generali	generali	0
Sir	Sir	n1	Sir	sir	0
Francis	Francis	np1	Francis	Francis	0
Drake	Drake	np1	Drake	Drake	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
common	common	j	common	common	0
request	request	n1	request	request	0
for	for	p-acp	for	for	0
passage	passage	n1	passage	passage	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
barkes	barkes	n2	barks	bark	0
,	,	,	,	,	0
pinnesses	pinnesses	n2	pinnaces	pinnace	0
,	,	,	,	,	0
and	and	cc	and	and	0
boates	boates	n2	boats	boat	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Masters	Masters	n2	Master's	master	0
and	and	cc	and	and	0
Mariners	Mariners	n2	Mariners	mariner	0
meant	meant	vvn	meant	mean	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
left	left	vvn	left	leave	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
supply	supply	n1	supply	supply	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
further	further	jc	further	further	0
time	time	n1	time	time	0
meant	meant	vvd	meant	mean	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
stayed	stayed	vvn	stayed	stay	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
caryed	caryed	vvn	carried	carry	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
tempest	tempest	n1	tempest	tempest	0
and	and	cc	and	and	0
foule	foule	j	foul	foul	0
weather	weather	n1	weather	weather	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
beginning	beginning	n1	beginning	beginning	0
whereof	whereof	c-crq	whereof	whereof	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
declared	declared	vvn	declared	declare	0
the	the	dt	the	the	0
conspiracie	conspiracie	n1	conspiracy	conspiracy	0
of	of	pp-f	of	of	0
Pemisapan	Pemisapan	np1	Pemisapan	Pemisapan	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Savages	Savages	n2-jn	Savages	savage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
cut	cut	vvn	cut	cut	0
us	us	pno12	us	we	0
ofF	ofF	a-acp	ofF	off	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
320	320	crd	320	320	0
The	The	dt	The	the	0
material	material	n-jn	material	material	0
originally	originally	av-j	originally	original	0
positioned	positioned	vvn	positioned	position	0
here	here	av	here	here	0
is	is	vbz	is	be	0
too	too	av	too	too	0
large	large	j	large	large	0
for	for	c-acp	for	for	0
reproduction	reproduction	n1	reproduction	reproduction	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
reissue	reissue	n1	reissue	reissue	0
.	.	.	.	.	1
A	A	dt	A	a	0
PDF	PDF	n1	PDF	pdf	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
downloaded	downloaded	vvn	downloaded	download	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
web	web	n1	web	web	0
address	address	vvb	address	address	0
given	given	vvn	given	give	0
on	on	p-acp	on	on	0
page	page	n1	page	page	0
iv	iv	crd	iv	iv	0
the	the	pno32	thee	they	0
Cambridge	Cambridge	np1	Cambridge	Cambridge	0
Core	Core	n1	Core	core	0
.	.	.	.	.	0
terms	terms	n2	terms	term	0
o	o	uh	oh	oh	0
?	?	?	?	?	1
Usej-U-VaiabieathttpsV	Usej-U-VaiabieathttpsV	j	Usej-U-VaiabieathttpsV	usej-u-vaiabieathttpsv	0
/	/	/	/	/	0
www	www	av	www	www	0
.	.	.	.	.	0
cambridge.org	cambridge.org	n1	cambridge.org	cambridge.org	0
/	/	/	/	/	0
core	core	fw-mi	core	core	0
/	/	/	/	/	0
terms	terms	n2	terms	term	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
part	part	n1	part	part	0
declaring	declaring	vvg	declaring	declare	0
the	the	dt	the	the	0
particularities	particularities	n2	particularities	particularity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
of	of	pp-f	of	of	0
Virginia	Virginia	np1	Virginia	Virginia	0
.	.	.	.	.	1
Irst	Irst	n1	Irst	irst	0
therefore	therefore	av	therefore	therefore	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
particularities	particularities	n2	particularities	particularity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
understand	understand	vvi	understand	understand	0
that	that	cst	that	that	0
our	our	po12	our	our	0
discoverie	discoverie	n1	discovery	discovery	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
extended	extended	vvn	extended	extend	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Hand	Hand	n1	Hand	hand	0
of	of	pp-f	of	of	0
Roanoak	Roanoak	np1	Roanoak	Roanoak	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
same	same	d	same	same	0
having	having	vhg	having	have	0
bene	bene	vbn	be	be	0
the	the	dt	the	the	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
settlement	settlement	n1	settlement	settlement	0
or	or	cc	or	or	0
inhabitation	inhabitation	n1	inhabitation	inhabitation	0
)	)	)	)	)	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
South	South	n1	South	south	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
North	North	n1	North	north	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
North	North	n1	North	north	0
-	-	-	-	-	0
west	west	n1	west	west	0
,	,	,	,	,	0
and	and	cc	and	and	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
West	West	n1	West	west	0
.	.	.	.	.	1
The	The	dt	The	the	0
uttermost	uttermost	j	uttermost	uttermost	0
place	place	n1	place	place	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Southward	Southward	av-j	Southward	southward	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
discovery	discovery	n1	discovery	discovery	0
was	was	vbds	was	be	0
Secotan	Secotan	np1	Secotan	Secotan	0
,	,	,	,	,	0
being	being	vbg	being	be	0
by	by	p-acp	by	by	0
estimation	estimation	n1	estimation	estimation	0
fourescore	fourescore	crd	fourescore	fourscore	0
miles	miles	n2	miles	mile	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
Roanoak	Roanoak	np1	Roanoak	Roanoak	0
.	.	.	.	.	1
The	The	dt	The	the	0
passage	passage	n1	passage	passage	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
was	was	vbds	was	be	0
through	through	p-acp	through	through	0
a	a	dt	a	a	0
broad	broad	j	broad	broad	0
sound	sound	n1	found	sound	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
mayne	mayne	n1	main	main	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
being	being	vbg	being	be	0
without	without	p-acp	without	without	0
kenning	kenning	n-vvg	kenning	ken	0
of	of	pp-f	of	of	0
lande	lande	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
flats	flats	n2	flats	flat	0
and	and	cc	and	and	0
shoalds	shoalds	n2	shoalds	shoald	0
:	:	:	:	:	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
boate	boate	n1	boat	boat	0
with	with	p-acp	with	with	0
foure	foure	crd	foure	four	0
oares	oares	n2	oars	oar	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
boate	boate	n1	boat	boat	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
carry	carry	vvi	carry	carry	0
above	above	p-acp	above	above	0
fifteene	fifteene	crd	fifteene	fifteen	0
men	men	n2	men	man	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
furniture	furniture	n1	furniture	furniture	0
,	,	,	,	,	0
baggage	baggage	n1	baggage	baggage	0
,	,	,	,	,	0
and	and	cc	and	and	0
victuali	victuali	fw-la	victuali	victuali	0
for	for	p-acp	for	for	0
seven	seven	crd	seven	seven	0
dayes	dayes	n2	days	day	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
most	most	ds	most	most	0
:	:	:	:	:	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
pinnesse	pinnesse	n1	pinnace	pinnace	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
drew	drew	vvd	drew	draw	0
too	too	av	too	too	0
deep	deep	j-jn	deep	deep	0
water	water	n1	water	water	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
shallow	shallow	j	shallow	shallow	0
sound	sound	n1	found	sound	0
,	,	,	,	,	0
she	she	pns31	she	she	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
stirre	stirre	vvi	stir	stir	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
oare	oare	n1	oar	oar	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
these	these	d	these	these	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
reasons	reasons	n2	reasons	reason	0
(	(	(	(	(	0
winter	winter	n1	winter	winter	0
also	also	av	also	also	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
)	)	)	)	)	0
we	we	pns12	we	we	0
thought	thought	vvd	thought	think	0
good	good	av-j	good	good	0
wholly	wholly	av-jn	wholly	whole	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
untill	untill	c-acp	until	until	0
our	our	po12	our	our	0
stronger	stronger	jc	stronger	strong	0
supply	supply	n1	supply	supply	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
Northward	Northward	av-j	Northward	northward	0
our	our	po12	our	our	0
furthest	furthest	js	furthest	further	0
discovery	discovery	n1	discovery	discovery	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Chesepians	Chesepians	njp2	Chesepians	chesepians	0
,	,	,	,	,	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
Roanoak	Roanoak	np1	Roanoak	Roanoak	0
about	about	p-acp	about	about	0
130.	130.	crd	130.	130.	0
miles	miles	n2	miles	mile	0
,	,	,	,	,	0
the	the	dt	the	the	0
passage	passage	n1	passage	passage	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
very	very	av	very	very	0
shallow	shallow	j	shallow	shallow	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
dangerous	dangerous	j	dangerous	dangerous	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bredth	bredth	n1	breadth	breadth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sound	sound	n1	found	sound	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
little	little	j	little	little	0
succour	succour	n1	succour	succour	0
that	that	cst	that	that	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
flawe	flawe	n1	flaw	flaw	0
was	was	vbds	was	be	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Territorie	Territorie	n1	Territory	territory	0
and	and	cc	and	and	0
soyle	soyle	n1	soil	soil	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Chesepians	Chesepians	njp2	Chesepians	chesepians	0
(	(	(	(	(	0
being	being	vbg	being	be	0
distant	distant	j	distant	distant	0
fifteene	fifteene	crd	fifteene	fifteen	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
shoare	shoare	n1	shore	shore	0
)	)	)	)	)	0
was	was	vbds	was	be	0
for	for	p-acp	for	for	0
pleasantnes	pleasantnes	n1	pleasantness	pleasantness	0
of	of	pp-f	of	of	0
seate	seate	n1	seat	seat	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
temperature	temperature	n1	temperature	temperature	0
of	of	pp-f	of	of	0
Climate	Climate	n1	Climate	climate	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
fertilitie	fertilitie	n1	fertility	fertility	0
of	of	pp-f	of	of	0
soyle	soyle	n1	soil	soil	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
commoditie	commoditie	n1	commodity	commodity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
Beares	Beares	n2	Bears	bear	0
(	(	(	(	(	0
being	being	vbg	being	be	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
good	good	j	good	good	0
victuali	victuali	fw-la	victuali	victuali	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
woods	woods	n2	woods	wood	0
of	of	pp-f	of	of	0
Sassafras	Sassafras	n1	Sassafras	sassafras	0
,	,	,	,	,	0
and	and	cc	and	and	0
Wallnut	Wallnut	n1	Walnut	walnut	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
excelled	excelled	vvn	excelled	excel	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
be	be	vbi	be	be	0
sundry	sundry	j	sundry	sundry	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
Weroances	Weroances	n2	Weroances	weroance	0
,	,	,	,	,	0
and	and	cc	and	and	0
Countreys	Countreys	ng2	Countries'	country	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
fertility	fertility	n1	fertility	fertility	0
adjoyning	adjoyning	vvg	adjoining	adjoin	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
The	The	dt	The	the	0
excellende	excellende	fw-la	excellende	excellende	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
seate	seate	n1	seat	seat	0
of	of	pp-f	of	of	0
Cheseplook	Cheseplook	vvi	Cheseplook	cheseplook	0
.	.	.	.	.	1
VIII	VIII	np1	VIII	Viii	0
321	321	crd	321	321	0
The	The	dt	The	the	0
towne	towne	n1	town	town	0
of	of	pp-f	of	of	0
Chawanook	Chawanook	np1	Chawanook	Chawanook	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
700.	700.	crd	700.	700.	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
the	the	dt	the	the	0
Mandoages	Mandoages	n2	Mandoages	mandoage	0
,	,	,	,	,	0
Tripanicks	Tripanicks	n2	Tripanicks	tripanick	0
,	,	,	,	,	0
and	and	cc	and	and	0
Opossians	Opossians	njp2	Opossians	opossians	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
visite	visite	vvi	visit	visit	0
the	the	dt	the	the	0
Colonie	Colonie	n1	Colony	colony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
English	English	jp	English	english	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
time	time	n1	time	time	0
appointed	appointed	vvn	appointed	appoint	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
resident	resident	j-jn	resident	resident	0
there	there	a-acp	there	there	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
Northwest	Northwest	av-an	Northwest	northwest	0
the	the	dt	the	the	0
farthest	farthest	js	farthest	far	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
discovery	discovery	n1	discovery	discovery	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
Chawanook	Chawanook	np1	Chawanook	Chawanook	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
Roanoak	Roanoak	np1	Roanoak	Roanoak	0
about	about	p-acp	about	about	0
130.	130.	crd	130.	130.	0
miles	miles	n2	miles	mile	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
passage	passage	n1	passage	passage	0
thither	thither	av	thither	thither	0
lyeth	lyeth	vvz	lies	lie	0
through	through	p-acp	through	through	0
a	a	dt	a	a	0
broad	broad	j	broad	broad	0
sound	sound	n1	found	sound	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
fresh	fresh	j	fresh	fresh	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
chanell	chanell	n1	channel	channel	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
great	great	j	great	great	0
depth	depth	n1	depth	depth	0
,	,	,	,	,	0
navigable	navigable	j	navigable	navigable	0
for	for	p-acp	for	for	0
good	good	j	good	good	0
shipping	shipping	n-vvg	shipping	ship	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chanell	chanell	n1	channel	channel	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
shoalds	shoalds	n2	shoalds	shoald	0
.	.	.	.	.	1
The	The	dt	The	the	0
Townes	Townes	n2	Towns	town	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
waters	waters	ng1	waters	water	0
side	side	n1	side	side	0
situated	situated	vvn	situated	situate	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
way	way	n1	way	way	0
are	are	vbr	are	be	0
these	these	d	these	these	0
following	following	vvg	following	follow	0
:	:	:	:	:	0
Passaquenoke	Passaquenoke	np1	Passaquenoke	Passaquenoke	0
The	The	dt	The	the	0
womans	womans	ng1	woman's	woman	0
Towne	Towne	n1	Town	town	0
,	,	,	,	,	0
Chepanoc	Chepanoc	np1	Chepanoc	Chepanoc	0
,	,	,	,	,	0
Weapomeiok	Weapomeiok	vvb	Weapomeiok	weapomeiok	0
,	,	,	,	,	0
Muscamunge	Muscamunge	j	Muscamunge	muscamunge	0
,	,	,	,	,	0
