I594	I594	n1	I594	i594	0
great	great	j	great	great	0
treasure	treasure	n1	treasure	treasure	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Indies	Indies	np2	Indies	Indies	0
)	)	)	)	)	0
that	that	cst	that	that	0
Nuevo	Nuevo	np1	Nuevo	Nuevo	0
Reyno	Reyno	np1	Reyno	Reyno	0
yeelded	yeelded	vvd	yielded	yield	0
very	very	av	very	very	0
many	many	d	many	many	0
Golde	Golde	n1	Gold	gold	0
mines	mines	n2	mines	mine	0
,	,	,	,	,	0
and	and	cc	and	and	0
wonderfull	wonderfull	j	wonderful	wonderful	0
rich	rich	j	rich	rich	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
lately	lately	av-j	lately	late	0
was	was	vbds	was	be	0
discovered	discovered	vvn	discovered	discover	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
Province	Province	n1	Province	province	0
so	so	av	so	so	0
rich	rich	j	rich	rich	0
in	in	p-acp	in	in	0
Golde	Golde	n1	Gold	gold	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
report	report	n1	report	report	0
thereof	thereof	av	thereof	thereof	0
may	may	vmb	may	may	0
seeme	seeme	vvi	seem	seem	0
incredible	incredible	j	incredible	incredible	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
abundance	abundance	n1	abundance	abundance	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
El	El	fw-es	El	el	0
Nuevo	Nuevo	np1	Nuevo	Nuevo	0
Dorado	Dorado	np1	Dorado	Dorado	0
:	:	:	:	:	0
Antonio	Antonio	np1	Antonio	Antonio	0
de	de	fw-fr	de	de	0
Berreo	Berreo	np1	Berreo	Berreo	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
discoverie	discoverie	n1	discovery	discovery	0
.	.	.	.	.	1
440	440	crd	440	440	0
The	The	dt	The	the	0
report	report	n1	report	report	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Spanyard	Spanyard	np1	Spanyard	Spaniard	0
,	,	,	,	,	0
Captaine	Captaine	n1	Captain	captain	0
with	with	p-acp	with	with	0
Berreo	Berreo	np1	Berreo	Berreo	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
discoverie	discoverie	n1	discovery	discovery	0
of	of	pp-f	of	of	0
El	El	fw-es	El	el	0
Nuevo	Nuevo	np1	Nuevo	Nuevo	0
Dorado	Dorado	np1	Dorado	Dorado	0
.	.	.	.	.	1
THat	THat	cst	THat	that	0
the	the	dt	the	the	0
information	information	n1	information	information	0
sent	sent	vvd	sent	send	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
King	King	n1	King	king	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
poynt	poynt	n1	point	point	0
truely	truely	av-j	truly	true	0
sayde	sayde	vvd	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
river	river	n1	river	river	0
Orenoque	Orenoque	np1	Orenoque	Orenoque	0
hath	hath	vhz	hath	have	0
seven	seven	crd	seven	seven	0
mouths	mouths	n2	mouths	mouth	0
,	,	,	,	,	0
or	or	cc	or	or	0
outlets	outlets	n2	outlets	outlet	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
called	called	vvn	called	call	0
Las	Las	np1	Las	Las	0
Siete	Siete	np1	Siete	Siete	0
bocas	bocas	fw-es	bocas	bocas	0
de	de	fw-mi	de	de	0
dragon	dragon	n1	dragon	dragon	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
river	river	n1	river	river	0
runneth	runneth	vvz	runneth	run	0
farre	farre	av-j	far	far	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
land	land	n1	land	land	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
-	-	-	-	-	0
many	many	d	many	many	0
places	places	n2	places	place	0
very	very	av	very	very	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
An	An	dt	And	a	0
th	th	zz	th	th	0
.	.	.	.	.	0
de	de	fw-fr	de	de	0
Berreo	Berreo	np1	Berreo	Berreo	0
lay	lay	vvd	lay	lie	0
at	at	p-acp	at	at	0
Trinidad	Trinidad	np1	Trinidad	Trinidad	0
,	,	,	,	,	0
making	making	vvg	making	make	0
head	head	n1	head	head	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
con-quere	con-quere	j	conquer	conqu	0
and	and	cc	and	and	0
people	people	n1	people	people	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Dorado	Dorado	np1	Dorado	Dorado	0
.	.	.	.	.	1
A	A	dt	A	a	0
Relation	Relation	n1	Relation	relation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
second	second	ord	second	second	0
Voyage	Voyage	n1	Voyage	voyage	0
to	to	p-acp	to	to	0
Guiana	Guiana	np1	Guiana	Guiana	0
,	,	,	,	,	0
performed	performed	vvn	performed	perform	0
and	and	cc	and	and	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
1596.	1596.	crd	1596.	1596.	0
by	by	p-acp	by	by	0
Laurence	Laurence	np1	Laurence	Laurence	0
Keymis	Keymis	np1	Keymis	Keymis	0
Gent.	Gent.	n1	Gent.	gentleman	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
approved	approved	j-vvn	approved	approve	0
,	,	,	,	,	0
Right	Right	av-jn	Right	right	0
Valorous	Valorous	j	Valorous	valorous	0
,	,	,	,	,	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
Walter	Walter	np1	Walter	Walter	0
Ralegh	Ralegh	np1	Ralegh	Ralegh	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
warden	warden	n1	warden	warden	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Stanneries	Stanneries	n2	Stanneries	stannery	0
,	,	,	,	,	0
Captaine	Captaine	n1	Captain	captain	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Majesties	Majesties	ng1	Majesties	majesty	0
Guard	Guard	n1	Guard	guard	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
Highnesse	Highnesse	n1	Highness	highness	0
Lieutenant	Lieutenant	n1	Lieutenant	lieutenant	0
generail	generail	j	generail	generail	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countie	Countie	n1	County	county	0
of	of	pp-f	of	of	0
Cornewall	Cornewall	np1	Cornewall	Cornwall	0
.	.	.	.	.	1
Have	Have	vhb	Have	have	0
here	here	av	here	here	0
briefly	briefly	av-j	briefly	brief	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
effect	effect	n1	effect	effect	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
your	your	po22	your	your	0
second	second	ord	second	second	0
Discoverie	Discoverie	n1	Discovery	discovery	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
enlargement	enlargement	n1	enlargement	enlargement	0
of	of	pp-f	of	of	0
made	made	j-vvn	made	make	0
wordes	wordes	n2	words	word	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
argument	argument	n1	argument	argument	0
,	,	,	,	,	0
single	single	j	single	single	0
speech	speech	n1	speech	speech	0
best	best	av-js	best	best	0
beseemeth	beseemeth	vvz	beseems	beseem	0
a	a	dt	a	a	0
simple	simple	j	simple	simple	0
trueth	trueth	n1	truth	truth	0
.	.	.	.	.	1
Where	Where	c-crq	Where	where	0
the	the	dt	the	the	0
affinitie	affinitie	n1	affinity	affinity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
person	person	n1	person	person	0
,	,	,	,	,	0
leadeth	leadeth	vvz	leads	lead	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
small	small	j	small	small	0
libertie	libertie	n1	liberty	liberty	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
therein	therein	av	therein	therein	0
used	used	vvn	used	use	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
offence	offence	n1	offence	offence	0
or	or	cc	or	or	0
sinister	sinister	j	sinister	sinister	0
construction	construction	n1	construction	construction	0
,	,	,	,	,	0
be	be	vbb	be	be	0
given	given	vvn	given	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
suffer	suffer	vvb	suffer	suffer	0
not	not	xx	not	not	0
detriment	detriment	n1	detriment	detriment	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
attributing	attributing	vvg	attributing	attribute	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
of	of	pp-f	of	of	0
right	right	j-jn	right	right	0
be-longeth	be-longeth	j	belongeth	belongeth	0
;	;	;	;	;	0
the	the	dt	the	the	0
judgement	judgement	n1	judgement	judgement	0
bee	bee	vbb	be	be	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
uprightly	uprightly	av-j	uprightly	upright	0
and	and	cc	and	and	0
