performe	performe	vvi	perform	perform	0
have	have	vhb	have	have	0
hired	hired	vvn	hired	hire	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
great	great	j	great	great	0
,	,	,	,	,	0
giving	giving	vvg	giving	give	0
so	so	av	so	so	0
much	much	av-d	much	much	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
wearing	wearing	n-vvg	wearing	wear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tackle	tackle	n1	tackle	tackle	0
and	and	cc	and	and	0
the	the	dt	the	the	0
hull	hull	n1	hull	hull	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
bignesse	bignesse	n1	bigness	bigness	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
shee	shee	pns31	she	she	0
bee	bee	vbb	be	be	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
burden	burden	n1	burden	burden	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
tunnes	tunnes	n2	tons	ton	0
,	,	,	,	,	0
we	we	pns12	we	we	0
pay	pay	vvb	pay	pay	0
fourescore	fourescore	crd	fourescore	fourscore	0
pound	pound	n1	pound	pound	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
after	after	p-acp	after	after	0
that	that	d	that	that	0
rate	rate	n1	rate	rate	0
:	:	:	:	:	0
and	and	cc	and	and	0
thereunto	thereunto	av	thereunto	thereunto	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
victual	victual	vvi	victual	victual	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
ship	ship	vvi	ship	ship	0
all	all	d	all	all	0
our	our	po12	our	our	0
men	men	n2	men	man	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
shipping	shipping	vvg	shipping	ship	0
no	no	dx	no	no	0
more	more	dc	more	more	0
men	men	n2	men	man	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
giving	giving	vvg	giving	give	0
them	them	pno32	them	they	0
more	more	av-dc	more	more	0
wages	wages	n2	wages	wage	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
doe	doe	vdi	do	do	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
went	went	vvd	went	go	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
merchants	merchants	ng1	merchant's	merchant	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
helpe	helpe	n1	help	help	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
voiage	voiage	n1	voyage	voyage	0
hitherto	hitherto	av	hitherto	hitherto	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
our	our	po12	our	our	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
fish	fish	vvi	fish	fish	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
boate	boate	n1	boat	boat	0
,	,	,	,	,	0
&	&	cc	&	and	0
costing	costing	vvg	costing	cost	0
us	us	pno12	us	we	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
charges	charges	n2	charges	charge	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
do	do	vdi	do	do	0
,	,	,	,	,	0
if	if	cs	if	if	0
our	our	po12	our	our	0
men	men	n2	men	man	0
should	should	vmd	should	shall	0
lie	lie	vvi	lie	lie	0
&	&	cc	&	and	0
doe	doe	vdb	do	do	0
nothing	nothing	pix	nothing	nothing	0
saving	saving	vvg	saving	save	0
the	the	dt	the	the	0
charges	charges	n2	charges	charge	0
of	of	pp-f	of	of	0
salt	salt	n1	salt	salt	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
lines	lines	n2	lines	line	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
treble	treble	j	triple	treble	0
paid	paid	vvn	paid	pay	0
for	for	p-acp	for	for	0
againe	againe	av	again	again	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
last	last	ord	last	last	0
yere	yere	n1	year	year	0
past	past	p-acp	passed	past	0
our	our	po12	our	our	0
men	men	n2	men	man	0
killed	killed	vvn	killed	kill	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
boat	boat	n1	boat	boat	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
9.	9.	crd	9.	9	0
or	or	cc	or	or	0
10.	10.	crd	10.	10.	0
thousand	thousand	crd	thousand	thousand	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
yeelded	yeelded	vvd	yielded	yield	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
money	money	n1	money	money	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
oile	oile	n1	oil	oil	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
15.	15.	crd	15.	15.	0
or	or	cc	or	or	0
16.	16.	crd	16.	16.	0
score	score	n1	score	score	0
pounds	pounds	n2	pounds	pound	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
helpe	helpe	n1	help	help	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
voyage	voyage	n1	voyage	voyage	0
.	.	.	.	.	1
And	And	cc	And	and	0
besides	besides	p-acp	beside	beside	0
al	al	d	all	all	0
this	this	d	this	this	0
,	,	,	,	,	0
our	our	po12	our	our	0
ship	ship	n1	ship	ship	0
did	did	vdd	did	do	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
much	much	d	much	much	0
oile	oile	n1	oil	oil	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
commodities	commodities	n2	commodities	commodity	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
bestowed	bestowed	vvd	bestowed	bestow	0
100.	100.	crd	100.	100	0
whole	whole	j-jn	whole	whole	0
clothes	clothes	n2	clothes	clothes	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
because	because	c-acp	because	because	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
suppose	suppose	vvi	suppose	suppose	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
ships	ships	n2	ships	ship	0
to	to	p-acp	to	to	0
fraight	fraight	vvn	fraught	fraught	0
after	after	p-acp	after	after	0
that	that	d	that	that	0
order	order	n1	order	order	0
before	before	a-acp	before	before	0
prescribed	prescribed	vvn	prescribed	prescribe	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
that	that	cst	that	that	0
the	the	dt	the	the	0
mariners	mariners	n2	mariners	mariner	0
wil	wil	vmb	will	will	0
take	take	vvi	take	take	0
such	such	d	such	such	0
paines	paines	n2	pains	pain	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
men	men	n2	men	man	0
will	will	vmb	will	will	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
my	my	po11	my	my	0
counsell	counsell	n1	counsel	counsel	0
is	is	vbz	is	be	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
thinke	thinke	vvb	think	think	0
good	good	j	good	good	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
freight	freight	n1	freight	freight	0
some	some	d	some	some	0
ship	ship	n1	ship	ship	0
of	of	pp-f	of	of	0
Hui	Hui	uh	Hui	hui	0
or	or	cc	or	or	0
Newcastle	Newcastle	np1	Newcastle	Newcastle	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
there	there	pc-acp	there	there	0
better	better	vvi	better	better	0
cheap	cheap	j	cheap	cheap	0
to	to	p-acp	to	to	0
freight	freight	n1	freight	freight	0
,	,	,	,	,	0
then	then	av	then	then	0
here	here	av	here	here	0
at	at	p-acp	at	at	0
London	London	np1	London	London	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
al	al	d	all	all	0
this	this	d	this	this	0
,	,	,	,	,	0
one	one	pi	one	one	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
such	such	d	such	such	0
men	men	n2	men	man	0
as	as	c-acp	as	as	0
wil	wil	vmb	will	will	0
take	take	vvi	take	take	0
paines	paines	n2	pains	pain	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
merchants	merchants	n2	merchant's	merchant	0
.	.	.	.	.	1
And	And	cc	And	and	0
208	208	crd	208	208	0
C.	C.	crd	C	hundred	0
1598.	1598.	crd	1598.	1598.	0
furthermore	furthermore	av	furthermore	furthermore	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
shal	shal	vmb	shall	shall	0
please	please	vvi	please	please	0
God	God	np1	God	God	0
that	that	cst	that	that	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
shal	shal	vmb	shall	shall	0
returne	returne	vvi	return	return	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
discharge	discharge	vvi	discharge	discharge	0
at	at	p-acp	at	at	0
Hull	Hull	np1	Hull	Hull	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
HaU	HaU	vhb	HaU	have	0
the	the	dt	the	the	0
best	best	js	best	best	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
profit	profit	n1	profit	profit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sales	sales	n2	sales	sale	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
such	such	d	such	such	0
like	like	j	like	like	0
commoditie	commoditie	n1	commodity	commodity	0
as	as	c-acp	as	as	0
comes	comes	vvz	comes	come	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
oyle	oyle	n1	oil	oil	0
,	,	,	,	,	0
saieoffish	saieoffish	j	saieoffish	saieoffish	0
.	.	.	.	.	0
and	and	cc	and	and	0
Salmon	Salmon	np1	Salmon	Salmon	0
chiefly	chiefly	av-jn	chiefly	chief	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
seeke	seeke	vvi	seek	seek	0
a	a	dt	a	a	0
better	better	jc	better	better	0
market	market	n1	market	market	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sales	sales	n2	sales	sale	0
then	then	av	then	then	0
at	at	p-acp	at	at	0
Hull	Hull	np1	Hull	Hull	0
,	,	,	,	,	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
seeke	seeke	vvi	seek	seek	0
it	it	pn31	it	it	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
like	like	j	like	like	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
way	way	n1	way	way	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
devise	devise	vvi	devise	devise	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
profite	profite	n1	profit	profit	0
,	,	,	,	,	0
[	[	[	[	[	0
I	I	pns11	I	i	0
.	.	.	.	.	0
417.	417.	crd	417.	417.	0
]	]	]	]	]	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
also	also	av	also	also	0
set	set	vvi	set	set	0
you	you	pn22	you	you	0
downe	downe	a-acp	down	down	0
all	all	d	all	all	0
the	the	dt	the	the	0
commodities	commodities	n2	commodities	commodity	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
necessarie	necessarie	j	necessary	necessary	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
a	a	dt	a	a	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
way	way	n1	way	way	0
also	also	av	also	also	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Hollanders	Hollanders	np2	Hollanders	Hollander	0
may	may	vmb	may	may	0
within	within	p-acp	within	within	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
yeeres	yeeres	n2	years	year	0
be	be	vbb	be	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
ofF	ofF	a-acp	ofF	off	0
the	the	dt	the	the	0
trade	trade	n1	trade	trade	0
of	of	pp-f	of	of	0
Cola	Cola	np1	Cola	Cola	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
easily	easily	av-j	easily	easy	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
my	my	po11	my	my	0
abilitie	abilitie	n1	ability	ability	0
were	were	vbdr	were	be	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
will	will	n1	will	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
use	use	vvi	use	use	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
either	either	av-d	either	either	0
leave	leave	vvi	leave	leave	0
off	off	a-acp	off	off	0
the	the	dt	the	the	0
trade	trade	n1	trade	trade	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
cary	cary	vvi	carry	carry	0
light	light	j	light	light	0
ships	ships	n2	ships	ship	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
home	home	av-an	home	home	0
againe	againe	av	again	again	0
.	.	.	.	.	1
A	A	dt	A	a	0
dedicatorie	dedicatorie	j	dedicatory	dedicatory	0
Epistle	Epistle	n1	Epistle	epistle	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Queenes	Queenes	ng1	Queens	queen	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Majestic	Majestic	j	Majestic	majestic	0
,	,	,	,	,	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
Master	Master	n1	Master	master	0
William	William	np1	William	William	0
Burrough	Burrough	np1	Burrough	Burrough	0
late	late	j	late	late	0
Comptroller	Comptroller	n1	Comptroller	comptroller	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
High-nesse	High-nesse	j	Highness	highness	0
navie	navie	n1	navy	navy	0
,	,	,	,	,	0
and	and	cc	and	and	0
annexed	annexed	vvn	annexed	annex	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
exact	exact	j	exact	exact	0
and	and	cc	and	and	0
notable	notable	j	notable	notable	0
mappe	mappe	n1	map	map	0
of	of	pp-f	of	of	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
briefly	briefly	av-j	briefly	brief	0
containing	containing	vvg	containing	contain	0
(	(	(	(	(	0
amongst	amongst	p-acp	among	among	0
other	other	j-jn	other	other	0
matters	matters	n2	matters	matter	0
)	)	)	)	)	0
his	his	po31	his	his	0
great	great	j	great	great	0
travailes	travailes	n2	travails	travail	0
,	,	,	,	,	0
observations	observations	n2	observations	observation	0
,	,	,	,	,	0
and	and	cc	and	and	0
experiments	experiments	n2	experiments	experiment	0
both	both	av-d	both	both	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
and	and	cc	and	and	0
land	land	n1	land	land	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
Northeastern	Northeastern	j	Northeastern	northeastern	0
parts	parts	n2	parts	part	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
high	high	j	high	high	0
and	and	cc	and	and	0
renowmed	renowmed	j-vvn	renowned	renown	0
Princesse	Princesse	n1	Princess	princess	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
France	France	np1	France	France	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Y	Y	zz	Y	y	0
minde	minde	n1	mind	mind	0
earnestly	earnestly	av-j	earnestly	earnest	0
bent	bent	vvn	bent	bend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
navigation	navigation	n1	navigation	navigation	0
and	and	cc	and	and	0
Hydrographie	Hydrographie	n1	Hydrography	hydrography	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
youth	youth	n1	youth	youth	0
(	(	(	(	(	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
my	my	po11	my	my	0
dread	dread	j	dread	dread	0
Soveraigne	Soveraigne	n-jn	Sovereign	sovereign	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
eftsoones	eftsoones	av	eftsoons	eftsoon	0
beene	beene	vbn	been	be	0
moved	moved	vvn	moved	move	0
by	by	p-acp	by	by	0
diligent	diligent	j	diligent	diligent	0
studie	studie	n1	study	study	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
out	out	av	out	out	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
points	points	n2	points	point	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
belonging	belonging	vvg	belonging	belong	0
:	:	:	:	:	0
and	and	cc	and	and	0
not	not	xx	not	not	0
therewith	therewith	av	therewith	therewith	0
sufficed	sufficed	vvn	sufficed	suffice	0
hath	hath	vhz	hath	have	0
also	also	av	also	also	0
sought	sought	vvn	sought	seek	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
in	in	p-acp	in	in	0
divers	divers	j	diverse	diverse	0
discoveries	discoveries	n2	discoveries	discovery	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
voyages	voyages	n2	voyages	voyage	0
and	and	cc	and	and	0
travailes	travailes	n2	travails	travail	0
to	to	pc-acp	to	to	0
practise	practise	vvi	practise	practise	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
in	in	p-acp	in	in	0
209	209	crd	209	209	0
o	o	sy	oh	o	1
