Sea-charts	Sea-charts	j	Sea-charts	sea-charts	0
seaward	seaward	av-j	seaward	seaward	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
land	land	n1	land	land	0
:	:	:	:	:	0
and	and	cc	and	and	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
hard	hard	j	hard	hard	0
by	by	p-acp	by	by	0
her	her	pno31	her	she	0
,	,	,	,	,	0
and	and	cc	and	and	0
suddenly	suddenly	av-j	suddenly	sudden	0
fell	fell	vvd	fell	fall	0
upon	upon	p-acp	upon	upon	0
her	her	po31	her	her	0
while	while	n1	while	while	0
her	her	po31	her	her	0
men	men	n2	men	man	0
slept	slept	vvd	slept	sleep	0
,	,	,	,	,	0
and	and	cc	and	and	0
presently	presently	av-j	presently	present	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
men	men	n2	men	man	0
enter	enter	vvb	enter	enter	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
one	one	crd	one	one	0
Don	Don	n1	DONE	don	0
Francisco	Francisco	np1	Francisco	Francisco	0
Xarate	Xarate	np1	Xarate	Xarate	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
done	done	vdn	done	do	0
,	,	,	,	,	0
they	they	pns32	they	they	0
followed	followed	vvd	followed	follow	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
course	course	n1	course	course	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
tooke	tooke	vvd	took	take	0
certaine	certaine	j	certain	certain	0
packes	packes	n2	packs	pack	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
wares	wares	n2	wares	ware	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
.	.	.	.	.	1
They	They	pns32	They	they	0
likewise	likewise	av	likewise	likewise	0
tooke	tooke	vvd	took	take	0
a	a	dt	a	a	0
Negro	Negro	n1	Negro	negro	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
three	three	crd	three	three	0
dayes	dayes	n2	days	day	0
after	after	c-acp	after	after	0
they	they	pns32	they	they	0
both	both	d	both	both	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
and	and	cc	and	and	0
men	men	n2	men	man	0
goe	goe	vvi	go	go	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
woulde	woulde	vmd	would	will	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
therein	therein	av	therein	therein	0
the	the	dt	the	the	0
two	two	crd	two	two	0
saylers	saylers	n2	sailors	sailor	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
goe	goe	vvi	go	go	0
for	for	p-acp	for	for	0
China	China	np1	China	China	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
frigate	frigate	n1	frigate	frigate	0
,	,	,	,	,	0
keeping	keeping	vvg	keeping	keep	0
onely	onely	av-j	only	only	0
one	one	crd	one	one	0
sailer	sailer	n1	sailer	sailer	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
them	them	pno32	them	they	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
find	find	vvi	find	find	0
fresh	fresh	j	fresh	fresh	0
water	water	n1	water	water	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
ende	ende	n1	end	end	0
they	they	pns32	they	they	0
tooke	tooke	vvd	took	take	0
the	the	dt	the	the	0
emptie	emptie	j	empty	empty	0
vessels	vessels	n2	vessels	vessel	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
fill	fill	vvi	fill	fill	0
with	with	p-acp	with	with	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
kept	kept	vvd	kept	keep	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
course	course	n1	course	course	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
haven	haven	n1	haven	haven	0
of	of	pp-f	of	of	0
Guatulco	Guatulco	np1	Guatulco	Guatulco	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
put	put	vvd	put	put	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
being	being	vbg	being	be	0
upon	upon	p-acp	upon	upon	0
Munday	Munday	np1	Munday	Monday	0
the	the	dt	the	the	0
thirteenth	thirteenth	ord	thirteenth	thirteenth	0
of	of	pp-f	of	of	0
Aprill	Aprill	np1	Aprill	April	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
ankered	ankered	vvn	anchored	anchor	0
,	,	,	,	,	0
they	they	pns32	they	they	0
stayed	stayed	vvd	stayed	stay	0
there	there	a-acp	there	there	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
sixe	sixe	crd	sixe	six	0
and	and	cc	and	and	0
twentie	twentie	crd	twentie	twenty	0
of	of	pp-f	of	of	0
Aprill	Aprill	np1	Aprill	April	0
:	:	:	:	:	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
or	or	cc	or	or	0
foure	foure	crd	foure	four	0
houres	houres	n2	hours	hour	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
night	night	n1	night	night	0
,	,	,	,	,	0
they	they	pns32	they	they	0
set	set	vvd	set	set	0
sayle	sayle	n1	sail	sail	0
,	,	,	,	,	0
holding	holding	vvg	holding	hold	0
their	their	po32	their	their	0
course	course	n1	course	course	0
Westward	Westward	av	Westward	westward	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
houre	houre	n1	hour	hour	0
or	or	cc	or	or	0
two	two	crd	two	two	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
let	let	vvb	let	let	0
Nuno	Nuno	np1	Nuno	Nuno	0
da	da	zz	da	da	0
Silva	Silva	np1	Silva	Silva	0
goe	goe	vvi	go	go	0
,	,	,	,	,	0
putting	putting	vvg	putting	put	0
him	him	pno31	him	he	0
into	into	p-acp	into	into	0
another	another	j-jn	another	another	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
that	that	cst	that	that	0
lay	lay	vvd	lay	lie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
haven	haven	n1	haven	haven	0
of	of	pp-f	of	of	0
Guatulco	Guatulco	np1	Guatulco	Guatulco	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
thence	thence	av	thence	thence	0
forward	forward	j	forward	forward	0
the	the	dt	the	the	0
Englishmen	Englishmen	np2	Englishmen	Englishman	0
passed	passed	vvd	passed	pass	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Islands	Islands	n2	Islands	island	0
of	of	pp-f	of	of	0
Malucos	Malucos	np1	Malucos	Malucos	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
they	they	pns32	they	they	0
passed	passed	vvd	passed	pass	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
de	de	fw-fr	de	de	0
Buena	Buena	fw-es	Buena	buena	0
Esperanza	Esperanza	fw-es	Esperanza	esperanza	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
England	England	np1	England	England	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
well	well	av	well	well	0
knowen	knowen	vvn	known	know	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
thjs	thjs	fw-la	thjs	thjs	0
is	is	vbz	is	be	0
onely	onely	j	only	only	0
the	the	dt	the	the	0
description	description	n1	description	description	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
voyage	voyage	n1	voyage	voyage	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
made	made	vvd	made	make	0
,	,	,	,	,	0
while	while	cs	while	while	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
pilote	pilote	n1	pilot	pilot	0
Nuno	Nuno	np1	Nuno	Nuno	0
da	da	fw-it	da	da	0
Silva	Silva	np1	Silva	Silva	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Hereafter	Hereafter	av	Hereafter	hereafter	0
followeth	followeth	vvz	follows	follow	0
the	the	dt	the	the	0
copie	copie	n1	copy	copy	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
letter	letter	n1	letter	letter	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
sir	sir	n1	sir	sir	0
Francis	Francis	np1	Francis	Francis	0
Drake	Drake	np1	Drake	Drake	0
(	(	(	(	(	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
South	South	n1	South	south	0
sea	sea	n1	sea	sea	0
of	of	pp-f	of	of	0
New	New	j	New	new	0
Spaine	Spaine	np1	Spaine	Spain	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
ship	ship	n1	ship	ship	0
called	called	vvd	called	call	0
The	The	dt	The	the	0
Pellican	Pellican	n1	Pelican	pelican	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Golden	Golden	j	Golden	golden	0
Hinde	Hinde	n1	Hind	hind	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
John	John	np1	John	John	0
de	de	fw-fr	de	de	0
Anton	Anton	np1	Anton	Anton	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
companions	companions	n2	companions	companion	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
shippes	shippes	n2	ships	ship	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
company	company	n1	company	company	0
,	,	,	,	,	0
146	146	crd	146	146	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
foule	foule	j	foul	foul	0
weather	weather	n1	weather	weather	0
separated	separated	vvn	separated	separate	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
said	said	vvd	said	say	0
before	before	a-acp	before	before	0
:	:	:	:	:	0
The	The	dt	The	the	0
contents	contents	n2	contents	content	0
whereof	whereof	c-crq	whereof	whereof	0
were	were	vbdr	were	be	0
these	these	d	these	these	0
:	:	:	:	:	0
Master	Master	n1	Master	master	0
Winter	Winter	n1	Winter	winter	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
pleaseth	pleaseth	vvz	pleases	please	0
God	God	np1	God	God	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
chance	chance	vvi	chance	chance	0
to	to	pc-acp	to	to	0
meete	meete	vvi	meet	meet	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
ship	ship	n1	ship	ship	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
John	John	np1	John	John	0
de	de	fw-fr	de	de	0
Anton	Anton	np1	Anton	Anton	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
use	use	vvb	use	use	0
him	him	pno31	him	he	0
well	well	av	well	well	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
word	word	n1	word	word	0
and	and	cc	and	and	0
promise	promise	n1	promise	promise	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
want	want	vvb	want	want	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
ship	ship	n1	ship	ship	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
John	John	np1	John	John	0
de	de	fw-fr	de	de	0
Anton	Anton	np1	Anton	Anton	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
pay	pay	vvb	pay	pay	0
them	them	pno32	them	they	0
double	double	vvi	double	double	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
satisfie	satisfie	vvi	satisfy	satisfy	0
againe	againe	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
command	command	vvb	command	command	0
your	your	po22	your	your	0
men	men	n2	men	man	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
her	her	pno31	her	she	0
any	any	d	any	any	0
hurt	hurt	n1	hurt	hurt	0
:	:	:	:	:	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
composition	composition	n1	composition	composition	0
or	or	cc	or	or	0
agreement	agreement	n1	agreement	agreement	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
returne	returne	n1	return	return	0
into	into	p-acp	into	into	0
England	England	np1	England	England	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
helpe	helpe	n1	help	help	0
perfourme	perfourme	vvi	perform	perform	0
,	,	,	,	,	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
doubt	doubt	n1	doubt	doubt	0
that	that	cst	that	that	0
this	this	d	this	this	0
letter	letter	n1	letter	letter	0
will	will	vmb	will	will	0
never	never	av-x	never	never	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
the	the	dt	the	the	0
man	man	n1	man	man	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
promised	promised	vvn	promised	promise	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
:	:	:	:	:	0
Beseeching	Beseeching	vvg	Beseeching	beseech	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
Saviour	Saviour	n1	Saviour	saviour	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
keeping	keeping	n-vvg	keeping	keep	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
onely	onely	av-j	only	only	0
I	I	pns11	I	i	0
give	give	vvb	give	give	0
all	all	d	all	all	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
written	written	vvn	written	write	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
M.	M.	n1	M.	m.	0
Winter	Winter	n1	Winter	winter	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
M.	M.	n1	M.	m.	0
Thomas	Thomas	np1	Thomas	Thomas	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
Charles	Charles	np1	Charles	Charles	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
Caube	Caube	np1	Caube	Caube	0
,	,	,	,	,	0
and	and	cc	and	and	0
M.	M.	n1	M.	m.	0
Anthonie	Anthonie	np1	Anthonie	Anthony	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
our	our	po12	our	our	0
other	other	j-jn	other	other	0
good	good	j	good	good	0
friendes	friendes	n2	friends	friend	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
tuition	tuition	n1	tuition	tuition	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
blood	blood	n1	blood	blood	0
redeemed	redeemed	vvd	redeemed	redeem	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
more	more	dc	more	more	0
trouble	trouble	n1	trouble	trouble	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
helpe	helpe	vvi	help	help	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
adversitie	adversitie	n1	adversity	adversity	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Passion	Passion	n1	Passion	passion	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
fall	fall	vvb	fallen	fall	0
into	into	p-acp	into	into	0
any	any	d	any	any	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
despaire	despaire	vvi	despair	despair	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
defend	defend	vvi	defend	defend	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
preserve	preserve	vvb	preserve	preserve	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvb	bring	bring	0
us	us	pno12	us	we	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
desired	desired	j-vvn	desired	desire	0
haven	haven	n1	haven	haven	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
bee	bee	vbb	be	be	0
all	all	d	all	all	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
praise	praise	vvi	praise	praise	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
and	and	cc	and	and	0
ever	ever	av	ever	ever	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
sorowfull	sorowfull	j	sorrowful	sorrowful	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
heart	heart	n1	heart	heart	0
is	is	vbz	is	be	0
heavy	heavy	j	heavy	heavy	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
:	:	:	:	:	0
Francis	Francis	np1	Francis	Francis	0
Drake	Drake	n1	Drake	drake	0
.	.	.	.	.	1
>	>	>	>	>	0
47	47	crd	47	47	0
[	[	[	[	[	0
The	The	dt	The	the	0
voyage	voyage	n1	voyage	voyage	1
