Towreson	Towreson	n1	Towreson	towreson	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Queenes	Queenes	ng1	Queens	queen	0
majesties	majesties	n2	majesties	majesty	0
raigne	raigne	vvi	reign	reign	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
departed	departed	vvd	departed	depart	0
from	from	p-acp	from	from	0
Gravesend	Gravesend	np1	Gravesend	Gravesend	0
in	in	p-acp	in	in	0
two	two	crd	two	two	0
ships	ships	n2	ships	ship	0
;	;	;	;	;	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
called	called	vvd	called	call	0
The	The	dt	The	the	0
red	red	j-jn	read	red	0
dragon	dragon	n1	dragon	dragon	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
The	The	dt	The	the	0
barke	barke	n1	bark	bark	0
Clifford	Clifford	np1	Clifford	Clifford	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
burden	burden	n1	burden	burden	0
of	of	pp-f	of	of	0
260.	260.	crd	260.	260.	0
tunnes	tunnes	n2	tons	ton	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
130.	130.	crd	130.	130.	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
burden	burden	n1	burden	burden	0
of	of	pp-f	of	of	0
130.	130.	crd	130.	130.	0
tunnes	tunnes	n2	tons	ton	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
70.	70.	crd	70.	70.	0
men	men	n2	men	man	0
:	:	:	:	:	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
was	was	vbds	was	be	0
M.	M.	n1	M.	m.	0
Robert	Robert	np1	Robert	Robert	0
Withrington	Withrington	np1	Withrington	Withrington	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
vice-admirall	vice-admirall	n1	viceadmiral	viceadmiral	0
M.	M.	n1	M.	m.	0
Christopher	Christopher	np1	Christopher	Christopher	0
Lister	Lister	np1	Lister	Lister	0
,	,	,	,	,	0
both	both	d	both	both	0
being	being	vbg	being	be	0
furnished	furnished	vvn	furnished	furnish	0
out	out	av	out	out	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
costs	costs	n2	costs	cost	0
and	and	cc	and	and	0
charges	charges	n2	charges	charge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
202	202	crd	202	202	0
1586.	1586.	crd	1586.	1586.	0
right	right	j-jn	right	right	0
honourable	honourable	j	honourable	honourable	0
the	the	dt	the	the	0
Erle	Erle	n1	Earl	earl	0
of	of	pp-f	of	of	0
Cumberland	Cumberland	np1	Cumberland	Cumberland	0
,	,	,	,	,	0
having	having	vhg	having	have	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
masters	masters	n2	master's	master	0
two	two	crd	two	two	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	crd	one	one	0
John	John	np1	John	John	0
Anthonie	Anthonie	np1	Anthonie	Anthony	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
William	William	np1	William	William	0
Anthonie	Anthonie	np1	Anthonie	Anthony	0
.	.	.	.	.	1
The	The	dt	The	the	0
24.	24.	crd	24.	24.	0
of	of	pp-f	of	of	0
July	July	np1	July	July	0
wee	wee	pns12	we	we	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sound	sound	n1	found	sound	0
of	of	pp-f	of	of	0
Plim-mouth	Plim-mouth	n1	Plymouth	plymouth	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
there	there	a-acp	there	there	0
constrained	constrained	vvn	constrained	constrain	0
by	by	p-acp	by	by	0
Westerly	Westerly	j	Westerly	westerly	0
winds	winds	n2	winds	wind	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stay	stay	vvi	stay	stay	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
17.	17.	crd	17.	17.	0
of	of	pp-f	of	of	0
August	August	np1	August	August	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
then	then	av	then	then	0
departed	departed	vvn	departed	depart	0
with	with	p-acp	with	with	0
another	another	j-jn	another	another	0
ship	ship	n1	ship	ship	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
Rear-admirall	Rear-admirall	n1	Rear-admiral	rear-admiral	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Roe	Roe	n1	Roe	roe	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
M.	M.	n1	M.	m.	0
Hawes	Hawes	np1	Hawes	Hawes	0
was	was	vbds	was	be	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
fine	fine	j	fine	fine	0
pinnesse	pinnesse	n1	pinnace	pinnace	0
also	also	av	also	also	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Dorothie	Dorothie	np1	Dorothie	Dorothy	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
sir	sir	n1	sir	sir	0
Walter	Walter	np1	Walter	Walter	0
Raleghs	Raleghs	vvz	Raleghs	ralegh	0
.	.	.	.	.	1
We	We	pns12	We	we	0
foure	foure	crd	foure	four	0
being	being	n1	being	being	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
met	met	vvd	met	meet	0
the	the	dt	the	the	0
20.	20.	crd	20.	20.	0
of	of	pp-f	of	of	0
August	August	np1	August	August	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
16.	16.	crd	16.	16.	0
sailes	sailes	n2	sails	sail	0
of	of	pp-f	of	of	0
hulkes	hulkes	n2	hulks	hulk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sleeve	Sleeve	n1	Sleeve	sleeve	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
named	named	vvd	nam	name	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
Hamborough	Hamborough	np1	Hamborough	Hamborough	0
,	,	,	,	,	0
laden	laden	vvn	laden	lade	0
and	and	cc	and	and	0
come	come	vvn	come	come	0
from	from	p-acp	from	from	0
Lisbone	Lisbone	np1	Lisbone	Lisbon	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
Admirall	Admirall	n1	Admiral	admiral	0
hailed	hailed	vvd	hailed	hail	0
their	their	po32	their	their	0
Admirall	Admirall	n1	Admiral	admiral	0
with	with	p-acp	with	with	0
courteous	courteous	j	courteous	courteous	0
wordes	wordes	n2	words	word	0
,	,	,	,	,	0
willing	willing	vvg	willing	will	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
strike	strike	vvi	strike	strike	0
his	his	po31	his	his	0
sailes	sailes	n2	sails	sail	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
abord	abord	a-acp	aboard	aboard	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
some	some	d	some	some	0
newes	newes	n1	news	news	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hee	hee	pns31	he	he	0
refused	refused	vvd	refused	refuse	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
so	so	av	so	so	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
stroke	stroke	vvd	stroke	strike	0
his	his	po31	his	his	0
flag	flag	n1	flag	flag	0
&	&	cc	&	and	0
tooke	tooke	vvd	took	take	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
The	The	dt	The	the	0
vice-admiral	vice-admiral	n1	viceadmiral	vice-admiral	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hulkes	hulkes	n2	hulks	hulk	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
head	head	n1	head	head	0
,	,	,	,	,	0
would	would	vmd	would	will	0
neither	neither	av-dx	neither	neither	0
strike	strike	vvi	strike	strike	0
flagge	flagge	n1	flag	flag	0
nor	nor	ccx	nor	nor	0
saile	saile	n1	sail	sail	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
passed	passed	vvd	passed	pass	0
on	on	a-acp	on	on	0
without	without	p-acp	without	without	0
budging	budging	vvg	budging	budge	0
,	,	,	,	,	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
our	our	po12	our	our	0
Admirall	Admirall	n1	Admiral	admiral	0
lent	lent	vvd	lent	lend	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
repayed	repayed	vvd	repaid	repay	0
double	double	j-jn	double	double	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
grew	grew	vvd	grew	grow	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
little	little	j	little	little	0
quarel	quarel	n1	quarrel	quarrel	0
,	,	,	,	,	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sternemost	sternemost	js	sternemost	sternemost	0
hulkes	hulkes	n2	hulks	hulk	0
,	,	,	,	,	0
being	being	vbg	being	be	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
more	more	av-dc	more	more	0
afraide	afraide	j	afraid	afraid	0
then	then	cs	then	than	0
hurt	hurt	n1	hurt	hurt	0
,	,	,	,	,	0
stroke	stroke	vvd	stroke	strike	0
amaine	amaine	av	amain	amain	0
,	,	,	,	,	0
our	our	po12	our	our	0
Admirall	Admirall	n1	Admiral	admiral	0
being	being	vbg	being	be	0
neere	neere	av-j	near	near	0
him	him	pno31	him	he	0
,	,	,	,	,	0
laid	laid	vvd	laid	lay	0
him	him	pno31	him	he	0
abord	abord	a-acp	aboard	aboard	0
,	,	,	,	,	0
and	and	cc	and	and	0
entred	entred	vvd	entered	enter	0
with	with	p-acp	with	with	0
certaine	certaine	j	certain	certain	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
men	men	n2	men	man	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
giving	giving	vvg	giving	give	0
chase	chase	n1	chase	chase	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Windermost	Windermost	j	Windermost	windermost	0
men	men	n2	men	man	0
,	,	,	,	,	0
thinking	thinking	vvg	thinking	think	0
our	our	po12	our	our	0
Admirall	Admirall	n1	Admiral	admiral	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
come	come	vvn	come	come	0
up	up	a-acp	up	up	0
againe	againe	av	again	again	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
made	made	vvn	made	make	0
them	them	pno32	them	they	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
stroke	stroke	n1	stroke	stroke	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
weather	weather	n1	weather	weather	0
growing	growing	vvg	growing	grow	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
very	very	av	very	very	0
thicke	thicke	j	thick	thick	0
and	and	cc	and	and	0
foggie	foggie	j	foggy	foggy	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
small	small	j	small	small	0
raine	raine	n1	rain	rain	0
,	,	,	,	,	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
up	up	a-acp	up	up	0
but	but	p-acp	but	but	0
kept	kept	vvd	kept	keep	0
with	with	p-acp	with	with	0
another	another	j-jn	another	another	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hulkes	hulkes	n2	hulks	hulk	0
which	which	r-crq	which	which	0
Captaine	Captaine	n1	Captain	captain	0
Hawes	Hawes	np1	Hawes	Hawes	0
had	had	vhd	had	have	0
borded	borded	vvn	boarded	board	0
and	and	cc	and	and	0
kept	kept	vvn	kept	keep	0
all	all	d	all	all	0
night	night	n1	night	night	0
,	,	,	,	,	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
some	some	d	some	some	0
provision	provision	n1	provision	provision	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
best	best	av-js	best	best	0
liked	liked	vvn	liked	like	0
.	.	.	.	.	1
They	They	pns32	They	they	0
learned	learned	vvd	learned	learn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
men	men	n2	men	man	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hulke	hulke	n1	hulk	hulk	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
7.	7.	crd	7.	7.	0
hulkes	hulkes	n2	hulks	hulk	0
laden	laden	vvn	laden	lade	0
in	in	p-acp	in	in	0
Lisbone	Lisbone	np1	Lisbone	Lisbon	0
with	with	p-acp	with	with	0
Spaniards	Spaniards	np1	Spaniards	Spaniards	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
their	their	po32	their	their	0
lading	lading	n-vvg	lading	lade	0
was	was	vbds	was	be	0
very	very	av	very	very	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
determined	determined	vvn	determined	determine	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
about	about	p-acp	about	about	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
they	they	pns32	they	they	0
let	let	vvb	let	let	0
her	her	pno31	her	she	0
goe	goe	vvi	go	go	0
againe	againe	av	again	again	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
goose	goose	n1	goose	goose	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
broken	broken	j-vvn	broken	break	0
wing	wing	n1	wing	wing	0
.	.	.	.	.	1
The	The	dt	The	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
after	after	p-acp	after	after	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
21.	21.	crd	21.	21.	0
day	day	n1	day	day	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
espied	espied	vvd	espied	espy	0
5.	5.	crd	5.	5.	0
sailes	sailes	n2	sails	sail	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
lay	lay	vvd	lay	lie	0
along	along	a-acp	along	along	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Eastwards	Eastwards	av-j	Eastwards	eastwards	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
203	203	crd	203	203	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
night	night	n1	night	night	0
which	which	r-crq	which	which	0
then	then	av	then	then	0
was	was	vbds	was	be	0
neere	neere	av-j	near	near	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
could	could	vmd	could	can	0
hardly	hardly	av	hardly	hardly	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
we	we	pns12	we	we	0
hailed	hailed	vvd	hailed	hail	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
biggest	biggest	js	biggest	big	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
tolde	tolde	vvd	told	tell	0
us	us	pno12	us	we	0
that	that	d	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
al	al	d	all	all	0
of	of	pp-f	of	of	0
Hamborough	Hamborough	np1	Hamborough	Hamborough	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
another	another	j-jn	another	another	0
saide	saide	vvd	said	say	0
shee	shee	pns31	she	she	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
Den-marke	Den-marke	n1	Denmark	denmark	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
indeede	indeede	av	indeed	indeed	0
they	they	pns32	they	they	0
knew	knew	vvd	knew	know	0
neither	neither	av-d	neither	neither	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
Admirall	Admirall	n1	Admiral	admiral	0
being	being	vbg	being	be	0
more	more	av-dc	more	more	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
folow	folow	vvi	follow	follow	0
his	his	po31	his	his	0
course	course	n1	course	course	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
linger	linger	vvi	linger	linger	0
by	by	p-acp	by	by	0
chasing	chasing	vvg	chasing	chase	0
the	the	dt	the	the	0
hulks	hulks	n2	hulks	hulk	0
,	,	,	,	,	0
called	called	vvn	called	call	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
pursuing	pursuing	vvg	pursuing	pursue	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
trumpet	trumpet	n1	trumpet	trumpet	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
wee	wee	pns12	we	we	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
