[	[	[	[	[	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hard	hard	j	hard	hard	0
journey	journey	n1	journey	journey	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
undertaken	undertaken	vvn	undertaken	undertake	0
to	to	p-acp	to	to	0
places	places	n2	places	place	0
so	so	av	so	so	0
far	far	av-j	far	far	0
distant	distant	j	distant	distant	0
,	,	,	,	,	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
with	with	p-acp	with	with	0
45°	45°	n1	45°	45°	0
some	some	d	some	some	0
libertie	libertie	n1	liberty	liberty	0
and	and	cc	and	and	0
seen	seen	vvn	seen	see	0
ri	ri	zz	ri	ri	0
tie	tie	zz	tie	tie	0
of	of	pp-f	of	of	0
voiage	voiage	n1	voyage	voyage	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
it	it	pn31	it	it	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
privileges	privileges	n2	privileges	privilege	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
seeme	seeme	vvi	seem	seem	0
good	good	j	good	good	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
cur-tesie	cur-tesie	j	courtesy	courtesy	0
if	if	cs	if	if	0
your	your	po22	your	your	0
Imperiali	Imperiali	np1	Imperiali	Imperiali	0
majestie	majestie	n1	majesty	majesty	0
shal	shal	vmb	shall	shall	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
requests	requests	n2	requests	request	0
performe	performe	vvi	perform	perform	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
royall	royall	j	royal	royal	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
wil	wil	vmb	will	will	0
recompence	recompence	vvi	recompense	recompense	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
as	as	a-acp	as	as	0
many	many	d	many	many	0
deserts	deserts	n2	deserts	desert	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
.	.	.	.	.	1
And	And	cc	And	and	0
herewith	herewith	av	herewith	herewith	0
we	we	pns12	we	we	0
bid	bid	vvb	bid	bid	0
your	your	po22	your	your	0
Imperial	Imperial	j-jn	Imperial	imperial	0
Majestie	Majestie	n1	Majesty	majesty	0
to	to	p-acp	to	to	0
farewel	farewel	n1	farewell	farewell	0
.	.	.	.	.	1
A	A	dt	A	a	0
letter	letter	n1	letter	letter	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
her	her	po31	her	her	0
Majestie	Majestie	n1	Majesty	majesty	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
China	China	np1	China	China	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Februarie	Februarie	np1	Februarie	February	0
1583.	1583.	crd	1583.	1583.	1
Lizabeth	Lizabeth	np1	Lizabeth	Lizabeth	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Most	Most	ds	Most	most	0
Imperial	Imperial	j-jn	Imperial	imperial	0
and	and	cc	and	and	0
invincible	invincible	j	invincible	invincible	0
prince	prince	n1	prince	prince	0
,	,	,	,	,	0
our	our	po12	our	our	0
honest	honest	j	honest	honest	0
subject	subject	j-jn	subject	subject	0
John	John	np1	John	John	0
Newbery	Newbery	np1	Newbery	Newberry	0
the	the	dt	the	the	0
bringer	bringer	n1	bringer	bringer	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
favour	favour	n1	favour	favour	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
the	the	dt	the	the	0
voyage	voyage	n1	voyage	voyage	0
which	which	r-crq	which	which	0
nowe	nowe	av	now	now	0
hee	hee	pns31	he	he	0
pursueth	pursueth	vvz	pursueth	pursue	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
and	and	cc	and	and	0
countreys	countreys	ng2	countries'	country	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Empire	Empire	n1	Empire	empire	0
,	,	,	,	,	0
not	not	xx	not	not	0
trusting	trusting	vvg	trusting	trust	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
ground	ground	n1	ground	ground	0
then	then	av	then	then	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Imperiali	Imperiali	fw-la	Imperiali	imperiali	0
clemencie	clemencie	n1	clemency	clemency	0
and	and	cc	and	and	0
humani-tie	humani-tie	j	humanity	humanity	0
,	,	,	,	,	0
is	is	vbz	is	be	0
mooved	mooved	vvn	moved	move	0
to	to	pc-acp	to	to	0
undertake	undertake	vvi	undertake	undertake	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
much	much	d	much	much	0
difficultie	difficultie	n1	difficulty	difficulty	0
,	,	,	,	,	0
being	being	vbg	being	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
having	having	vhg	having	have	0
entred	entred	vvn	entered	enter	0
into	into	p-acp	into	into	0
so	so	av	so	so	0
many	many	d	many	many	0
perils	perils	n2	perils	peril	0
,	,	,	,	,	0
your	your	po22	your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
dislike	dislike	vvi	dislike	dislike	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
damageable	damageable	j	damageable	damageable	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
royall	royall	j	royal	royal	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
people	people	n1	people	people	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
bring	bring	vvi	bring	bring	0
some	some	d	some	some	0
profite	profite	n1	profit	profit	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
which	which	r-crq	which	which	0
things	things	n2	things	thing	0
he	he	pns31	he	he	0
not	not	xx	not	not	0
doubting	doubting	vvg	doubting	doubt	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
more	more	av-dc	more	more	0
willing	willing	j	willing	willing	0
minde	minde	n1	mind	mind	0
hath	hath	vhz	hath	have	0
prepared	prepared	vvn	prepared	prepare	0
him-selfe	him-selfe	px31	himself	himself	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
destinated	destinated	vvn	destinated	destinate	0
voyage	voyage	n1	voyage	voyage	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
well	well	av	well	well	0
liked	liked	vvn	liked	like	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
meanes	meanes	n2	means	mean	0
we	we	pns12	we	we	0
perceive	perceive	vvb	perceive	perceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mutual	mutual	j	mutual	mutual	0
trade	trade	n1	trade	trade	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
,	,	,	,	,	0
al	al	d	all	all	0
the	the	dt	the	the	0
princes	princes	n2	princes	prince	0
our	our	po12	our	our	0
neighbors	neighbors	n2	neighbours	neighbour	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
West	West	n1	West	west	0
do	do	vdb	do	do	0
receive	receive	vvi	receive	receive	0
,	,	,	,	,	0
your	your	po22	your	your	0
Imperial	Imperial	j-jn	Imperial	imperial	0
majestie	majestie	n1	majesty	majesty	0
&	&	cc	&	and	0
those	those	d	those	those	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
subject	subject	j-jn	subject	subject	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
dominion	dominion	n1	dominion	dominion	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
great	great	j	great	great	0
joy	joy	n1	joy	joy	0
and	and	cc	and	and	0
benefit	benefit	n1	benefit	benefit	0
shal	shal	vmb	shall	shall	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
con-sisteth	con-sisteth	j	con-sisteth	con-sisteth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
transporting	transporting	vvg	transporting	transport	0
outward	outward	j	outward	outward	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
things	things	n2	things	thing	0
whereof	whereof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
plenty	plenty	n1	plenty	plenty	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
bringing	bringing	vvg	bringing	bring	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
It	It	pn31	It	it	0
cannot	cannot	vmbx	cannot	can	0
otherwise	otherwise	av	otherwise	otherwise	0
be	be	vbi	be	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
seeing	seeing	vvg	seeing	see	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
borne	borne	vvn	born	bear	0
and	and	cc	and	and	0
made	made	vvn	made	make	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
need	need	n1	need	need	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
aide	aide	vvi	aid	aid	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
your	your	po22	your	your	0
imperial	imperial	j-jn	imperial	imperial	0
Majestie	Majestie	n1	Majesty	majesty	0
wil	wil	vmb	will	will	0
wel	wel	av	well	well	0
like	like	av-j	like	like	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
&	&	cc	&	and	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
w‘	w‘	n1	w‘	w‘	0
like	like	j	like	like	0
indevor	indevor	n1	endeavour	endeavour	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
accepted	accepted	vvn	accepted	accept	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
increase	increase	n1	increase	increase	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
if	if	cs	if	if	0
your	your	po22	your	your	0
imperial	imperial	j-jn	imperial	imperial	0
Majestie	Majestie	n1	Majesty	majesty	0
shall	shall	vmb	shall	shall	0
451	451	crd	451	451	1
