12	12	crd	12	12	0
it	it	pn31	it	it	0
very	very	av	very	very	0
unlikely	unlikely	j	unlikely	unlikely	0
that	that	cst	that	that	0
Asarmathes	Asarmathes	np1	Asarmathes	Asarmathes	0
should	should	vmd	should	shall	0
plant	plant	vvi	plant	plant	0
any	any	d	any	any	0
colonies	colonies	n2	colonies	colony	0
so	so	av	so	so	0
far	far	av-j	far	far	0
ofF	ofF	a-acp	ofF	off	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
^Rus^ia^	^Rus^ia^	n1	^Rus^ia^	^rus^ia^	0
North	North	n1	North	north	0
&	&	cc	&	and	0
northwest	northwest	av-an	northwest	northwest	0
countries	countries	n2	countries	country	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
bounded	bounded	vvn	bounded	bound	0
northward	northward	av-j	northward	northward	0
’	’	’	’	’	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lappes	Lappes	n2	Laps	lap	0
&	&	cc	&	and	0
the	the	dt	the	the	0
North	North	n1	North	north	0
Ocean	Ocean	n1	Ocean	ocean	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
Southside	Southside	n1	Southside	southside	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
called	called	vvd	called	call	0
Crimmes	Crimmes	n2	Crimmes	crimme	0
.	.	.	.	.	1
Eastward	Eastward	av	Eastward	eastward	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
Nagaian	Nagaian	np1	Nagaian	Nagaian	0
Tartar	Tartar	n1	Tartar	tartar	0
,	,	,	,	,	0
that	that	cst	that	that	0
possesseth	possesseth	vvz	possesses	possess	0
all	all	d	all	all	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
East	East	n1	East	east	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
Volga	Volga	np1	Volga	Volga	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
Caspian	Caspian	jp	Caspian	caspian	0
sea	sea	n1	sea	sea	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
West	West	n1	West	west	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
border	border	n1	border	border	0
lieth	lieth	vvz	lies	lie	0
Lituania	Lituania	np1	Lituania	Lituania	0
,	,	,	,	,	0
Livonia	Livonia	np1	Livonia	Livonia	0
and	and	cc	and	and	0
Polonia	Polonia	np1	Polonia	Polonia	0
.	.	.	.	.	1
The	The	dt	The	the	0
Shires	Shires	n2	Shires	shire	0
oj	oj	uh	oj	oj	0
Russia	Russia	np1	Russia	Russia	0
.	.	.	.	.	1
The	The	dt	The	the	0
whole	whole	j-jn	whole	whole	0
Countrey	Countrey	n1	Country	country	0
being	being	vbg	being	be	0
nowe	nowe	av	now	now	0
reduced	reduced	vvn	reduced	reduce	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
government	government	n1	government	government	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
,	,	,	,	,	0
conteineth	conteineth	vvz	containeth	contain	0
these	these	d	these	these	0
chiefe	chiefe	j-jn	chief	chief	0
Provinces	Provinces	n2	Provinces	province	0
or	or	cc	or	or	0
Shires	Shires	n2	Shires	shire	0
.	.	.	.	.	1
Volodemer	Volodemer	n1	Volodemer	volodemer	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
beareth	beareth	vvz	bears	bear	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Emperours	Emperours	ng1	Emperors	emperor	0
stile	stile	n1	style	stile	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
their	their	po32	their	their	0
house	house	n1	house	house	0
came	came	vvd	came	come	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Dukes	Dukes	n2	Dukes	duke	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Countrey	Countrey	n1	Country	country	0
)	)	)	)	)	0
Mosco	Mosco	np1	Mosco	Moscow	0
,	,	,	,	,	0
Nisnovogrod	Nisnovogrod	np1	Nisnovogrod	Nisnovogrod	0
,	,	,	,	,	0
Plesko	Plesko	np1	Plesko	Plesko	0
,	,	,	,	,	0
Smolensko	Smolensko	fw-mi	Smolensko	smolensko	0
,	,	,	,	,	0
Novogrod	Novogrod	np1	Novogrod	Novogrod	0
velica	velica	fw-la	velica	velica	0
(	(	(	(	(	0
or	or	cc	or	or	0
Novogrod	Novogrod	vvn	Novgorod	novgorod	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
low	low	j	low	low	0
Countrey	Countrey	n1	Country	country	0
)	)	)	)	)	0
Rostove	Rostove	n1	Rostove	rostove	0
,	,	,	,	,	0
Yaruslave	Yaruslave	n1	Yaruslave	yaruslave	0
,	,	,	,	,	0
Bealozera	Bealozera	np1	Bealozera	Bealozera	0
,	,	,	,	,	0
Rezan	Rezan	n1	Rezan	rezan	0
,	,	,	,	,	0
Duyna	Duyna	np1	Duyna	Duyna	0
,	,	,	,	,	0
Carga-358	Carga-358	j	Carga-358	carga-358	0
polia	polia	fw-la	polia	polia	0
,	,	,	,	,	0
Meschora	Meschora	np1	Meschora	Meschora	0
,	,	,	,	,	0
Vagha	Vagha	np1	Vagha	Vagha	0
,	,	,	,	,	0
Ustuga	Ustuga	np1	Ustuga	Ustuga	0
,	,	,	,	,	0
Ghaletsa	Ghaletsa	fw-la	Ghaletsa	ghaletsa	0
.	.	.	.	.	1
These	These	d	These	these	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
naturali	naturali	fw-la	naturali	naturali	0
shires	shires	n2	shires	shire	0
perteyning	perteyning	vvg	pertaining	pertain	0
to	to	p-acp	to	to	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
farre	farre	av-j	far	far	0
greater	greater	jc	greater	great	0
and	and	cc	and	and	0
larger	larger	jc	larger	large	0
then	then	cs	then	than	0
the	the	dt	the	the	0
shires	shires	n2	shires	shire	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
though	though	cs	though	though	0
not	not	xx	not	not	0
so	so	av	so	so	0
well	well	av	well	well	0
peopled	peopled	vvn	peopled	people	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	n-jn	other	other	0
Countreys	Countreys	ng2	Countries'	country	0
or	or	cc	or	or	0
provinces	provinces	n2	provinces	province	0
which	which	r-crq	which	which	0
The	The	dt	The	the	0
Provinces	Provinces	n2	Provinces	province	0
the	the	dt	the	the	0
Russe	Russe	n1	Russe	ruff	0
Emperours	Emperours	n2	Emperors	emperor	0
have	have	vhb	have	have	0
gotten	gotten	vvn	got	get	0
perforce	perforce	av	perforce	perforce	0
added	added	vvn	added	add	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
^^y^nquest	^^y^nquest	n1	y^nquest	y^nquest	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
other	other	j-jn	other	other	0
dominion	dominion	n1	dominion	dominion	0
,	,	,	,	,	0
are	are	vbr	are	be	0
these	these	d	these	these	0
which	which	r-crq	which	which	0
followe	followe	vvb	follow	follow	0
,	,	,	,	,	0
Twerra	Twerra	fw-la	Twerra	twerra	0
,	,	,	,	,	0
Youghoria	Youghoria	np1	Youghoria	Youghoria	0
,	,	,	,	,	0
Permia	Permia	np1	Permia	Permia	0
,	,	,	,	,	0
Vadska	Vadska	np1	Vadska	Vadska	0
,	,	,	,	,	0
Boulghoria	Boulghoria	np1	Boulghoria	Boulghoria	0
,	,	,	,	,	0
Chernigo	Chernigo	np1	Chernigo	Chernigo	0
,	,	,	,	,	0
Oudoria	Oudoria	np1	Oudoria	Oudoria	0
,	,	,	,	,	0
Obdoria	Obdoria	np1	Obdoria	Obdoria	0
,	,	,	,	,	0
Condora	Condora	np1	Condora	Condora	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
great	great	j	great	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Siberia	Siberia	np1	Siberia	Siberia	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
people	people	n1	people	people	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
naturali	naturali	fw-la	naturali	naturali	0
Russes	Russes	zz	Russes	russes	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
obey	obey	vvb	obey	obey	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
ruled	ruled	vvn	ruled	rule	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lawes	Lawes	n2	Laws	law	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
paying	paying	vvg	paying	pay	0
customes	customes	n2	customs	custom	0
and	and	cc	and	and	0
taxes	taxes	n2	taxes	tax	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
people	people	n1	people	people	0
doe	doe	vdb	do	do	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
