RICHARD	RICHARD	np1	RICHARD	Richard	0
dying	dying	j-vvg	dying	die	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
thrummes	thrummes	n2	thrums	thrum	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
so	so	av	so	so	0
died	died	vvn	died	die	0
as	as	p-acp	as	as	0
neither	neither	dx	neither	neither	0
raine	raine	n1	rain	rain	0
,	,	,	,	,	0
wine	wine	n1	wine	wine	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
vineger	vineger	n1	vinegar	vinegar	0
can	can	vmb	can	can	0
staine	staine	vvi	stain	stain	0
:	:	:	:	:	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
attaine	attaine	vvi	attain	attain	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
249	249	crd	249	249	0
cunning	cunning	j-jn	cunning	cunning	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
need	need	vvi	need	need	0
to	to	pc-acp	to	to	0
feare	feare	vvi	fear	fear	0
dying	dying	vvg	dying	die	0
of	of	pp-f	of	of	0
cloth	cloth	n1	cloth	cloth	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
if	if	cs	if	if	0
the	the	dt	the	the	0
colour	colour	n1	colour	colour	0
holde	holde	vvb	hold	hold	0
in	in	p-acp	in	in	0
yarne	yarne	n1	yarn	yarn	0
and	and	cc	and	and	0
thrumme	thrumme	n1	thrum	thrum	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
holde	holde	vvi	hold	hold	0
much	much	d	much	much	0
better	better	av-jc	better	better	0
in	in	p-acp	in	in	0
cloth	cloth	n1	cloth	cloth	0
.	.	.	.	.	1
4	4	crd	4	4	0
For	For	p-acp	For	for	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
Persia	Persia	np1	Persia	Persia	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
great	great	j	great	great	0
colouring	colouring	n-vvg	colouring	colour	0
of	of	pp-f	of	of	0
silks	silks	n2	silks	silk	0
,	,	,	,	,	0
it	it	pn31	it	it	0
behooves	behooves	vvz	behooves	behoove	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
that	that	cst	that	that	0
also	also	av	also	also	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
cloth	cloth	n1	cloth	cloth	0
dying	dying	vvg	dying	die	0
&	&	cc	&	and	0
silke	silke	n1	silk	silk	0
dying	dying	j-vvg	dying	die	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
affinity	affinity	n1	affinity	affinity	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
merchants	merchants	ng1	merchant's	merchant	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
much	much	d	much	much	0
raw	raw	j	raw	raw	0
silke	silke	n1	silk	silk	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
requisit	requisit	j	requisite	requisite	0
you	you	pn22	you	you	0
learne	learne	vvb	learn	learn	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
5	5	crd	5	5	0
In	In	p-acp	In	in	0
Persia	Persia	np1	Persia	Persia	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
that	that	d	that	that	0
staine	staine	vvn	stain	slay	0
linnen	linnen	n1	linen	linen	0
cloth	cloth	n1	cloth	cloth	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
amisse	amisse	av	amiss	amiss	0
you	you	pn22	you	you	0
learne	learne	vvb	learn	learn	0
it	it	pn31	it	it	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
:	:	:	:	:	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
an	an	dt	and	a	0
olde	olde	j	old	old	0
trade	trade	n1	trade	trade	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
some	some	d	some	some	0
excellent	excellent	j	excellent	excellent	0
clothes	clothes	n2	clothes	clothes	0
yet	yet	av	yet	yet	0
remaine	remaine	vvi	remain	remain	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
arte	arte	n1	art	art	0
is	is	vbz	is	be	0
now	now	av	now	now	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Realme	Realme	n1	Realm	realm	0
.	.	.	.	.	1
6	6	crd	6	6	0
They	They	pns32	They	they	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
cunning	cunning	j-jn	cunning	cunning	0
in	in	p-acp	in	in	0
Persia	Persia	np1	Persia	Persia	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
in	in	p-acp	in	in	0
buskins	buskins	n2	buskin's	buskin	0
of	of	pp-f	of	of	0
Spanish	Spanish	jp	Spanish	spanish	0
leather	leather	n1	leather	leather	0
flowers	flowers	n2	flowers	flower	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
kindes	kindes	n2	kinds	kind	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
lively	lively	j	lively	lively	0
colours	colours	n2	colours	colour	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
the	the	dt	the	the	0
Courtiers	Courtiers	n2	Courtiers	courtier	0
do	do	vdb	do	do	0
weare	weare	vvi	wear	wear	0
there	there	a-acp	there	there	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
which	which	r-crq	which	which	0
arte	arte	n1	art	art	0
were	were	vbdr	were	be	0
no	no	dx	no	no	0
harme	harme	n1	harm	harm	0
.	.	.	.	.	1
7	7	crd	7	7	0
If	If	cs	If	if	0
any	any	d	any	any	0
Dier	Dier	zz	Dier	dier	0
of	of	pp-f	of	of	0
China	China	np1	China	China	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
East	East	n1	East	east	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
be	be	vbb	be	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
acquaint	acquaint	vvb	acquaint	acquaint	0
yourselfe	yourselfe	px21	yourself	yourself	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
learne	learne	vvi	learn	learn	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
.	.	.	.	.	1
8	8	crd	8	8	0
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
Anile	Anile	vvi	Anile	anile	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
procure	procure	vvi	procure	procure	0
the	the	dt	the	the	0
herbe	herbe	n1	herb	herb	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
seed	seed	n1	seed	seed	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
plant	plant	n1	plant	plant	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cary	cary	vvi	carry	carry	0
into	into	p-acp	into	into	0
England	England	np1	England	England	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
endevour	endevour	vvi	endeavour	endeavour	0
to	to	pc-acp	to	to	0
enrich	enrich	vvi	enrich	enrich	0
your	your	po22	your	your	0
countrey	countrey	n1	country	country	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
withall	withall	av	withal	withal	0
learne	learne	vvi	learn	learn	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
making	making	n-vvg	making	make	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Anile	Anile	j	Anile	anile	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
get	get	vvi	get	get	0
the	the	dt	the	the	0
herbe	herbe	n1	herb	herb	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
send	send	vvi	send	send	0
the	the	dt	the	the	0
same	same	d	same	same	0
dry	dry	j	dry	dry	0
into	into	p-acp	into	into	0
England	England	np1	England	England	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
possibly	possibly	av-j	possibly	possible	0
it	it	pn31	it	it	0
groweth	groweth	vvz	grows	grow	0
here	here	av	here	here	0
already	already	av	already	already	0
.	.	.	.	.	1
9	9	crd	9	9	0
Returne	Returne	vvi	Return	return	0
home	home	av-an	home	home	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
all	all	d	all	all	0
the	the	dt	the	the	0
materials	materials	n2-jn	materials	material	0
and	and	cc	and	and	0
substances	substances	n2	substances	substance	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
die	die	vvb	die	die	0
withall	withall	av	withal	withal	0
in	in	p-acp	in	in	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
company	company	n1	company	company	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
all	all	d	all	all	0
.	.	.	.	.	0
io	io	uh	io	io	0
In	In	p-acp	In	in	0
some	some	d	some	some	0
litle	litle	j	little	little	0
pot	pot	n1	pot	pot	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
lodging	lodging	n1	lodging	lodging	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
daily	daily	j	daily	daily	0
trials	trials	n2	trials	trial	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
arte	arte	n1	art	art	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
learne	learne	vvi	learn	learn	0
ought	ought	pi	ought	aught	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
.	.	.	.	.	0
ii	ii	crd	ii	two	0
Set	Set	vvb	Set	set	0
downe	downe	a-acp	down	down	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
learne	learne	vvi	learn	learn	0
from	from	p-acp	from	from	0
day	day	n1	day	day	0
to	to	p-acp	to	to	0
day	day	n1	day	day	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
forget	forget	vvi	forget	forget	0
,	,	,	,	,	0
or	or	cc	or	or	0
lest	lest	cs	lest	lest	0
God	God	np1	God	God	0
should	should	vmd	should	shall	0
call	call	vvi	call	call	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
mercy	mercy	n1	mercy	mercy	0
:	:	:	:	:	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
ech	ech	d	each	each	0
returne	returne	n1	return	return	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
learned	learned	vvn	learned	learn	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
keepe	keepe	vvi	keep	keep	0
the	the	dt	the	the	0
same	same	d	same	same	0
safe	safe	j	safe	safe	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
coffer	coffer	n1	coffer	coffer	0
,	,	,	,	,	0
that	that	cst	that	that	0
25°	25°	n1	25°	25°	0
COMMISSION	COMMISSION	n1	COMMISSION	commission	0
TO	TO	p-acp	TO	to	0
PET	PET	n1	PET	pet	0
AND	AND	cc	AND	and	0
JACKMAN	JACKMAN	np1	JACKMAN	Jackman	0
aj	aj	fw-la	aj	aj	0
>	>	>	>	>	0
.	.	.	.	.	1
1580.	1580.	crd	1580.	1580.	0
come	come	vvn	come	come	0
death	death	n1	death	death	0
or	or	cc	or	or	0
life	life	n1	life	life	0
your	your	po22	your	your	0
countrey	countrey	n1	country	country	0
may	may	vmb	may	may	0
enjoy	enjoy	vvi	enjoy	enjoy	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
goe	goe	vvb	go	go	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
lose	lose	vvi	loose	lose	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
and	and	cc	and	and	0
travell	travell	n1	travel	travel	0
bestowed	bestowed	vvn	bestowed	bestow	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
case	case	n1	case	case	0
.	.	.	.	.	1
12	12	crd	12	12	0
Learne	Learne	vvb	Learn	learn	0
you	you	pn22	you	you	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
fixe	fixe	vvi	fix	fix	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
sure	sure	av-j	sure	sure	0
the	the	dt	the	the	0
colour	colour	n1	colour	colour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
logge	logge	n1	log	log	0
wood	wood	n1	wood	wood	0
:	:	:	:	:	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
not	not	xx	not	not	0
need	need	vvi	need	need	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
woad	woad	n1	woad	woad	0
so	so	av	so	so	0
deare	deare	j-jn	deer	dear	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
enriching	enriching	vvg	enriching	enrich	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
enemies	enemies	n2	enemies	enemy	0
.	.	.	.	.	1
13	13	crd	13	13	0
Enquire	Enquire	vvb	Inquire	inquire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
price	price	n1	price	price	0
of	of	pp-f	of	of	0
leckar	leckar	n1	leckar	leckar	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
dying	dying	vvg	dying	die	0
.	.	.	.	.	1
14	14	crd	14	14	0
In	In	p-acp	In	in	0
any	any	d	any	any	0
wise	wise	n1	wise	wise	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
