Hunc	Hunc	fw-la	Hunc	hunc	0
Farensibus	Farensibus	fw-la	Farensibus	farensibus	0
.	.	.	.	.	1
Quintus	Quintus	np1	Quintus	Quintus	0
Telemarchiam	Telemarchiam	np1	Telemarchiam	Telemarchiam	0
Noruagiae	Noruagiae	np1	Noruagiae	Noruagiae	0
.	.	.	.	.	1
Sextus	Sextus	np1	Sextus	Sextus	0
Schrichfinniam	Schrichfinniam	fw-la	Schrichfinniam	schrichfinniam	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
QUINTA	QUINTA	np1	QUINTA	QUINTA	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
[	[	[	[	[	0
Sectio	Sectio	fw-la	Sectio	sectio	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
SEXTA	SEXTA	np1	SEXTA	SEXTA	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
iv	iv	crd	iv	iv	0
17	17	crd	17	17	0
B	B	sy	B	b	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
SEPTIMA	SEPTIMA	fw-la	SEPTIMA	septima	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A.D.	A.D.	np1	A.D.	A.D.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1592.	1592.	crd	1592.	1592.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
i	i	sy	i	i	0
.	.	.	.	.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
[	[	[	[	[	0
I	I	pns11	I	i	0
-	-	-	-	-	0
$25-1	$25-1	j	$25-1	$25-1	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
OCTAVA	OCTAVA	np1	OCTAVA	OCTAVA	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
27	27	crd	27	27	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
[	[	[	[	[	0
Sectio	Sectio	fw-la	Sectio	sectio	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
DECIMA	DECIMA	fw-la	DECIMA	decima	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
UNDECIMA	UNDECIMA	fw-la	UNDECIMA	undecima	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
iv	iv	crd	iv	iv	0
33	33	crd	33	33	0
c	c	sy	c	c	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Baiano	Baiano	np1	Baiano	Baiano	0
sed	sed	fw-la	sed	sed	0
ne	ne	fw-fr	ne	ne	0
fumare	fumare	fw-la	fumare	fumare	0
in	in	p-acp	in	in	0
littore	littore	fw-la	littore	littore	0
thermas	thermas	fw-la	thermas	thermas	0
[	[	[	[	[	0
I	I	pns11	I	i	0
.	.	.	.	.	0
529.	529.	crd	529.	529.	1
J	J	pns11	J	i	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
DUODECIMA	DUODECIMA	fw-la	DUODECIMA	duodecima	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
DECIMATERTIA	DECIMATERTIA	fw-la	DECIMATERTIA	decimatertia	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Pictoribus	Pictoribus	fw-la	Pictoribus	pictoribus	0
atque	atque	fw-la	atque	atque	0
Poetis	Poetis	fw-la	Poetis	poetis	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
41	41	crd	41	41	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A.D.	A.D.	np1	A.D.	A.D.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1592.	1592.	crd	1592.	1592.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Munst.	Munst.	np1	Munst.	Munst.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SECTIO	SECTIO	fw-la	SECTIO	sectio	0
PRIMA	PRIMA	fw-la	PRIMA	prima	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
IV	IV	crd	IV	iv	0
49	49	crd	49	49	0
D	D	wd	WORSER	d	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
974	974	crd	974	974	0
-	-	-	-	-	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
53	53	crd	53	53	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1000.	1000.	crd	1000.	1000	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Schalholtenses	Schalholtenses	fw-la	Schalholtenses	schalholtenses	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Holenses	Holenses	np1	Holenses	Holenses	0
.	.	.	.	.	1
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
II	II	crd	II	two	0
I	I	pns11	I	i	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1083	1083	crd	1083	1083	0
Redit	Redit	n1	Redit	redit	0
in	in	p-acp	in	in	0
Islandiam	Islandiam	fw-la	Islandiam	islandiam	0
cum	cum	fw-la	cum	cum	0
Ordinatur	Ordinatur	fw-la	Ordinatur	ordinatur	0
peregre	peregre	n1	peregre	peregre	0
:	:	:	:	:	0
anno	anno	fw-la	anno	anno	0
1106	1106	crd	1106	1106	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Episcopatu	Episcopatu	fw-la	Episcopatu	episcopatu	0
.	.	.	.	.	0
aetat	aetat	fw-la	aetat	aetat	0
.	.	.	.	.	1
64.	64.	crd	64.	64.	0
cognomentum	cognomentum	fw-la	cognomentum	cognomentum	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1133	1133	crd	1133	1133	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
”	”	”	”	”	0
45	45	crd	45	45	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
IIII	IIII	crd	IIII	four	0
III	III	crd	III	three	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Magnus	Magnus	fw-la	Magnus	magnus	0
.	.	.	.	.	1
Biorno	Biorno	np1	Biorno	Biorno	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1134	1134	crd	1134	1134	0
Ordinatur	Ordinatur	fw-la	Ordinatur	ordinatur	0
.	.	.	.	.	1
Ordinatus	Ordinatus	np1	Ordinatus	Ordinatus	0
venit	venit	fw-la	venit	venit	0
in	in	fw-la	in	in	0
Is	Is	vbz	Is	be	0
-	-	-	-	-	0
II+7	II+7	np1	II+7	II+7	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
V	V	crd	V	five	0
V	V	crd	V	five	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1151	1151	crd	1151	1151	0
Eligitur	Eligitur	fw-la	Eligitur	eligitur	0
.	.	.	.	.	1
Bonus	Bonus	np1	Bonus	Bonus	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1176	1176	crd	1176	1176	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
1237	1237	crd	1237	1237	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Schalholtenses	Schalholtenses	fw-la	Schalholtenses	schalholtenses	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Holtenses	Holtenses	fw-la	Holtenses	holtenses	0
.	.	.	.	.	1
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
VI	VI	crd	VI	vi	0
VI	VI	crd	VI	vi	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Thorlacus	Thorlacus	np1	Thorlacus	Thorlacus	0
.	.	.	.	.	1
Botolphus	Botolphus	np1	Botolphus	Botolphus	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
praedecessoris	praedecessoris	fw-la	praedecessoris	praedecessoris	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
1246	1246	crd	1246	1246	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1178	1178	crd	1178	1178	0
1193	1193	crd	1193	1193	0
Ordinatur	Ordinatur	fw-la	Ordinatur	ordinatur	0
.	.	.	.	.	1
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
VII	VII	np1	VII	Vii	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
VTT	VTT	fw-ge	VTT	vtt	0
Henricus	Henricus	fw-la	Henricus	henricus	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
121	121	crd	121	121	0
I	I	sy	I	i	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
VIII	VIII	np1	VIII	Viii	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1216	1216	crd	1216	1216	0
Magnus	Magnus	fw-la	Magnus	magnus	0
.	.	.	.	.	1
Abbas	Abbas	np1	Abbas	Abbas	0
peregre	peregre	n1	peregre	peregre	0
abit	abit	n1	abit	abit	0
.	.	.	.	.	1
1262	1262	crd	1262	1262	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Ordinatur	Ordinatur	fw-la	Ordinatur	ordinatur	0
.	.	.	.	.	1
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	fw-la	adit	adit	0
.	.	.	.	.	1
1263	1263	crd	1263	1263	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
IX	IX	crd	IX	ix	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
1264	1264	crd	1264	1264	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1239	1239	crd	1239	1239	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	n1	adit	adit	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
X	X	crd	X	ten	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
1313	1313	crd	1313	1313	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1269	1269	crd	1269	1269	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	n1	adit	adit	0
.	.	.	.	.	1
X	X	crd	X	ten	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
vt	vt	fw-la	vt	ut	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	fw-la	adit	adit	0
.	.	.	.	.	1
1314	1314	crd	1314	1314	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1304	1304	crd	1304	1304	0
Ordinatur	Ordinatur	fw-la	Ordinatur	ordinatur	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1310	1310	crd	1310	1310	0
Redit	Redit	n1	Redit	redit	0
ex	ex	fw-la	ex	ex	0
itinere	itinere	fw-la	itinere	itinere	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1320	1320	crd	1320	1320	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
XIII	XIII	np1	XIII	Xiii	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
XII	XII	crd	XII	twelve	0
Ormus	Ormus	fw-la	Ormus	ormus	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1323	1323	crd	1323	1323	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	n1	adit	adit	0
.	.	.	.	.	1
[	[	[	[	[	0
XIIII	XIIII	crd	XIIII	xiiii	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1338	1338	crd	1338	1338	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
[	[	[	[	[	0
XIII	XIII	np1	XIII	Xiii	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
55	55	crd	55	55	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Schalholtenses	Schalholtenses	fw-la	Schalholtenses	schalholtenses	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Holenses	Holenses	np1	Holenses	Holenses	0
.	.	.	.	.	1
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
,	,	,	,	,	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
XIII	XIII	crd	XIII	thirteen	0
XIIII	XIIII	crd	XIIII	xiiii	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1341	1341	crd	1341	1341	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	n1	adit	adit	0
.	.	.	.	.	1
Skalle	Skalle	np1	Skalle	Skalle	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
Holensem	Holensem	np1	Holensem	Holensem	0
1358	1358	crd	1358	1358	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
XIIII	XIIII	crd	XIIII	xiiii	0
aditurus	aditurus	fw-la	aditurus	aditurus	0
venit	venit	fw-la	venit	venit	0
in	in	p-acp	in	in	0
Island	Island	n1	Island	island	0
-	-	-	-	-	0
Gron	Gron	np1	Gron	Gron	0
-	-	-	-	-	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
iam	iam	fw-la	iam	iam	0
.	.	.	.	.	1
Hic	Hic	fw-la	Hic	hic	0
Jonas	Jonas	np1	Jonas	Jonas	0
,	,	,	,	,	0
olim	olim	fw-la	olim	olim	0
landiae	landiae	fw-la	landiae	landiae	0
!	!	!	!	!	0
{	{	{	{	{	1
n	n	sy	n	n	0
}	}	}	}	}	0
XVI	XVI	np1	XVI	Xvi	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
XVII	XVII	crd	XVII	xvii	0
est	est	fw-la	est	est	0
,	,	,	,	,	0
ut	ut	fw-la	ut	ut	0
ea	ea	fw-la	ea	ea	0
res	res	fw-la	res	res	0
arbitrio	arbitrio	fw-la	arbitrio	arbitrio	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Oddgeirus	Oddgeirus	np1	Oddgeirus	Oddgeirus	0
.	.	.	.	.	1
Regis	Regis	np1	Regis	Regis	0
componeretur	componeretur	fw-la	componeretur	componeretur	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1381	1381	crd	1381	1381	0
Moritur	Moritur	fw-la	Moritur	moritur	0
in	in	fw-la	in	in	0
Assumpt	Assumpt	n1	Assumpt	assumpt	0
.	.	.	.	.	0
beate	beate	vvi	beat	beat	0
virginis	virginis	fw-la	virginis	virginis	0
,	,	,	,	,	0
in	in	fw-la	in	in	0
portu	portu	fw-la	portu	portu	0
Nor-uagiae	Nor-uagiae	j	Norvagiae	norvagiae	0
Bergensi	Bergensi	fw-la	Bergensi	bergensi	0
,	,	,	,	,	0
e	e	fw-la	e	e	0
mer	mer	n1	mere	mere	0
-	-	-	-	-	0
bus	bus	fw-la	bus	bus	0
favente	favente	fw-la	favente	favente	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
Holensem	Holensem	np1	Holensem	Holensem	0
obtinuit	obtinuit	n1	obtinuit	obtinuit	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
I391	I391	np1	I391	I391	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
tus	tus	fw-la	tus	tus	0
Bergis	Bergis	fw-la	Bergis	bergis	0
in	in	p-acp	in	in	0
aede	aede	vvd	aede	aede	0
Sal	Sal	fw-la	Sal	sal	0
-	-	-	-	-	0
Petrus	Petrus	np1	Petrus	Petrus	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Michael	Michael	np1	Michael	Michael	0
Danus	Danus	np1	Danus	Danus	0
.	.	.	.	.	1
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	n1	adit	adit	0
Holen	Holen	fw-ge	Holen	holen	0
-	-	-	-	-	0
1392	1392	crd	1392	1392	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1385	1385	crd	1385	1385	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	n1	adit	adit	0
.	.	.	.	.	0
sem	sem	zz	sem	sem	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1388	1388	crd	1388	1388	0
Resignat	Resignat	np1	Resignat	Resignat	0
profectus	profectus	fw-la	profectus	profectus	0
in	in	p-acp	in	in	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Daniam	Daniam	fw-la	Daniam	daniam	0
.	.	.	.	.	1
XVI	XVI	np1	XVI	Xvi	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Moritur	Moritur	fw-la	Moritur	moritur	0
.	.	.	.	.	1
Holensi	Holensi	fw-la	Holensi	holensi	0
.	.	.	.	.	1
1432	1432	crd	1432	1432	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Schalholtenses	Schalholtenses	fw-la	Schalholtenses	schalholtenses	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Holenses	Holenses	np1	Holenses	Holenses	0
.	.	.	.	.	1
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
[	[	[	[	[	0
XXV	XXV	crd	XXV	twenty-five	0
5	5	crd	5	5	0
[	[	[	[	[	0
XX	XX	crd	XX	twenty	0
7	7	crd	7	7	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Holenses	Holenses	np1	Holenses	Holenses	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1494	1494	crd	1494	1494	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1519	1519	crd	1519	1519	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1522	1522	crd	1522	1522	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1541	1541	crd	1541	1541	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1544	1544	crd	1544	1544	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
XXV	XXV	crd	XXV	twenty-five	0
Stephanus	Stephanus	np1	Stephanus	Stephanus	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	fw-la	adit	adit	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Cathedram	Cathedram	np1	Cathedram	Cathedram	0
adit	adit	fw-la	adit	adit	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
XXVII	XXVII	crd	XXVII	xxvii	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
XX	XX	crd	XX	twenty	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1525	1525	crd	1525	1525	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1548	1548	crd	1548	1548	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1550	1550	crd	1550	1550	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1551	1551	crd	1551	1551	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Anno	Anno	fw-la	Anno	anno	0
Christi	Christi	fw-la	Christi	christi	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Schalholtenses	Schalholtenses	fw-la	Schalholtenses	schalholtenses	0
.	.	.	.	.	1
Episcopi	Episcopi	np1	Episcopi	Episcopi	0
Holenses	Holenses	np1	Holenses	Holenses	0
.	.	.	.	.	1
Anno	Anno	fw-la	Anno	anno	0
