372	372	crd	372	372	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
397	397	crd	397	397	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
398	398	crd	398	398	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
400	400	crd	400	400	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
iv	iv	crd	iv	iv	0
401	401	crd	401	401	0
2	2	crd	2	2	0
c	c	sy	c	c	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
402	402	crd	402	402	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
403	403	crd	403	403	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
405	405	crd	405	405	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
406	406	crd	406	406	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Here	Here	av	Here	here	0
beginneth	beginneth	vvz	begins	begin	0
the	the	dt	the	the	0
journall	journall	n1	journal	journal	0
of	of	pp-f	of	of	0
Frier	Frier	np1	Frier	Frier	0
Odoricus	Odoricus	np1	Odoricus	Odoricus	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Minorites	Minorites	n2	Minorites	minorite	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
strange	strange	j	strange	strange	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
sawe	sawe	vvd	saw	see	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
East	East	n1	East	east	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Pera.	Pera.	np1	Pera.	Pera.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
5+	5+	n1	5+	5+	0
-	-	-	-	-	0
]	]	]	]	]	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Lbeit	Lbeit	n-jn	Lbeit	lbeit	0
many	many	d	many	many	0
and	and	cc	and	and	0
sundry	sundry	j	sundry	sundry	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
reported	reported	vvn	reported	report	0
by	by	p-acp	by	by	0
divers	divers	j	diverse	diverse	0
authors	authors	n2	authors	author	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
fashions	fashions	n2	fashions	fashion	0
and	and	cc	and	and	0
conditions	conditions	n2	conditions	condition	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
:	:	:	:	:	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
I	I	pns11	I	i	0
frier	frier	n1	friar	friar	0
Odoricus	Odoricus	np1	Odoricus	Odoricus	0
of	of	pp-f	of	of	0
Friuli	Friuli	np1	Friuli	Friuli	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
portu	portu	fw-la	portu	portu	0
Vahonis	Vahonis	np1	Vahonis	Vahonis	0
being	being	vbg	being	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
travel	travel	vvi	travel	travel	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
forrein	forrein	j	foreign	foreign	0
and	and	cc	and	and	0
remote	remote	j	remote	remote	0
nations	nations	n2	nations	nation	0
of	of	pp-f	of	of	0
infidels	infidels	n2	infidels	infidel	0
,	,	,	,	,	0
sawe	sawe	vvd	saw	see	0
and	and	cc	and	and	0
heard	heard	vvd	herd	hear	0
great	great	j	great	great	0
and	and	cc	and	and	0
mira	mira	n1	mira	mira	0
-	-	-	-	-	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
culous	culous	j	culous	culous	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
able	able	j	able	able	0
truely	truely	av-j	truly	true	0
to	to	pc-acp	to	to	0
avouch	avouch	vvi	avouch	avouch	0
.	.	.	.	.	1
First	First	ord	First	first	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
therefore	therefore	av	therefore	therefore	0
sayling	sayling	vvg	sailing	sail	0
from	from	p-acp	from	from	0
Pera	Pera	np1	Pera	Pera	0
by	by	p-acp	by	by	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
I	I	pns11	I	i	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
Trapesunda	Trapesunda	np1	Trapesunda	Trapesunda	0
.	.	.	.	.	1
This	This	d	This	this	0
place	place	n1	place	place	0
is	is	vbz	is	be	0
right	right	av-jn	right	right	0
commodi-ously	commodi-ously	j	commodi-ously	commodi-ously	0
situate	situate	j	situate	situate	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
an	an	dt	and	a	0
haven	haven	n1	haven	haven	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Persians	Persians	njp2	Persians	persian	0
and	and	cc	and	and	0
Medes	Medes	np1	Medes	Medes	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
countreis	countreis	n2	countries	country	0
beyonde	beyonde	p-acp	beyond	beyond	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
lande	lande	n1	land	land	0
I	I	pns11	I	i	0
behelde	behelde	vvd	beheld	behold	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
delight	delight	n1	delight	delight	0
a	a	dt	a	a	0
very	very	j	very	very	0
strange	strange	j	strange	strange	0
spectacle	spectacle	n1	spectacle	spectacle	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
man	man	n1	man	man	0
leading	leading	vvg	leading	lead	0
about	about	a-acp	about	about	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
foure	foure	crd	foure	four	0
thousande	thousande	crd	thousande	thousand	0
partriges	partriges	n2	partridges	partridge	0
.	.	.	.	.	1
The	The	dt	The	the	0
man	man	n1	man	man	0
him-selfe	him-selfe	px31	himself	himself	0
walked	walked	vvd	walked	walk	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
partriges	partriges	n2	partridges	partridge	0
flew	flew	vvd	flew	fly	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
aire	aire	n1	air	air	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
ledde	ledde	vvd	led	lead	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
castle	castle	n1	castle	castle	0
called	called	vvn	called	call	0
Zavena	Zavena	np1	Zavena	Zavena	0
,	,	,	,	,	0
being	being	vbg	being	be	0
three	three	crd	three	three	0
dayes	dayes	ng1	days	day	0
journey	journey	n1	journey	journey	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
Trapesunda	Trapesunda	np1	Trapesunda	Trapesunda	0
.	.	.	.	.	1
The	The	dt	The	the	0
saide	saide	j-vvn	said	say	0
partriges	partriges	n2	partridges	partridge	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
tame	tame	j	tame	tame	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
man	man	n1	man	man	0
was	was	vbds	was	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
lie	lie	vvi	lie	lie	0
downe	downe	a-acp	down	down	0
and	and	cc	and	and	0
rest	rest	vvi	rest	rest	0
,	,	,	,	,	0
they	they	pns32	they	they	0
408	408	crd	408	408	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
would	would	vmd	would	will	0
all	all	av-d	all	all	0
come	come	vvi	come	come	0
flocking	flocking	vvg	flocking	flock	0
about	about	p-acp	about	about	0
him	him	pno31	him	he	0
like	like	av-j	like	like	0
chickens	chickens	n2	chickens	chicken	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
hee	hee	pns31	he	he	0
led	led	vvd	led	lead	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
Trapesunda	Trapesunda	np1	Trapesunda	Trapesunda	0
,	,	,	,	,	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
palace	palace	n1	palace	palace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
tooke	tooke	vvd	took	take	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
pleased	pleased	vvd	pleased	please	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
man	man	n1	man	man	0
carried	carried	vvn	carried	carry	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
place	place	n1	place	place	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
citie	citie	n1	city	city	0
lyeth	lyeth	vvz	lies	lie	0
the	the	dt	the	the	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
Athanasius	Athanasius	np1	Athanasius	Athanasius	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
gate	gate	n1	gate	gate	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
I	I	pns11	I	i	0
passed	passed	vvd	passed	pass	0
on	on	p-acp	on	on	0
further	further	jc	further	further	0
unto	unto	p-acp	unto	unto	0
Armenia	Armenia	np1	Armenia	Armenia	0
major	major	j	major	major	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
The	The	dt	The	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
certaine	certaine	j	certain	certain	0
citie	citie	n1	city	city	0
called	called	vvn	called	call	0
Azaron	Azaron	np1	Azaron	Azaron	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
very	very	av	very	very	0
rich	rich	j	rich	rich	0
Azaronin	Azaronin	np1	Azaronin	Azaronin	0
Ar-in	Ar-in	j	Ar-in	ar-in	0
olde	olde	j	old	old	0
time	time	n1	time	time	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
nowe	nowe	av	now	now	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
have	have	vhb	have	have	0
almost	almost	av	almost	almost	0
layed	layed	vvn	laid	lay	0
maJor-it	maJor-it	j	maJor-it	major-it	0
waste	waste	n1	waste	waste	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
citie	citie	n1	city	city	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
bread	bread	n1	bred	bread	0
and	and	cc	and	and	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
victuals	victuals	n2	victuals	victual	0
except	except	p-acp	except	except	0
wine	wine	n1	wine	wine	0
and	and	cc	and	and	0
fruites	fruites	n2	fruits	fruit	0
.	.	.	.	.	1
This	This	d	This	this	0
citie	citie	n1	city	city	0
also	also	av	also	also	0
is	is	vbz	is	be	0
very	very	av	very	very	0
colde	colde	j-jn	cold	cold	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
reported	reported	vvn	reported	report	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
higher	higher	av-jc	higher	high	0
situated	situated	vvn	situated	situate	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
city	city	n1	city	city	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
most	most	av-ds	most	most	0
holesome	holesome	j	wholesome	wholesome	0
and	and	cc	and	and	0
sweete	sweete	j	sweet	sweet	0
waters	waters	n2	waters	water	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
veines	veines	n2	veins	vein	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
waters	waters	n2	waters	water	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
spring	spring	vvi	spring	spring	0
and	and	cc	and	and	0
flow	flow	vvi	flow	flow	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
mighty	mighty	j	mighty	mighty	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Euphrates	Euphrates	np1	Euphrates	Euphrates	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
dayes	dayes	ng1	days	day	0
journey	journey	n1	journey	journey	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
city	city	n1	city	city	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Also	Also	av	Also	also	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
citie	citie	n1	city	city	0
stands	stands	vvz	stands	stand	0
directly	directly	av-j	directly	direct	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
Tauris	Tauris	np1	Tauris	Tauris	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
passed	passed	vvd	passed	pass	0
on	on	a-acp	on	on	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
mountaine	mountaine	n1	mountain	mountain	0
called	called	vvn	called	call	0
Sobissacalo	Sobissacalo	np1	Sobissacalo	Sobissacalo	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
foresaide	foresaide	j-vvn	foresaid	foresay	0
countrey	countrey	n1	country	country	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
Sobissacalo	Sobissacalo	np1	Sobissacalo	Sobissacalo	0
.	.	.	.	.	0
same	same	d	same	same	0
mountaine	mountaine	n1	mountain	mountain	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
the	the	dt	the	the	0
Arke	Arke	n1	Ark	ark	0
of	of	pp-f	of	of	0
Noah	Noah	np1	Noah	Noah	0
rested	rested	vvd	rested	rest	0
:	:	:	:	:	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
willingly	willingly	av-j	willingly	willing	0
have	have	vhi	have	have	0
ascended	ascended	vvn	ascended	ascend	0
,	,	,	,	,	0
if	if	cs	if	if	0
my	my	po11	my	my	0
company	company	n1	company	company	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
stayed	stayed	vvn	stayed	stay	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
countrey	countrey	n1	country	country	0
report	report	n1	report	report	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
could	could	vmd	could	can	0
ever	ever	av	ever	ever	0
ascend	ascend	vvi	ascend	ascend	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
mountaine	mountaine	n1	mountain	mountain	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
(	(	(	(	(	0
say	say	vvb	say	say	0
they	they	pns32	they	they	0
)	)	)	)	)	0
it	it	pn31	it	it	0
pleaseth	pleaseth	vvz	pleases	please	0
not	not	xx	not	not	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
God	God	n1	God	god	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
travailed	travailed	vvn	travailed	travail	0
on	on	p-acp	on	on	0
further	further	jc	further	further	0
unto	unto	p-acp	unto	unto	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Tauris	Tauris	np1	Tauris	Tauris	0
that	that	cst	that	that	0
great	great	j	great	great	0
and	and	cc	and	and	0
royal	royal	j	royal	royal	0
city	city	n1	city	city	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
old	old	j	old	old	0
time	time	n1	time	time	0
Tauris	Tauris	np1	Tauris	Tauris	0
a	a	dt	a	a	0
citie	citie	n1	city	city	0
called	called	vvn	called	call	0
Susis	Susis	np1	Susis	Susis	0
.	.	.	.	.	1
This	This	d	This	this	0
city	city	n1	city	city	0
is	is	vbz	is	be	0
accompted	accompted	vvn	accounted	account	0
for	for	p-acp	for	for	0
traffique	traffique	n1	traffic	traffic	0
of	of	pp-f	of	of	0
°f^ersta-marchandize	°f^ersta-marchandize	n1	°f^ersta-marchandize	°f^ersta-marchandize	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
city	city	n1	city	city	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
victuals	victuals	n2	victuals	victual	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
else	else	av	else	else	0
belonging	belonging	vvg	belonging	belong	0
unto	unto	p-acp	unto	unto	0
marchandize	marchandize	n1	merchandise	merchandise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
abundance	abundance	n1	abundance	abundance	0
.	.	.	.	.	1
This	This	d	This	this	0
city	city	n1	city	city	0
stands	stands	vvz	stands	stand	0
very	very	av	very	very	0
commodiously	commodiously	av-j	commodiously	commodious	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
all	all	d	all	all	0
the	the	dt	the	the	0
nations	nations	n2	nations	nation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
worlde	worlde	n1	world	world	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
maner	maner	n1	manner	manner	0
may	may	vmb	may	may	0
resort	resort	vvi	resort	resort	0
for	for	p-acp	for	for	0
traffique	traffique	n1	traffic	traffic	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
citie	citie	n1	city	city	0
,	,	,	,	,	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Persian	Persian	jp	Persian	persian	0
Emperour	Emperour	n1	Emperor	emperor	0
receives	receives	vvz	receives	receive	0
more	more	dc	more	more	0
tribute	tribute	n1	tribute	tribute	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
dominions	dominions	n2	dominions	dominion	0
.	.	.	.	.	1
Neare	Neare	j	Near	near	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
city	city	n1	city	city	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
salt-hill	salt-hill	n1	salt-hill	salt-hill	0
yeelding	yeelding	vvg	yielding	yield	0
salt	salt	n1	salt	salt	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
city	city	n1	city	city	0
:	:	:	:	:	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
409	409	crd	409	409	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
that	that	cst	that	that	0
salt	salt	n1	salt	salt	0
ech	ech	d	each	each	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
what	what	r-crq	what	what	0
pleaseth	pleaseth	vvz	pleases	please	0
him	him	pno31	him	he	0
,	,	,	,	,	0
not	not	xx	not	not	0
paying	paying	vvg	paying	pay	0
ought	ought	vmd	ought	ought	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
man	man	n1	man	man	0
therefore	therefore	av	therefore	therefore	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
city	city	n1	city	city	0
many	many	d	many	many	0
Christians	Christians	np1	Christians	Christians	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
nations	nations	n2	nations	nation	0
do	do	vdb	do	do	0
inhabite	inhabite	vvi	inhabit	inhabit	0
,	,	,	,	,	0
over	over	p-acp	over	over	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Saracens	Saracens	np2	Saracens	Saracen	0
beare	beare	vvb	bear	bear	0
rule	rule	n1	rule	rule	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
I	I	pns11	I	i	0
traveiled	traveiled	vvd	traveled	travel	0
on	on	p-acp	on	on	0
further	further	jc	further	further	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
Or	Or	cc	Or	or	0
,	,	,	,	,	0
Su	Su	n1	Sum	sum	0
/	/	/	/	/	0
tania	tania	fw-mi	tania	tania	0
.	.	.	.	.	0
city	city	n1	city	city	0
called	called	vvn	called	call	0
*	*	*	*	*	0
Soldania	Soldania	np1	Soldania	Soldania	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
Persian	Persian	jp	Persian	persian	0
Emperour	Emperour	n1	Emperor	emperor	0
lieth	lieth	vvz	lies	lie	0
all	all	d	all	all	0
Sommer	Sommer	n1	Summer	summer	0
time	time	n1	time	time	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
winter	winter	n1	winter	winter	0
hee	hee	pns31	he	he	0
takes	takes	vvz	takes	take	0
his	his	po31	his	his	0
progresse	progresse	n1	progress	progress	0
The	The	dt	The	the	0
Caspian	Caspian	jp	Caspian	caspian	0
unto	unto	p-acp	unto	unto	0
another	another	j-jn	another	another	0
city	city	n1	city	city	0
standing	standing	vvg	standing	stand	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
called	called	vvn	called	call	0
*	*	*	*	*	0
Baku	Baku	np1	Baku	Baku	0
.	.	.	.	.	0
sea	sea	n1	sea	sea	0
-	-	-	-	-	0
Also	Also	zz	Also	also	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
city	city	n1	city	city	0
is	is	vbz	is	be	0
very	very	av	very	very	0
great	great	j	great	great	0
and	and	cc	and	and	0
colde	colde	j-jn	cold	cold	0
,	,	,	,	,	0
having	having	vhg	having	have	0
