[	[	[	[	[	0
used	used	vvd	used	use	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
me	me	pno11	me	i	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
pursute	pursute	n1	pursuit	pursuit	0
of	of	pp-f	of	of	0
honorable	honorable	j	honourable	honourable	0
actions	actions	n2	actions	action	0
drew	drew	vvd	drew	draw	0
me	me	pno11	me	i	0
(	(	(	(	(	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
expectation	expectation	n1	expectation	expectation	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
neglect	neglect	vvi	neglect	neglect	0
that	that	cst	that	that	0
advise	advise	vvb	advice	advise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
gave	gave	vvd	gave	give	0
me	me	pno11	me	i	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
the	the	dt	the	the	0
many	many	d	many	many	0
assurances	assurances	n2	assurances	assurance	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
yeelded	yeelded	vvn	yielded	yield	0
mee	mee	pno11	me	i	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
kindest	kindest	js	kindest	kind	0
friendship	friendship	n1	friendship	friendship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
suspect	suspect	vvi	suspect	suspect	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
either	either	av-d	either	either	0
love	love	vvi	love	love	0
or	or	cc	or	or	0
esteeme	esteeme	vvb	esteem	esteem	0
me	me	pno11	me	i	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
my	my	po11	my	my	0
returne	returne	n1	return	return	0
:	:	:	:	:	0
and	and	cc	and	and	0
therfore	therfore	av	therefore	therefore	0
I	I	pns11	I	i	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
omit	omit	vvi	omit	omit	0
any	any	d	any	any	0
occasion	occasion	n1	occasion	occasion	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
make	make	vvi	make	make	0
me	me	pno11	me	i	0
appeare	appeare	vvi	appear	appear	0
thankfull	thankfull	j	thankful	thankful	0
,	,	,	,	,	0
or	or	cc	or	or	0
discharge	discharge	vvi	discharge	discharge	0
any	any	d	any	any	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
duetie	duetie	n1	duty	duty	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
you	you	pn22	you	you	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
other	other	j-jn	other	other	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
true	true	j	true	true	0
discourse	discourse	n1	discourse	discourse	0
how	how	c-crq	how	how	0
these	these	d	these	these	0
warres	warres	n2	wars	war	0
of	of	pp-f	of	of	0
Spaine	Spaine	np1	Spaine	Spain	0
and	and	cc	and	and	0
Portugall	Portugall	np1	Portugall	Portugal	0
have	have	vhb	have	have	0
passed	passed	vvn	passed	pass	0
since	since	p-acp	since	since	0
our	our	po12	our	our	0
going	going	vvg	going	go	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
the	the	dt	the	the	0
18	18	crd	18	18	0
of	of	pp-f	of	of	0
Aprill	Aprill	np1	Aprill	April	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
our	our	po12	our	our	0
returne	returne	n1	return	return	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
July	July	np1	July	July	0
.	.	.	.	.	1
Wherein	Wherein	c-crq	Wherein	wherein	0
I	I	pns11	I	i	0
wil	wil	vmb	will	will	0
(	(	(	(	(	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
favourable	favourable	j	favourable	favourable	0
pardon	pardon	n1	pardon	pardon	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
further	further	jc	further	further	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
make	make	vvi	make	make	0
relation	relation	n1	relation	relation	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
reasons	reasons	n2	reasons	reason	0
which	which	r-crq	which	which	0
confirmed	confirmed	vvd	confirmed	confirm	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
purpose	purpose	n1	purpose	purpose	0
of	of	pp-f	of	of	0
going	going	vvg	going	go	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
accidents	accidents	n2	accidents	accident	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
happened	happened	vvn	happened	happen	0
during	during	p-acp	during	during	0
our	our	po12	our	our	0
aboad	aboad	n1	abode	abode	0
there	there	a-acp	there	there	0
;	;	;	;	;	0
thereby	thereby	av	thereby	thereby	0
hoping	hoping	vvg	hoping	hope	0
to	to	pc-acp	to	to	0
perswade	perswade	vvi	persuade	persuade	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
no	no	dx	no	no	0
light	light	j	light	light	0
fansie	fansie	n1	fancy	fancy	0
did	did	vdd	did	do	0
drawe	drawe	vvi	draw	draw	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
fruition	fruition	n1	fruition	fruition	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
dearest	dearest	js-jn	dearest	dear	0
friendship	friendship	n1	friendship	friendship	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
an	an	dt	and	a	0
earnest	earnest	j	earnest	earnest	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
following	following	vvg	following	follow	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
more	more	av-dc	more	more	0
woorthy	woorthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Having	Having	vhg	Having	have	0
therefore	therefore	av	therefore	therefore	0
determinately	determinately	av-j	determinately	determinate	0
purposed	purposed	vvn	purposed	purpose	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
habite	habite	n1	habit	habit	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
souldier	souldier	n1	soldier	soldier	0
,	,	,	,	,	0
1	1	crd	1	1	0
grew	grew	vvd	grew	grow	0
doubtfull	doubtfull	j	doubtful	doubtful	0
whether	whether	cs	whither	whether	0
to	to	pc-acp	to	to	0
employ	employ	vvi	employ	employ	0
my	my	po11	my	my	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
wars	wars	n2	wars	war	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
low	low	j	low	low	0
Countries	Countries	n2	Countries	country	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
470	470	crd	470	470	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
auxiliarie	auxiliarie	j	auxiliary	auxiliary	0
maner	maner	n1	manner	manner	0
maintained	maintained	vvn	maintained	maintain	0
by	by	p-acp	by	by	0
her	her	po31	her	her	0
majestie	majestie	n1	majesty	majesty	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
folow	folow	vvi	follow	follow	0
the	the	dt	the	the	0
fortune	fortune	n1	fortune	fortune	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
voiage	voiage	n1	voyage	voyage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
adventure	adventure	n1	adventure	adventure	0
of	of	pp-f	of	of	0
her	her	pno31	her	she	0
and	and	cc	and	and	0
many	many	d	many	many	0
honorable	honorable	j	honourable	honourable	0
personages	personages	n2	personages	personage	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
revenge	revenge	n1	revenge	revenge	0
of	of	pp-f	of	of	0
un	un	fw-fr	un	un	0
supportable	supportable	j	supportable	supportable	0
wrongs	wrongs	n2-jn	wrongs	wrong	0
offered	offered	vvn	offered	offer	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
countrey	countrey	n1	country	country	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Castilian	Castilian	jp	Castilian	castilian	0
king	king	n1	king	king	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
arguing	arguing	vvg	arguing	argue	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
find	find	vvb	find	find	0
that	that	cst	that	that	0
by	by	a-acp	by	by	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
chalenger	chalenger	n1	challenger	challenger	0
is	is	vbz	is	be	0
reputed	reputed	vvn	reputed	repute	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
defendant	defendant	n1	defendant	defendant	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
much	much	d	much	much	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
journey	journey	n1	journey	journey	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
preferred	preferred	vvn	preferred	prefer	0
before	before	p-acp	before	before	0
those	those	d	those	those	0
defensive	defensive	j	defensive	defensive	0
wars	wars	n2	wars	war	0
.	.	.	.	.	1
For	For	c-acp	For	for	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
duke	duke	n1	duke	duke	0
of	of	pp-f	of	of	0
Parma	Parma	np1	Parma	Parma	0
his	his	po31	his	his	0
turne	turne	n1	turn	turn	0
bene	bene	vbn	be	be	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
his	his	po31	his	his	0
good	good	j	good	good	0
fortune	fortune	n1	fortune	fortune	0
to	to	pc-acp	to	to	0
invade	invade	vvi	invade	invade	0
:	:	:	:	:	0
from	from	p-acp	from	from	0
whence	whence	q-crq	whence	whence	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
proceeded	proceeded	vvn	proceeded	proceed	0
that	that	d	that	that	0
glorious	glorious	j	glorious	glorious	0
honor	honor	n1	honour	honour	0
which	which	r-crq	which	which	0
these	these	d	these	these	0
late	late	j	late	late	0
warres	warres	n2	wars	war	0
have	have	vhb	have	have	0
laid	laid	vvn	laid	lay	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
or	or	cc	or	or	0
what	what	q-crq	what	what	0
could	could	vmd	could	can	0
have	have	vhi	have	have	0
bene	bene	vbn	be	be	0
said	said	vvn	said	say	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Respondent	Respondent	j	Respondent	respondent	0
(	(	(	(	(	0
though	though	cs	though	though	0
never	never	av-x	never	never	0
so	so	av	so	so	0
valiant	valiant	j	valiant	valiant	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
private	private	j	private	private	0
Duell	Duell	n1	Duel	duel	0
?	?	?	?	?	1
Even	Even	np1	Even	Even	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
no	no	dx	no	no	0
more	more	dc	more	more	0
then	then	cs	then	than	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
honour	honour	n1	honour	honour	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
tied	tied	vvn	tied	tie	0
unto	unto	p-acp	unto	unto	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
gaine	gaine	n1	gain	gain	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
towne	towne	n1	town	town	0
or	or	cc	or	or	0
any	any	d	any	any	0
small	small	j	small	small	0
defeat	defeat	n1	defeat	defeat	0
giveth	giveth	vvz	gives	give	0
more	more	dc	more	more	0
renoume	renoume	n1	renown	renown	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Assailant	Assailant	n1	Assailant	assailant	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
withstanding	withstanding	vvg	withstanding	withstand	0
of	of	pp-f	of	of	0
twentie	twentie	crd	twentie	twenty	0
encounters	encounters	n2	encounters	encounter	0
can	can	vmb	can	can	0
yeeld	yeeld	vvi	yield	yield	0
any	any	d	any	any	0
man	man	n1	man	man	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
bound	bound	vvn	bound	bind	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
place	place	n1	place	place	0
to	to	pc-acp	to	to	0
guard	guard	vvi	guard	guard	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
whereof	whereof	c-crq	whereof	whereof	0
as	as	p-acp	as	as	0
well	well	av	well	well	0
the	the	dt	the	the	0
particulars	particulars	n2-j	particulars	particular	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
age	age	n1	age	age	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Spaniard	Spaniard	np1	Spaniard	Spaniard	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
reports	reports	n2	reports	report	0
of	of	pp-f	of	of	0
former	former	j	former	former	0
histories	histories	n2	histories	history	0
may	may	vmb	may	may	0
assure	assure	vvi	assure	assure	0
us	us	pno12	us	we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
still	still	av	still	still	0
laied	laied	vvn	laid	lay	0
the	the	dt	the	the	0
fame	fame	n1	fame	fame	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
warres	warres	n2	wars	war	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Invader	Invader	n1	Invader	invader	0
.	.	.	.	.	1
And	And	cc	And	and	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
ours	ours	png12	ours	we	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
live	live	vvb	live	live	0
obscured	obscured	vvn	obscured	obscure	0
in	in	p-acp	in	in	0
Flanders	Flanders	np1	Flanders	Flanders	0
,	,	,	,	,	0
either	either	av-d	either	either	0
not	not	xx	not	not	0
having	having	vhg	having	have	0
wherewithal	wherewithal	n-crq	wherewithal	wherewithal	0
!	!	!	!	!	0
to	to	p-acp	to	to	0
manage	manage	vvi	manage	manage	0
any	any	d	any	any	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
or	or	cc	or	or	0
not	not	xx	not	not	0
putting	putting	vvg	putting	put	0
on	on	p-acp	on	on	0
armes	armes	n2	arms	arm	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
themselves	themselves	px32	themselves	themselves	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
enemie	enemie	n1	enemy	enemy	0
shall	shall	vmb	shall	shall	0
procure	procure	vvi	procure	procure	0
them	them	pno32	them	they	0
?	?	?	?	?	1
Whereas	Whereas	cs	Whereas	whereas	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
short	short	j	short	short	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Adventure	Adventure	n1	Adventure	adventure	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
won	won	vvn	wone	win	0
a	a	dt	a	a	0
towne	towne	n1	town	town	0
by	by	p-acp	by	by	0
escalade	escalade	n1	escalade	escalade	0
,	,	,	,	,	0
battred	battred	vvn	battered	batter	0
&	&	cc	&	and	0
assaulted	assaulted	vvn	assaulted	assault	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
overthrowen	overthrowen	vvn	overthrown	overthrow	0
a	a	dt	a	a	0
mightie	mightie	j	mighty	mighty	0
princes	princes	ng1	princes	prince	0
power	power	n1	power	power	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
field	field	n1	field	field	0
,	,	,	,	,	0
landed	landed	vvn	landed	land	0
our	our	po12	our	our	0
armie	armie	n1	army	army	0
in	in	p-acp	in	in	0
3	3	crd	3	3	0
several	several	j	several	several	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
kingdom	kingdom	n1	kingdom	kingdom	0
,	,	,	,	,	0
marched	marched	vvd	marched	march	0
7	7	crd	7	7	0
dayes	dayes	n2	days	day	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
country	country	n1	country	country	0
,	,	,	,	,	0
lien	lien	vvn	lain	lie	0
three	three	crd	three	three	0
nights	nights	n2	nights	night	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
suburbs	suburbs	n2	suburbs	suburb	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
principali	principali	fw-la	principali	principali	0
citie	citie	n1	city	city	0
,	,	,	,	,	0
beaten	beaten	vvn	beaten	beat	0
his	his	po31	his	his	0
forces	forces	n2	forces	force	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
gates	gates	n2	gates	gate	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
possessed	possessed	vvd	possessed	possess	0
two	two	crd	two	two	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
frontier	frontier	n1	frontier	frontier	0
Forts	Forts	n2	Forts	fort	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
in	in	p-acp	in	in	0
discourse	discourse	n1	discourse	discourse	0
thereof	thereof	av	thereof	thereof	0
more	more	av-dc	more	more	0
particularly	particularly	av-j	particularly	particular	0
appeare	appeare	vvi	appear	appear	0
:	:	:	:	:	0
whereby	whereby	c-crq	whereby	whereby	0
I	I	pns11	I	i	0
conclude	conclude	vvb	conclude	conclude	0
,	,	,	,	,	0
that	that	cst	that	that	0
going	going	vvg	going	go	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Invader	Invader	n1	Invader	invader	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
an	an	dt	and	a	0
action	action	n1	actium	action	0
as	as	c-acp	as	as	0
every	every	d	every	every	0
day	day	n1	day	day	0
giveth	giveth	vvz	gives	give	0
new	new	j	new	new	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
vaunt	vaunt	vvi	vaunt	vaunt	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
fortune	fortune	n1	fortune	fortune	0
did	did	vdd	did	do	0
rather	rather	av	rather	rather	0
cary	cary	vvi	carry	carry	0
me	me	pno11	me	i	0
thither	thither	av	thither	thither	0
then	then	av	then	then	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
wars	wars	n2	wars	war	0
of	of	pp-f	of	of	0
Flanders	Flanders	np1	Flanders	Flanders	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
471	471	crd	471	471	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
the	the	dt	the	the	0
vehement	vehement	j	vehement	vehement	0
perswasions	perswasions	n2	persuasions	persuasion	0
you	you	pn22	you	you	0
used	used	vvd	used	use	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
the	the	dt	the	the	0
grounds	grounds	n2	grounds	ground	0
whereof	whereof	c-crq	whereof	whereof	0
sithence	sithence	c-acp	since	since	0
you	you	pn22	you	you	0
received	received	vvd	received	receive	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
give	give	vvi	give	give	0
me	me	pno11	me	i	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
acquaint	acquaint	vvi	acquaint	acquaint	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
error	error	n1	error	error	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
led	led	vvn	led	lead	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
labouring	labouring	vvg	labouring	labour	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
the	the	dt	the	the	0
world	world	n1	world	world	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
opinion	opinion	n1	opinion	opinion	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
stood	stood	vvd	stood	stand	0
more	more	dc	more	more	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
safetie	safetie	n1	safety	safety	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
estate	estate	n1	estate	estate	0
to	to	pc-acp	to	to	0
bend	bend	vvi	bend	bend	0
all	all	d	all	all	0
our	our	po12	our	our	0
forces	forces	n2	forces	force	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
of	of	pp-f	of	of	0
Parma	Parma	np1	Parma	Parma	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
folow	folow	vvi	follow	follow	0
this	this	d	this	this	0
action	action	n1	actium	action	0
by	by	p-acp	by	by	0
looking	looking	vvg	looking	look	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
true	true	j	true	true	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
journey	journey	n1	journey	journey	0
,	,	,	,	,	0
will	will	vmb	will	will	0
judicially	judicially	av-j	judicially	judicial	0
convince	convince	vvi	convince	convince	0
themselves	themselves	px32	themselves	themselves	0
of	of	pp-f	of	of	0
mistaking	mistaking	vvg	mistaking	mistake	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
may	may	vmb	may	may	0
the	the	dt	the	the	0
conquest	conquest	n1	conquest	conquest	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
countries	countries	n2	countries	country	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
of	of	pp-f	of	of	0
Parma	Parma	np1	Parma	Parma	0
be	be	vbb	be	be	0
thought	thought	vvn	thought	think	0
more	more	av-dc	more	more	0
easie	easie	j	easy	easy	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
alone	alone	av-j	alone	alone	0
now	now	av	now	now	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
was	was	vbds	was	be	0
11	11	crd	11	11	0
yeeres	yeeres	n2	years	year	0
agoe	agoe	av	ago	ago	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
men	men	n2	men	man	0
and	and	cc	and	and	0
money	money	n1	money	money	0
of	of	pp-f	of	of	0
