Advertisements	Advertisements	n2	Advertisements	advertisement	0
And	And	cc	And	and	0
moreover	moreover	av	moreover	moreover	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
ordeined	ordeined	vvn	ordained	ordain	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
shippes	shippes	n2	ships	ship	0
have	have	vhb	have	have	0
double	double	j-jn	double	double	0
sailes	sailes	n2	sails	sail	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
thorowly	thorowly	av-j	thoroughly	thorough	0
sayled	sayled	vvn	sailed	sail	0
,	,	,	,	,	0
and	and	cc	and	and	0
moreover	moreover	av	moreover	moreover	0
all	all	d	all	all	0
newe	newe	j	new	new	0
sayles	sayles	n2	sails	sail	0
of	of	pp-f	of	of	0
fore	fore	n1	before	fore	0
-	-	-	-	-	0
sayle	sayle	n1	sail	sail	0
,	,	,	,	,	0
and	and	cc	and	and	0
maine-sayle	maine-sayle	n1	maine-sail	maine-sail	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
coarse	coarse	j	coarse	coarse	0
,	,	,	,	,	0
and	and	cc	and	and	0
bonnet	bonnet	n1	bonnet	bonnet	0
newe	newe	j	new	new	0
made	made	vvn	made	make	0
,	,	,	,	,	0
and	and	cc	and	and	0
kept	kept	vvd	kept	keep	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
driefat	driefat	j	driefat	driefat	0
or	or	cc	or	or	0
chest	chest	n1	chest	chest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
ship	ship	n1	ship	ship	0
;	;	;	;	;	0
that	that	cst	that	that	0
if	if	cs	if	if	0
the	the	dt	the	the	0
weather	weather	n1	weather	weather	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
one	one	crd	one	one	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
readines	readines	n1	readiness	readiness	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Provision	Provision	n1	Provision	provision	0
of	of	pp-f	of	of	0
Every	Every	d	Every	every	0
ship	ship	n1	ship	ship	0
must	must	vmb	must	must	0
have	have	vhi	have	have	0
their	their	po32	their	their	0
master	master	n1	master	master	0
sworne	sworne	vvn	sworn	swear	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
victuals	victuals	n2	victuals	victual	0
upon	upon	p-acp	upon	upon	0
sayj	sayj	fw-la	sayj	sayj	0
Judge	Judge	n1	Judge	judge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Contratacion	Contratacion	np1	Contratacion	Contratacion	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
this	this	d	this	this	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
othe	othe	n1	other	oath	0
'	'	'	'	'	0
a	a	dt	a	a	0
readinesse	readinesse	n1	readiness	readiness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
so	so	av	so	so	0
many	many	d	many	many	0
newe	newe	j	new	new	0
pipes	pipes	n2	pipes	pipe	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
fresh	fresh	j	fresh	fresh	0
water	water	n1	water	water	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
buttes	buttes	zz	buttes	buttes	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
rackt	rackt	vvn	racked	rack	0
wine	wine	n1	wine	wine	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
kintals	kintals	n2	kintals	kintal	0
of	of	pp-f	of	of	0
bread	bread	n1	bred	bread	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
jarres	jarres	n2	jars	jar	0
of	of	pp-f	of	of	0
oyle	oyle	n1	oil	oil	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
jarres	jarres	n2	jars	jar	0
or	or	cc	or	or	0
Botijas	Botijas	n2	Botijas	botija	0
of	of	pp-f	of	of	0
vineger	vineger	n1	vinegar	vinegar	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	d	much	much	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	d	much	much	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
quantitie	quantitie	n1	quantity	quantity	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
victuali	victuali	fw-la	victuali	victuali	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
burthen	burthen	n1	burden	burden	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
requireth	requireth	vvz	requires	require	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
every	every	d	every	every	0
shippe	shippe	n1	ship	ship	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
greatnesse	greatnesse	n1	greatness	greatness	0
is	is	vbz	is	be	0
appointed	appointed	vvn	appointed	appoint	0
by	by	p-acp	by	by	0
The	The	dt	The	the	0
ordinances	ordinances	n2	ordinances	ordinance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
house	house	n1	house	house	0
:	:	:	:	:	0
Also	Also	av	Also	also	0
so	so	av	so	so	0
many	many	d	many	many	0
gunners	gunners	n2	gunners	gunner	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
mariners	mariners	n2	mariners	mariner	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
gromettes	gromettes	n2	gromettes	gromette	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
pages	pages	n2	pages	page	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
many	many	d	many	many	0
souldiers	souldiers	n2	soldiers	soldier	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
all	all	d	all	all	0
these	these	d	these	these	0
aforesaide	aforesaide	j	aforesaid	aforesaid	0
matters	matters	n2	matters	matter	0
being	being	vbg	being	be	0
under	under	p-acp	under	under	0
Register	Register	n1	Register	register	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
notarie	notarie	n1	notary	notary	0
and	and	cc	and	and	0
all	all	d	all	all	0
things	things	n2	things	thing	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
the	the	dt	the	the	0
444	444	crd	444	444	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Judge	Judge	vvi	Judge	judge	0
doeth	doeth	vdz	doth	do	0
command	command	vvi	command	command	0
the	the	dt	the	the	0
masters	masters	n2	master's	master	0
to	to	pc-acp	to	to	0
hoyse	hoyse	vvi	hoist	hoist	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
yards	yards	n2	yards	yard	0
acrosse	acrosse	a-acp	across	across	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
howndes	howndes	n2	hounds	hound	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mastes	mastes	n2	masts	mast	0
;	;	;	;	;	0
and	and	cc	and	and	0
many	many	d	many	many	0
times	times	n2	times	time	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
perceive	perceive	vvb	perceive	perceive	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
walty	walty	n1	walty	walty	0
and	and	cc	and	and	0
overladen	overladen	vvn	overladen	overlade	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
covetous	covetous	j	covetous	covetous	0
masters	masters	n2	master's	master	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
then	then	cs	then	than	0
hee	hee	pns31	he	he	0
hangeth	hangeth	vvz	hangs	hang	0
the	the	dt	the	the	0
boates	boates	n2	boats	boat	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fore	fore	n1	before	fore	0
and	and	cc	and	and	0
maine	maine	j	main	main	0
tackle	tackle	n1	tackle	tackle	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
whether	whether	cs	whither	whether	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
shippe	shippe	n1	ship	ship	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
any	any	d	any	any	0
helde	helde	vvd	held	hold	0
downewarde	downewarde	av-j	downward	downward	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
laying	laying	vvg	laying	lay	0
downe	downe	a-acp	down	down	0
her	her	po31	her	her	0
side	side	n1	side	side	0
:	:	:	:	:	0
if	if	cs	if	if	0
she	she	pns31	she	she	0
doe	doe	vdb	do	do	0
helde	helde	vvd	held	hold	0
,	,	,	,	,	0
he	he	pns31	he	he	0
commandeth	commandeth	vvz	commands	command	0
barkes	barkes	n2	barks	bark	0
abourd	abourd	a-acp	aboard	aboard	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
discharge	discharge	vvi	discharge	discharge	0
her	her	pno31	her	she	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
lading	lading	n-vvg	lading	lade	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
too	too	av	too	too	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
can	can	vmb	can	can	0
no	no	dx	no	no	0
ship	ship	n1	ship	ship	0
depart	depart	vvi	depart	depart	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
cary	cary	vvb	carry	carry	0
the	the	dt	the	the	0
Register	Register	n1	Register	register	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Judges	Judges	n2	Judges	judge	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
that	that	cst	that	that	0
shee	shee	pns31	she	she	0
goeth	goeth	vvz	goes	go	0
Register	Register	n1	Register	register	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
order	order	n1	order	order	0
:	:	:	:	:	0
and	and	cc	and	and	0
every	every	d	every	every	0
shippe	shippe	n1	ship	ship	0
carieth	carieth	vvz	carrieth	carry	0
her	her	po31	her	her	0
owne	owne	d	own	own	0
Register	Register	n1	Register	register	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Register	Register	n1	Register	register	0
the	the	dt	the	the	0
quantitie	quantitie	n1	quantity	quantity	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
the	the	dt	the	the	0
goods	goods	n2-j	goods	good	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
laden	laden	vvn	laden	lade	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
any	any	d	any	any	0
more	more	dc	more	more	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
forfayted	forfayted	vvn	forfeited	forfeit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Indies	Indies	np2	Indies	Indies	0
,	,	,	,	,	0
both	both	d	both	both	0
shippe	shippe	n1	ship	ship	0
and	and	cc	and	and	0
goods	goods	n2-j	goods	good	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
masters	masters	n2	master's	master	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
the	the	dt	the	the	0
course	course	n1	course	course	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Tie	Tie	vvb	Tie	tie	0
two	two	crd	two	two	0
Admiral	Admiral	n1	Admiral	admiral	0
doeth	doeth	vdz	doth	do	0
leade	leade	vvi	lead	lead	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
shippe	shippe	n1	ship	ship	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
her	her	pno31	her	she	0
,	,	,	,	,	0
and	and	cc	and	and	0
shee	shee	pns31	she	she	0
must	must	vmb	must	must	0
goe	goe	vvi	go	go	0
alwayes	alwayes	av	always	always	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Qf	Qf	j-jn	Qf	qf	0
fleete	fleete	n1	fleet	fleet	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
night	night	n1	night	night	0
cary	cary	vvi	carry	carry	0
light	light	n1	light	light	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
may	may	vmb	may	may	0
knowe	knowe	vvi	know	know	0
where	where	c-crq	where	where	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	0
she	she	pns31	she	she	0
goeth	goeth	vvz	goes	go	0
.	.	.	.	.	1
The	The	dt	The	the	0
viceadmirall	viceadmirall	n1	viceadmiral	viceadmiral	0
must	must	vmb	must	must	0
come	come	vvi	come	come	0
behinde	behinde	p-acp	behind	behind	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
every	every	d	every	every	0
shippe	shippe	n1	ship	ship	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fleete	fleete	n1	fleet	fleet	0
before	before	p-acp	before	before	0
her	her	pno31	her	she	0
:	:	:	:	:	0
if	if	cs	if	if	0
any	any	d	any	any	0
be	be	vbb	be	be	0
ill	ill	j-jn	ill	ill	0
of	of	pp-f	of	of	0
sayle	sayle	n1	sail	sail	0
,	,	,	,	,	0
all	all	d	all	all	0
are	are	vbr	are	be	0
bounde	bounde	vvn	bound	bind	0
to	to	pc-acp	to	to	0
fit	fit	vvi	fit	fit	0
their	their	po32	their	their	0
sayles	sayles	n2	sails	sail	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
order	order	n1	order	order	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
goe	goe	vvb	go	go	0
no	no	av-dx	no	no	0
faster	faster	av-jc	faster	fast	0
then	then	cs	then	than	0
she	she	pns31	she	she	0
doeth	doeth	vdz	doth	do	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
Admiral	Admiral	n1	Admiral	admiral	0
and	and	cc	and	and	0
the	the	dt	the	the	0
viceadmirall	viceadmirall	n1	viceadmiral	viceadmiral	0
goe	goe	vvb	go	go	0
never	never	av-x	never	never	0
but	but	cc-acp	but	but	0
halfe	halfe	av-jn	half	half	0
laden	laden	vvn	laden	lade	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
very	very	av	very	very	0
well	well	av	well	well	0
armed	armed	vvn	armed	arm	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
artillery	artillery	n1	artillery	artillery	0
,	,	,	,	,	0
three	three	crd	three	three	0
times	times	n2	times	time	0
double	double	j-jn	double	double	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
have	have	vhb	have	have	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
help	help	vvi	help	help	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
all	all	d	all	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
if	if	cs	if	if	0
neede	neede	n1	need	need	0
doe	doe	vdb	do	do	0
require	require	vvi	require	require	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
freight	freight	n1	freight	freight	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
two	two	crd	two	two	0
shippes	shippes	n2	ships	ship	0
is	is	vbz	is	be	0
alwayes	alwayes	av	always	always	0
borne	borne	vvn	born	bear	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
goods	goods	n2-j	goods	good	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
laden	laden	vvn	laden	lade	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fleete	fleete	n1	fleet	fleet	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
two	two	crd	two	two	0
hundred	hundred	crd	hundred	hundred	0
souldiers	souldiers	n2	soldiers	soldier	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
two	two	crd	two	two	0
shippes	shippes	n2	ships	ship	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
mariners	mariners	n2	mariners	mariner	0
,	,	,	,	,	0
great	great	j	great	great	0
gunners	gunners	n2	gunners	gunner	0
,	,	,	,	,	0
gromettes	gromettes	n2	gromettes	gromette	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
officers	officers	n2	officers	officer	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
voyages	voyages	n2	voyages	voyage	0
bee	bee	vbb	be	be	0
so	so	av	so	so	0
appointed	appointed	vvn	appointed	appoint	0
,	,	,	,	,	0
that	that	cst	that	that	0
alwayes	alwayes	av	always	always	0
they	they	pns32	they	they	0
goe	goe	vvb	go	go	0
Note	Note	n1	Note	note	0
.	.	.	.	.	0
and	and	cc	and	and	0
come	come	vvb	come	come	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
Summer	Summer	n1	Summer	summer	0
,	,	,	,	,	0
and	and	cc	and	and	0
bee	bee	vbi	be	be	0
there	there	a-acp	there	there	0
all	all	d	all	all	0
the	the	dt	the	the	0
winter	winter	n1	winter	winter	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ports	ports	n2	ports	port	0
to	to	pc-acp	to	to	0
discharge	discharge	vvi	discharge	discharge	0
their	their	po32	their	their	0
lading	lading	n-vvg	lading	lade	0
and	and	cc	and	and	0
recharge	recharge	vvb	recharge	recharge	0
backe	backe	av	back	back	0
againe	againe	av	again	again	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
ships	ships	n2	ships	ship	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
Admirall	Admirall	n1	Admiral	admiral	0
and	and	cc	and	and	0
viceadmirall	viceadmirall	n1	viceadmiral	viceadmiral	0
be	be	vbb	be	be	0
neither	neither	d	neither	neither	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
nor	nor	cc	nor	nor	0
the	the	dt	the	the	0
smallest	smallest	js	smallest	small	0
shippes	shippes	n2	ships	ship	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
3	3	crd	3	3	0
hundreth	hundreth	ord	hundreth	hundred	0
or	or	cc	or	or	0
4	4	crd	4	4	0
hundreth	hundreth	ord	hundreth	hundred	0
tunnes	tunnes	n2	tons	ton	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
most	most	ds	most	most	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
very	very	av	very	very	0
good	good	j	good	good	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
445	445	crd	445	445	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
saylers	saylers	ng2	sailors	sailor	0
,	,	,	,	,	0
and	and	cc	and	and	0
strong	strong	av-j	strong	strong	0
chosen	chosen	vvn	chosen	choose	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
sayle	sayle	vvi	sail	sail	0
well	well	av	well	well	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
good	good	j	good	good	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
ordinance	ordinance	n1	ordinance	ordinance	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
these	these	d	these	these	0
two	two	crd	two	two	0
shippes	shippes	n2	ships	ship	0
are	are	vbr	are	be	0
alwayes	alwayes	av	always	always	0
going	going	vvg	going	go	0
and	and	cc	and	and	0
comming	comming	vvg	coming	come	0
,	,	,	,	,	0
two	two	crd	two	two	0
good	good	j	good	good	0
knights	knights	n2	knights	knight	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
and	and	cc	and	and	0
Captaines	Captaines	n2	Captains	captain	0
and	and	cc	and	and	0
souldiers	souldiers	n2	soldiers	soldier	0
expert	expert	j	expert	expert	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
Captainein	Captainein	av	Captainein	captainein	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
other	other	j-jn	other	other	0
ship	ship	n1	ship	ship	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
ruleth	ruleth	vvz	ruleth	rule	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
ship	ship	n1	ship	ship	0
.	.	.	.	.	0
causes	causes	n2	causes	cause	0
of	of	pp-f	of	of	0
controversie	controversie	n1	controversy	controversy	0
,	,	,	,	,	0
or	or	cc	or	or	0
fights	fights	vvz	fights	fight	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
seas	seas	n2	seas	sea	0
;	;	;	;	;	0
the	the	dt	the	the	0
Pilot	Pilot	n1	Pilot	pilot	0
directeth	directeth	vvz	directeth	direct	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
government	government	n1	government	government	0
and	and	cc	and	and	0
leading	leading	vvg	leading	lead	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
port	port	n1	port	port	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
All	All	d	All	all	0
the	the	dt	the	the	0
Captaines	Captaines	n2	Captains	captain	0
,	,	,	,	,	0
Masters	Masters	n2	Master's	master	0
,	,	,	,	,	0
Pilots	Pilots	n2	Pilots	pilot	0
,	,	,	,	,	0
Maryners	Maryners	n2	Mariners	mariner	0
,	,	,	,	,	0
and	and	cc	and	and	0
passengers	passengers	n2	passengers	passenger	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
bee	bee	vbb	be	be	0
obedient	obedient	j	obedient	obedient	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
two	two	crd	two	two	0
shippes	shippes	n2	ships	ship	0
,	,	,	,	,	0
so	so	av	so	so	0
appoynted	appoynted	vvn	appointed	appoint	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
:	:	:	:	:	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
commande-ments	commande-ments	j	commandments	commandments	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
appoynted	appoynted	vvd	appointed	appoint	0
,	,	,	,	,	0
having	having	vhg	having	have	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
hang	hang	vvi	hang	hang	0
,	,	,	,	,	0
or	or	cc	or	or	0
doe	doe	vdb	do	do	0
any	any	d	any	any	0
justice	justice	n1	justice	justice	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
man	man	n1	man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
seemeth	seemeth	vvz	seems	seem	0
good	good	av-j	good	good	0
at	at	p-acp	at	at	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
last	last	ord	last	last	0
commandement	commandement	n1	commandment	commandment	0
upon	upon	p-acp	upon	upon	0
payne	payne	n1	pain	pain	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
General	General	n1	General	general	0
please	please	vvb	please	please	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Concerning	Concerning	vvg	Concerning	concern	0
the	the	dt	the	the	0
Contractation	Contractation	n1	Contractation	contractation	0
house	house	n1	house	house	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
therein	therein	av	therein	therein	0
Sixe	Sixe	crd	Sixe	six	0
Judges	Judges	n2	Judges	judge	0
,	,	,	,	,	0
sixe	sixe	crd	sixe	six	0
Judges	Judges	n2	Judges	judge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
sort	sort	n1	sort	sort	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Foure	Foure	crd	Foure	four	0
visi	visi	fw-la	visi	visi	0
-	-	-	-	-	0
There	There	a-acp	There	there	0
are	are	vbr	are	be	0
visitours	visitours	n2	visitors	visitor	0
of	of	pp-f	of	of	0
shippes	shippes	n2	ships	ship	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
sayd	sayd	vvn	said	say	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
whether	whether	cs	whither	whether	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
goe	goe	vvb	go	go	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
sufficient	sufficient	j	sufficient	sufficient	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
arte	arte	n1	art	art	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
:	:	:	:	:	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
