Another	Another	j-jn	Another	another	0
then	then	av	then	then	0
wee	wee	pns12	we	we	0
set	set	vvb	set	set	0
saile	saile	n1	sail	sail	0
from	from	p-acp	from	from	0
March	March	vvi	March	march	0
u	u	sy	u	u	0
.	.	.	.	.	1
Falmouth	Falmouth	np1	Falmouth	Falmouth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
thirteenth	thirteenth	ord	thirteenth	thirteenth	0
day	day	n1	day	day	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
came	came	vvd	came	come	0
contrary	contrary	j-jn	contrary	contrary	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
very	very	j	very	very	0
great	great	j	great	great	0
storme	storme	n1	storm	storm	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
continued	continued	vvd	continued	continue	0
eight	eight	crd	eight	eight	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
great	great	j	great	great	0
storme	storme	n1	storm	storm	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
goods	goods	n2-j	goods	good	0
wette	wette	j	wet	wet	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
bee	bee	vbb	be	be	0
thanked	thanked	vvn	thanked	thank	0
no	no	dx	no	no	0
great	great	j	great	great	0
hurt	hurt	n1	hurt	hurt	0
done	done	vdn	done	do	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
we	we	pns12	we	we	0
sailed	sailed	vvd	sailed	sail	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
faire	faire	j	fair	fair	0
wind	wind	n1	wind	wind	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
Streights	Streights	n2	Straights	strait	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
remained	remained	vvd	remained	remain	0
at	at	p-acp	at	at	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
ankered	ankered	vvn	anchored	anchor	0
at	at	p-acp	at	at	0
no	no	dx	no	no	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
453	453	crd	453	453	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Amber	Amber	n1	Amber	amber	0
greese	greese	n1	greese	grief	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Sope.	Sope.	np1	Sope.	Sope.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Broken	Broken	j-vvn	Broken	break	0
glasse	glasse	n1	glass	glass	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
place	place	n1	place	place	0
until	until	c-acp	until	until	0
our	our	po12	our	our	0
comming	comming	n-vvg	coming	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
roade	roade	n1	road	road	0
of	of	pp-f	of	of	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
in	in	p-acp	in	in	0
Syria	Syria	np1	Syria	Syria	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
last	last	ord	last	last	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
.	.	.	.	.	1
This	This	d	This	this	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
very	very	j	very	very	0
good	good	j	good	good	0
passage	passage	n1	passage	passage	0
.	.	.	.	.	1
God	God	np1	God	God	0
make	make	vvb	make	make	0
us	us	pno12	us	we	0
thankfull	thankfull	j	thankful	thankful	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
foureteenth	foureteenth	ord	foureteenth	fourteen	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
present	present	j	present	present	0
wee	wee	pns12	we	we	0
came	came	vvd	came	come	0
from	from	p-acp	from	from	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
twentieth	twentieth	ord	twentieth	twenty	0
day	day	n1	day	day	0
arrived	arrived	vvd	arrived	arrive	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
Alepo	Alepo	np1	Alepo	Aleppo	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
morrowe	morrowe	n1	morrow	morrow	0
or	or	cc	or	or	0
next	next	ord	next	next	0
day	day	n1	day	day	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
beginne	beginne	vvb	begin	begin	0
our	our	po12	our	our	0
voyage	voyage	n1	voyage	voyage	0
towards	towards	p-acp	towards	towards	0
Babylon	Babylon	np1	Babylon	Babylon	0
and	and	cc	and	and	0
Balsara	Balsara	np1	Balsara	Balsara	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
into	into	p-acp	into	into	0
India	India	np1	India	India	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
friend	friend	n1	friend	friend	0
Master	Master	n1	Master	master	0
Barret	Barret	np1	Barret	Barret	0
hath	hath	vhz	hath	have	0
him	him	pno31	him	he	0
commended	commended	vvn	commended	commend	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Emanuel	Emanuel	np1	Emanuel	Emanuel	0
a	a	dt	a	a	0
ball	ball	n1	ball	ball	0
of	of	pp-f	of	of	0
Nutmegs	Nutmegs	n2	Nutmegs	nutmeg	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
small	small	j	small	small	0
trifles	trifles	n2	trifles	trifle	0
you	you	pn22	you	you	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
long	long	av-j	long	long	0
since	since	c-acp	since	since	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
letter	letter	n1	letter	letter	0
certified	certified	vvd	certified	certify	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
order	order	n1	order	order	0
hee	hee	pns31	he	he	0
solde	solde	vvd	sold	sell	0
those	those	d	those	those	0
things	things	n2	things	thing	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
seene	seene	vvn	seen	see	0
the	the	dt	the	the	0
accompt	accompt	n1	account	account	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
have	have	vhb	have	have	0
demaunded	demaunded	vvn	demanded	demand	0
it	it	pn31	it	it	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
since	since	c-acp	since	since	0
our	our	po12	our	our	0
comming	comming	n-vvg	coming	come	0
hither	hither	av	hither	hither	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
still	still	av	still	still	0
busie	busie	j	busy	busy	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
dispatch	dispatch	n1	dispatch	dispatch	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shippe	shippe	n1	ship	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
likewise	likewise	av	likewise	likewise	0
in	in	p-acp	in	in	0
buying	buying	vvg	buying	buy	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
here	here	av	here	here	0
to	to	pc-acp	to	to	0
cary	cary	vvi	carry	carry	0
to	to	p-acp	to	to	0
Balsara	Balsara	np1	Balsara	Balsara	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Indies	Indies	np2	Indies	Indies	0
.	.	.	.	.	1
Wee	Wee	pns12	we	we	0
have	have	vhb	have	have	0
bought	bought	vvn	bought	buy	0
in	in	p-acp	in	in	0
currall	currall	n1	currall	coral	0
for	for	p-acp	for	for	0
1200.	1200.	crd	1200.	1200.	0
and	and	cc	and	and	0
odde	odde	j	odd	odd	0
ducats	ducats	n2	ducats	ducat	0
,	,	,	,	,	0
and	and	cc	and	and	0
amber	amber	n1	amber	amber	0
for	for	p-acp	for	for	0
foure	foure	crd	foure	four	0
hundreth	hundreth	ord	hundreth	hundred	0
ducates	ducates	n2	ducats	ducat	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
sope	sope	n1	soap	soap	0
and	and	cc	and	and	0
broken	broken	j-vvn	broken	break	0
glasse	glasse	n1	glass	glass	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
small	small	j	small	small	0
trifles	trifles	n2	trifles	trifle	0
,	,	,	,	,	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
will	will	vmb	will	will	0
serve	serve	vvi	serve	serve	0
very	very	av	very	very	0
wel	wel	av	well	well	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
places	places	n2	places	place	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
shall	shall	vmb	shall	shall	0
goe	goe	vvi	go	go	0
unto	unto	p-acp	unto	unto	0
.	.	.	.	.	1
All	All	av-d	All	all	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
accompt	accompt	n1	account	account	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Barke	Barke	n1	Bark	bark	0
Reinolds	Reinolds	np1	Reinolds	Reinolds	0
was	was	vbds	was	be	0
sent	sent	vvn	sent	send	0
home	home	av-an	home	home	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Emanuel	Emanuel	np1	Emanuel	Emanuel	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
3600.	3600.	crd	3600.	3600.	0
ducats	ducats	n2	ducats	ducat	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
200.	200.	crd	200.	200.	0
pound	pound	n1	pound	pound	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
rated	rated	vvn	rated	rate	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
master	master	n1	master	master	0
Staper	Staper	n1	Staper	staper	0
rated	rated	vvd	rated	rate	0
it	it	pn31	it	it	0
but	but	p-acp	but	but	0
1100.	1100.	crd	1100.	1100.	0
li	li	n1	li	livre	0
.	.	.	.	.	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
1300.	1300.	crd	1300.	1300.	0
pound	pound	n1	pound	pound	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
our	our	po12	our	our	0
part	part	n1	part	part	0
is	is	vbz	is	be	0
200.	200.	crd	200.	200.	0
pound	pound	n1	pound	pound	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
such	such	d	such	such	0
profit	profit	n1	profit	profit	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
sende	sende	vvi	send	send	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
doe	doe	vdi	do	do	0
very	very	av	very	very	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
to	to	p-acp	to	to	0
M.	M.	n1	M.	m.	0
Staper	Staper	n1	Staper	staper	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
accompt	accompt	n1	account	account	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
content	content	vvi	content	content	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
travell	travell	vvi	travel	travel	0
for	for	p-acp	for	for	0
three	three	crd	three	three	0
or	or	cc	or	or	0
foure	foure	crd	foure	four	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
wish	wish	vvi	wish	wish	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
hither	hither	av	hither	hither	0
or	or	cc	or	or	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
Cairo	Cairo	np1	Cairo	Cairo	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
goe	goe	vvb	go	go	0
thither	thither	av	thither	thither	0
.	.	.	.	.	1
For	For	c-acp	For	for	0
wee	wee	pns12	we	we	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
remained	remained	vvn	remained	remain	0
there	there	a-acp	there	there	0
but	but	p-acp	but	but	0
three	three	crd	three	three	0
or	or	cc	or	or	0
foure	foure	crd	foure	four	0
moneths	moneths	n2	months	month	0
,	,	,	,	,	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
like	like	vvi	like	like	0
so	so	av	so	so	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
place	place	n1	place	place	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
desire	desire	vvi	desire	desire	0
to	to	pc-acp	to	to	0
returne	returne	vvi	return	return	0
againe	againe	av	again	again	0
in	in	p-acp	in	in	0
three	three	crd	three	three	0
or	or	cc	or	or	0
foure	foure	crd	foure	four	0
yeeres	yeeres	n2	years	year	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
chance	chance	n1	chance	chance	0
to	to	pc-acp	to	to	0
remaine	remaine	vvi	remain	remain	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
place	place	n1	place	place	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
choose	choose	vvi	choose	choose	0
this	this	d	this	this	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
.	.	.	.	.	1
My	My	po11	My	my	0
reason	reason	n1	reason	reason	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
place	place	n1	place	place	0
is	is	vbz	is	be	0
healthfull	healthfull	j	healthful	healthful	0
and	and	cc	and	and	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
454	454	crd	454	454	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
LETTERS	LETTERS	n2	LETTERS	letter	0
FROM	FROM	p-acp	FROM	from	0
JOHN	JOHN	np1	JOHN	John	0
NEWBERY	NEWBERY	np1	NEWBERY	Newberry	0
a.d.	a.d.	n1	a.d.	a.d.	1
1583.	1583.	crd	1583.	1583.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
pleasant	pleasant	j	pleasant	pleasant	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
gaines	gaines	n2	gains	gain	0
very	very	av	very	very	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
hereafter	hereafter	av	hereafter	hereafter	0
better	better	j	better	better	0
,	,	,	,	,	0
things	things	n2	things	thing	0
being	being	vbg	being	be	0
used	used	vvn	used	use	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
order	order	n1	order	order	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
there	there	a-acp	there	there	0
should	should	vmd	should	shall	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
ship	ship	n1	ship	ship	0
the	the	dt	the	the	0
fourth	fourth	ord	fourth	four	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Cargason	Cargason	n1	Cargason	cargason	0
in	in	p-acp	in	in	0
money	money	n1	money	money	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
would	would	vmd	would	will	0
helpe	helpe	vvi	help	help	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
away	away	av	away	away	0
our	our	po12	our	our	0
commodities	commodities	n2	commodities	commodity	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
very	very	j	very	very	0
good	good	j	good	good	0
price	price	n1	price	price	0
.	.	.	.	.	1
Also	Also	zz	Also	also	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
two	two	crd	two	two	0
very	very	av	very	very	0
good	good	j	good	good	0
ships	ships	n2	ships	ship	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
together	together	av	together	together	0
,	,	,	,	,	0
would	would	vmd	would	will	0
doe	doe	vdi	do	do	0
very	very	av	very	very	0
well	well	av	well	well	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
voyage	voyage	n1	voyage	voyage	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
accompted	accompted	vvn	accounted	account	0
as	as	p-acp	as	as	0
little	little	j	little	little	0
as	as	c-acp	as	as	0
from	from	p-acp	from	from	0
London	London	np1	London	London	0
to	to	p-acp	to	to	0
Antwerpe	Antwerpe	np1	Antwerpe	Antwerp	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Master	Master	n1	Master	master	0
Giles	Giles	np1	Giles	Giles	0
Porter	Porter	n1	Porter	porter	0
and	and	cc	and	and	0
master	master	n1	master	master	0
Edmund	Edmund	np1	Edmund	Edmund	0
Porter	Porter	n1	Porter	porter	0
,	,	,	,	,	0
went	went	vvd	went	go	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
247	247	crd	247	247	0
-	-	-	-	-	0
]	]	]	]	]	0
from	from	p-acp	from	from	0
Tripolis	Tripolis	np1	Tripolis	Tripoli	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
small	small	j	small	small	0
barke	barke	n1	bark	bark	0
to	to	p-acp	to	to	0
Jaffa	Jaffa	np1	Jaffa	Jaffa	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
14	14	crd	14	14	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
present	present	j	present	present	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
but	but	cc-acp	but	but	0
long	long	av-j	long	long	0
since	since	c-acp	since	since	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
:	:	:	:	:	0
God	God	np1	God	God	0
send	send	vvb	send	send	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
us	us	pno12	us	we	0
safe	safe	j	safe	safe	0
return	return	n1	return	return	0
e	e	sy	e	e	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
this	this	d	this	this	0
instant	instant	n-jn	instant	instant	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
the	the	dt	the	the	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
M.	M.	n1	M.	m.	0
Barret	Barret	np1	Barret	Barret	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rings	rings	n2	rings	ring	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
two	two	crd	two	two	0
and	and	cc	and	and	0
twentie	twentie	crd	twentie	twenty	0
duckats	duckats	n2	ducats	ducat	0
,	,	,	,	,	0
two	two	crd	two	two	0
medines	medines	n1	medines	medines	0
in	in	p-acp	in	in	0
readie	readie	j	ready	ready	0
money	money	n1	money	money	0
.	.	.	.	.	1
So	So	av	So	so	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
remaining	remaining	vvg	remaining	remain	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
hands	hands	n2	hands	hand	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
few	few	d	few	few	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
Thomas	Thomas	np1	Thomas	Thomas	0
Bostocke	Bostocke	np1	Bostocke	Bostocke	0
I	I	pns11	I	i	0
left	left	vvd	left	leave	0
certaine	certaine	j	certain	certain	0
small	small	j	small	small	0
trifles	trifles	n2	trifles	trifle	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
demaund	demaund	vvb	demand	demand	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
once	once	a-acp	once	once	0
againe	againe	av	again	again	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
hearty	hearty	j	hearty	hearty	0
commendations	commendations	n2	commendations	commendation	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
tuition	tuition	n1	tuition	tuition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
almightie	almightie	j-jn	almighty	almighty	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
alwayes	alwayes	av	always	always	0
preserve	preserve	vvb	preserve	preserve	0
us	us	pno12	us	we	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
Aleppo	Aleppo	np1	Aleppo	Aleppo	0
the	the	dt	the	the	0
29	29	crd	29	29	0
of	of	pp-f	of	of	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
May	May	vmb	May	may	0
1583.	1583.	crd	1583.	1583.	1
Yours	Yours	png22	Yours	you	0
assured	assured	j-vvn	assured	assure	0
,	,	,	,	,	0
John	John	np1	John	John	0
Newberie	Newberie	np1	Newberie	Newberie	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
