451	451	crd	451	451	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Alonzo	Alonzo	np1	Alonzo	Alonzo	0
de	de	fw-fr	de	de	0
Chiavez	Chiavez	fw-fr	Chiavez	chiavez	0
)	)	)	)	)	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
admit	admit	vvi	admit	admit	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
examination	examination	n1	examination	examination	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
natural	natural	j	natural	natural	0
Spaniards	Spaniards	np2	Spaniards	Spaniard	0
,	,	,	,	,	0
and	and	cc	and	and	0
sufficient	sufficient	j	sufficient	sufficient	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Hereupon	Hereupon	av	Hereupon	hereupon	0
the	the	dt	the	the	0
Pilot	Pilot	n1	Pilot	pilot	0
major	major	j	major	major	0
commandeth	commandeth	vvz	commands	command	0
the	the	dt	the	the	0
party	party	n1	party	party	0
to	to	p-acp	to	to	0
The	The	dt	The	the	0
witnesse	witnesse	n1	witness	witness	0
be	be	vbb	be	be	0
examined	examined	vvn	examined	examine	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
information	information	n1	information	information	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
mariner	mariner	n1	mariner	mariner	0
,	,	,	,	,	0
°ffive	°ffive	vvb	°ffive	°ffive	0
or	or	cc	or	or	0
,	,	,	,	,	0
ixe	ixe	vvb	ixe	ixe	0
and	and	cc	and	and	0
well	well	av	well	well	0
practized	practized	vvn	practised	practise	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
desireth	desireth	vvz	desires	desire	0
°	°	sy	°	°	0
x‘	x‘	n1	x‘	x‘	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
examined	examined	vvn	examined	examine	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
immediately	immediately	av-j	immediately	immediate	0
he	he	pns31	he	he	0
bringeth	bringeth	vvz	brings	bring	0
five	five	crd	five	five	0
or	or	cc	or	or	0
sixe	sixe	crd	sixe	six	0
pilots	pilots	n2	pilots	pilot	0
before	before	a-acp	before	before	0
examined	examined	vvn	examined	examine	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
testimonie	testimonie	n1	testimony	testimony	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
mariner	mariner	n1	mariner	mariner	0
,	,	,	,	,	0
and	and	cc	and	and	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
pilot	pilot	n1	pilot	pilot	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Spaniard	Spaniard	np1	Spaniard	Spaniard	0
borne	borne	vvn	born	bear	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
race	race	n1	raze	race	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Moores	Moores	n2	Moors	moor	0
,	,	,	,	,	0
Jewes	Jewes	np2	Jewes	Jew	0
or	or	cc	or	or	0
Negros	Negros	n2	Negroes	negro	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Having	Having	vhg	Having	have	0
made	made	vvn	made	make	0
this	this	d	this	this	0
information	information	n1	information	information	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
presenteth	presenteth	vvz	presents	present	0
it	it	pn31	it	it	0
unto	unto	p-acp	unto	unto	0
The	The	dt	The	the	0
pilots	pilots	n2	pilots	pilot	0
ad-the	ad-the	j	ad-the	ad-the	0
Pilot	Pilot	n1	Pilot	pilot	0
major	major	j	major	major	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Pilot	Pilot	n1	Pilot	pilot	0
major	major	j	major	major	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
information	information	n1	information	information	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
good	good	j	good	good	0
,	,	,	,	,	0
willeth	willeth	vvz	wills	will	0
the	the	dt	the	the	0
Kings	Kings	n2	Kings	king	0
publique	publique	j	public	public	0
reader	reader	n1	reader	reader	0
Kings	Kings	ng1	Kings	king	0
reader	reader	n1	reader	reader	0
.	.	.	.	.	0
of	of	pp-f	of	of	0
navigation	navigation	n1	navigation	navigation	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
now	now	av	now	now	0
Roderigo	Roderigo	np1	Roderigo	Roderigo	0
Zamorano	Zamorano	np1	Zamorano	Zamorano	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
admit	admit	vvi	admit	admit	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
lectures	lectures	n2	lectures	lecture	0
.	.	.	.	.	1
Whither	Whither	q-crq	Whither	whither	0
there	there	pc-acp	there	there	0
doe	doe	vdi	do	do	0
resort	resort	n1	resort	resort	0
foureteene	foureteene	crd	foureteene	fourteen	0
or	or	cc	or	or	0
fifteene	fifteene	crd	fifteene	fifteen	0
persons	persons	n2	persons	person	0
that	that	cst	that	that	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
examined	examined	vvn	examined	examine	0
:	:	:	:	:	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
They	They	pns32	They	they	0
heare	heare	vvb	hear	hear	0
the	the	dt	the	the	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
house	house	n1	house	house	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
reader	reader	n1	reader	reader	0
hath	hath	vhz	hath	have	0
rea^eri	rea^eri	av	rea^eri	rea^eri	0
appointed	appointed	vvn	appointed	appoint	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
eight	eight	crd	eight	eight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
clocke	clocke	n1	clock	clock	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
:	:	:	:	:	0
and	and	cc	and	and	0
then	then	av	then	then	0
they	they	pns32	they	they	0
stay	stay	vvb	stay	stay	0
two	two	crd	two	two	0
houres	houres	n2	hours	hour	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
two	two	crd	two	two	0
and	and	cc	and	and	0
two	two	crd	two	two	0
houres	houres	n2	hours	hour	0
likewise	likewise	av	likewise	likewise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
afternoone	afternoone	n1	afternoon	afternoon	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
mrneths	mrneths	n2	mrneths	mrneth	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
453	453	crd	453	453	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Their	Their	po32	Their	their	0
disputations	disputations	n2	disputations	disputation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
art	art	n1	art	art	0
of	of	pp-f	of	of	0
navigation	navigation	n1	navigation	navigation	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
reader	reader	n1	reader	reader	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
moderatour	moderatour	n1	moderator	moderator	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
hall	hall	n1	hall	hall	0
of	of	pp-f	of	of	0
examination	examination	n1	examination	examination	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
maner	maner	n1	manner	manner	0
oj	oj	uh	oj	oj	0
the	the	dt	the	the	0
yong	yong	j	young	young	0
pilots	pilots	n2	pilots	pilot	0
examination	examination	n1	examination	examination	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
which	which	r-crq	which	which	0
houres	houres	n2	hours	hour	0
Zamorano	Zamorano	np1	Zamorano	Zamorano	0
readeth	readeth	vvz	readeth	read	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
they	they	pns32	they	they	0
aske	aske	vvb	ask	ask	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
many	many	d	many	many	0
particulars	particulars	n2-jn	particulars	particular	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
art	art	n1	art	art	0
of	of	pp-f	of	of	0
navigation	navigation	n1	navigation	navigation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
kings	kings	ng1	kings	king	0
reader	reader	n1	reader	reader	0
:	:	:	:	:	0
and	and	cc	and	and	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
answereth	answereth	vvz	answereth	answer	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
purpose	purpose	n1	purpose	purpose	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
reader	reader	n1	reader	reader	0
instructeth	instructeth	vvz	instructeth	instruct	0
more	more	av-dc	more	more	0
perfectly	perfectly	av-j	perfectly	perfect	0
,	,	,	,	,	0
and	and	cc	and	and	0
telleth	telleth	vvz	telleth	tell	0
him	him	pno31	him	he	0
how	how	c-crq	how	how	0
everything	everything	pi	everything	everything	0
is	is	vbz	is	be	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
exercise	exercise	n1	exercise	exercise	0
continueth	continueth	vvz	continueth	continue	0
two	two	crd	two	two	0
moneths	moneths	n2	months	month	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
the	the	dt	the	the	0
examinates	examinates	vvz	examinates	examinate	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
faile	faile	vvi	fail	fail	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
present	present	j	present	present	0
twise	twise	av	twice	twice	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
day	day	n1	day	day	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
having	having	vhg	having	have	0
heard	heard	vvn	herd	hear	0
the	the	dt	the	the	0
kings	kings	ng1	kings	king	0
reader	reader	n1	reader	reader	0
those	those	d	those	those	0
two	two	crd	two	two	0
moneths	moneths	n2	months	month	0
,	,	,	,	,	0
they	they	pns32	they	they	0
resort	resort	vvb	resort	resort	0
then	then	av	then	then	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
hall	hall	n1	hall	hall	0
of	of	pp-f	of	of	0
examination	examination	n1	examination	examination	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Contractation	Contractation	n1	Contractation	contractation	0
house	house	n1	house	house	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
assembled	assembled	vvn	assembled	assemble	0
the	the	dt	the	the	0
Pilot	Pilot	n1	Pilot	pilot	0
major	major	j	major	major	0
and	and	cc	and	and	0
divers	divers	j	diverse	diverse	0
other	other	j-jn	other	other	0
pilots	pilots	n2	pilots	pilot	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
25	25	crd	25	25	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
all	all	d	all	all	0
sitting	sitting	vvg	sitting	sit	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
,	,	,	,	,	0
the	the	dt	the	the	0
Pilot	Pilot	n1	Pilot	pilot	0
major	major	j	major	major	0
demandeth	demandeth	vvz	demandeth	demand	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
examined	examined	vvn	examined	examine	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Indies	Indies	np2	Indies	Indies	0
he	he	pns31	he	he	0
desireth	desireth	vvz	desires	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
examined	examined	vvn	examined	examine	0
:	:	:	:	:	0
Whereto	Whereto	c-crq	Whereto	whereto	0
the	the	dt	the	the	0
examinate	examinate	j	examinate	examinate	0
answereth	answereth	vvz	answereth	answer	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
bee	bee	vbi	be	be	0
examined	examined	vvn	examined	examine	0
concerning	concerning	vvg	concerning	concern	0
Nueva	Nueva	np1	Nueva	Nueva	0
Espanna	Espanna	np1	Espanna	Espanna	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
Nombre	Nombre	n1	Number	number	0
de	de	fw-fr	de	de	0
Dios	Dios	fw-mi	Dios	dios	0
and	and	cc	and	and	0
Tierra	Tierra	np1	Tierra	Tierra	0
Firma	Firma	fw-la	Firma	firma	0
.	.	.	.	.	1
And	And	cc	And	and	0
others	others	n2-jn	others	other	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
experienced	experienced	vvn	experienced	experience	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
partes	partes	n2	parts	part	0
,	,	,	,	,	0
crave	crave	vvb	crave	crave	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
examined	examined	vvn	examined	examine	0
of	of	pp-f	of	of	0
Santo	Santo	np1	Santo	Santo	0
Domingo	Domingo	np1	Domingo	Domingo	0
,	,	,	,	,	0
Puerto	Puerto	np1	Puerto	Puerto	0
rico	rico	fw-la	rico	rico	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cuba	Cuba	np1	Cuba	Cuba	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Then	Then	av	Then	then	0
the	the	dt	the	the	0
Pilot	Pilot	n1	Pilot	pilot	0
major	major	j	major	major	0
commandeth	commandeth	vvz	commands	command	0
the	the	dt	the	the	0
examinate	examinate	j	examinate	examinate	0
to	to	pc-acp	to	to	0
spread	spread	vvi	spread	spread	0
a	a	dt	a	a	0
sea-chart	sea-chart	n1	sea-chart	sea-chart	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
table	table	n1	table	table	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
pilots	pilots	n2	pilots	pilot	0
to	to	pc-acp	to	to	0
depart	depart	vvi	depart	depart	0
or	or	cc	or	or	0
shewe	shewe	vvi	show	show	0
the	the	dt	the	the	0
course	course	n1	course	course	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
barre	barre	n1	bar	bar	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
Lucar	Lucar	np1	Lucar	Lucar	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Canarie-Islands	Canarie-Islands	n2	Canarie-Islands	canarie-island	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Indies	Indies	np2	Indies	Indies	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
he	he	pns31	he	he	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
place	place	n1	place	place	0
whereof	whereof	c-crq	whereof	whereof	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
examined	examined	vvn	examined	examine	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
returne	returne	vvi	return	return	0
backe	backe	av	back	back	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
barre	barre	n1	bar	bar	0
of	of	pp-f	of	of	0
Sant	Sant	np1	Sant	Sant	0
Lucar	Lucar	np1	Lucar	Lucar	0
in	in	p-acp	in	in	0
Spaine	Spaine	np1	Spaine	Spain	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
he	he	pns31	he	he	0
departed	departed	vvd	departed	depart	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
the	the	dt	the	the	0
Pilot	Pilot	n1	Pilot	pilot	0
major	major	j	major	major	0
asketh	asketh	vvz	asks	ask	0
him	him	pno31	him	he	0
,	,	,	,	,	0
if	if	cs	if	if	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
saileth	saileth	vvz	saileth	sail	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
be	be	vbb	be	be	0
taken	taken	vvn	taken	take	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
contrary	contrary	j-jn	contrary	contrary	0
wind	wind	n1	wind	wind	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
remedie	remedie	n1	remedy	remedy	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
ship	ship	n1	ship	ship	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
too	too	av	too	too	0
much	much	av-d	much	much	0
turmoiled	turmoiled	vvn	turmoiled	turmoil	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
?	?	?	?	?	1
And	And	cc	And	and	0
the	the	dt	the	the	0
examinate	examinate	j	examinate	examinate	0
answereth	answereth	vvz	answereth	answer	0
him	him	pno31	him	he	0
aswell	aswell	av	aswell	aswell	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Then	Then	av	Then	then	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
pilotes	pilotes	n2	pilots	pilot	0
opposeth	opposeth	vvz	opposeth	oppose	0
him	him	pno31	him	he	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
North-starre	North-starre	n1	North-star	north-star	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
hee	hee	pns31	he	he	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
the	the	dt	the	the	0
declination	declination	n1	declination	declination	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
:	:	:	:	:	0
whom	whom	r-crq	whom	who	0
the	the	dt	the	the	0
examinate	examinate	j	examinate	examinate	0
is	is	vbz	is	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
answere	answere	vvi	answer	answer	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
demandeth	demandeth	vvz	demandeth	demand	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
another	another	j-jn	another	another	0
asketh	asketh	vvz	asks	ask	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
signes	signes	n2	signs	sign	0
and	and	cc	and	and	0
markes	markes	n2	marks	mark	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
454	454	crd	454	454	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
lands	lands	n2	lands	land	0
which	which	r-crq	which	which	0
lye	lye	vvb	lie	lie	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
haven	haven	n1	haven	haven	0
whereof	whereof	c-crq	whereof	whereof	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
examined	examined	vvn	examined	examine	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
another	another	j-jn	another	another	0
demandeth	demandeth	vvz	demandeth	demand	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
his	his	po31	his	his	0
mastes	mastes	n2	masts	mast	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
broken	broken	vvn	broken	break	0
by	by	p-acp	by	by	0
tempest	tempest	n1	tempest	tempest	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
remedy	remedy	n1	remedy	remedy	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
use	use	vvi	use	use	0
?	?	?	?	?	1
Others	Others	ng2-jn	Others	other	0
aske	aske	vvb	ask	ask	0
him	him	pno31	him	he	0
,	,	,	,	,	0
if	if	cs	if	if	0
his	his	po31	his	his	0
ship	ship	n1	ship	ship	0
should	should	vmd	should	shall	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
leake	leake	n1	leak	leak	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hazarding	hazarding	vvg	hazarding	hazard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lives	lives	n2	lives	life	0
of	of	pp-f	of	of	0
himselfe	himselfe	px31	himself	himself	0
and	and	cc	and	and	0
his	his	po31	his	his	0
company	company	n1	company	company	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
remedy	remedy	n1	remedy	remedy	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
find	find	vvi	find	find	0
to	to	pc-acp	to	to	0
stop	stop	vvi	stop	stop	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
least	least	ds	least	least	0
danger	danger	n1	danger	danger	0
?	?	?	?	?	1
Others	Others	ng2-jn	Others	other	0
aske	aske	vvb	ask	ask	0
him	him	pno31	him	he	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
remedy	remedy	n1	remedy	remedy	0
,	,	,	,	,	0
if	if	cs	if	if	0
his	his	po31	his	his	0
rudder	rudder	n1	rudder	rudder	0
should	should	vmd	should	shall	0
chance	chance	vvi	chance	chance	0
to	to	pc-acp	to	to	0
faile	faile	vvi	fail	fail	0
?	?	?	?	?	1
Others	Others	ng2-jn	Others	other	0
oppose	oppose	vvb	oppose	oppose	0
him	him	pno31	him	he	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Moone	Moone	n1	Moon	moon	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tides	tides	n2	tides	tide	0
?	?	?	?	?	1
Others	Others	ng2-jn	Others	other	0
aske	aske	vvb	ask	ask	0
him	him	pno31	him	he	0
if	if	cs	if	if	0
a	a	dt	a	a	0
Pirate	Pirate	n1	Pirate	pirate	0
