The	The	dt	The	the	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
200	200	crd	200	200	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
How	How	uh-crq	How	how	0
many	many	d	many	many	0
boats	boats	n2	boats	boat	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
fashion	fashion	n1	fashion	fashion	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
each	each	d	each	each	0
boate	boate	n1	boat	boat	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
What	What	q-crq	What	what	0
wages	wages	n2	wages	wage	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
skilfull	skilfull	j	skilful	skilful	0
men	men	n2	men	man	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
officers	officers	n2	officers	officer	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
neede	neede	vvi	need	need	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Biskay	Biskay	np1	Biskay	Biskay	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
How	How	uh-crq	How	how	0
many	many	d	many	many	0
harping	harping	vvg	harping	harp	0
irons	irons	n2	irons	iron	0
,	,	,	,	,	0
speares	speares	n2	spears	spear	0
,	,	,	,	,	0
cordes	cordes	n2	cords	cord	0
,	,	,	,	,	0
axes	axes	n2	axes	axe	0
,	,	,	,	,	0
hatchets	hatchets	n2	hatchet's	hatchet	0
,	,	,	,	,	0
knives	knives	n2	knives	knife	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
implements	implements	n2	implements	implement	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
fishing	fishing	n-vvg	fishing	fish	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
sort	sort	n1	sort	sort	0
and	and	cc	and	and	0
greatnes	greatnes	n1	greatness	greatness	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
How	How	uh-crq	How	how	0
many	many	d	many	many	0
kettles	kettles	n2	kettles	kettle	0
,	,	,	,	,	0
the	the	dt	the	the	0
greatnesse	greatnesse	n1	greatness	greatness	0
and	and	cc	and	and	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
mettall	mettall	n1	mettle	mettle	0
,	,	,	,	,	0
and	and	cc	and	and	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
set	set	vvn	set	set	0
on	on	p-acp	on	on	0
trivets	trivets	n2	trivets	trivet	0
or	or	cc	or	or	0
on	on	p-acp	on	on	0
furnaces	furnaces	n2	furnaces	furnace	0
for	for	p-acp	for	for	0
boiling	boiling	vvg	boiling	boil	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
traine	traine	n1	train	train	0
oyle	oyle	n1	oil	oil	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
What	What	q-crq	What	what	0
quantitie	quantitie	n1	quantity	quantity	0
of	of	pp-f	of	of	0
caske	caske	n1	cask	cask	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
caske	caske	n1	cask	cask	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
hoopes	hoopes	n2	hoops	hoop	0
and	and	cc	and	and	0
twigges	twigges	n2	twigs	twig	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
much	much	d	much	much	0
thereof	thereof	av	thereof	thereof	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
staved	staved	vvn	staved	stave	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
traine	traine	n1	train	train	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
What	What	q-crq	What	what	0
quantitie	quantitie	n1	quantity	quantity	0
of	of	pp-f	of	of	0
victuals	victuals	n2	victuals	victual	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
victuals	victuals	n2	victuals	victual	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
for	for	p-acp	for	for	0
4	4	crd	4	4	0
moneths	moneths	ng2	months	month	0
time	time	n1	time	time	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
common	common	j	common	common	0
mariners	mariners	n2	mariners	mariner	0
and	and	cc	and	and	0
officers	officers	n2	officers	officer	0
to	to	pc-acp	to	to	0
governe	governe	vvi	govern	govern	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
neede	neede	vvi	need	need	0
any	any	d	any	any	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Biskaie	Biskaie	n1	Biskaie	biskaie	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	j	only	only	0
men	men	n2	men	man	0
skilful	skilful	j	skilful	skilful	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
catching	catching	n-vvg	catching	catch	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
,	,	,	,	,	0
and	and	cc	and	and	0
ordering	ordering	vvg	ordering	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
oile	oile	n1	oil	oil	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
Cooper	Cooper	np1	Cooper	Cooper	0
skilfull	skilfull	j	skilful	skilful	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
staved	staved	vvn	staved	stave	0
caske	caske	n1	cask	cask	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Also	Also	av	Also	also	0
what	what	r-crq	what	what	0
other	other	j-jn	other	other	0
matters	matters	n2	matters	matter	0
are	are	vbr	are	be	0
requisite	requisite	j	requisite	requisite	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
knowen	knowen	vvn	known	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
done	done	vdn	done	do	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
voyage	voyage	n1	voyage	voyage	0
to	to	pc-acp	to	to	0
catch	catch	vvi	catch	catch	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
,	,	,	,	,	0
not	not	xx	not	not	0
here	here	av	here	here	0
noted	noted	vvn	noted	note	0
nor	nor	ccx	nor	nor	0
remembred	remembred	vvn	remembered	remember	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
These	These	d	These	these	0
requests	requests	n2	requests	request	0
were	were	vbdr	were	be	0
thus	thus	av	thus	thus	0
answered	answered	vvn	answered	answer	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
as	as	p-acp	as	as	0
directions	directions	n2	directions	direction	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
intend	intend	vvi	intend	intend	0
the	the	dt	the	the	0
same	same	d	same	same	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
like	like	j	like	like	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
proportion	proportion	n1	proportion	proportion	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
setting	setting	n-vvg	setting	set	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
ship	ship	n1	ship	ship	0
of	of	pp-f	of	of	0
200.	200.	crd	200.	200.	0
tunne	tunne	n1	tun	ton	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
killing	killing	n-vvg	killing	kill	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
THere	THere	pc-acp	THere	there	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
55	55	crd	55	55	0
men	men	n2	men	man	0
who	who	r-crq	who	who	0
departing	departing	vvg	departing	depart	0
for	for	p-acp	for	for	0
Wardhouse	Wardhouse	np1	Wardhouse	Wardhouse	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
moneth	moneth	n1	month	month	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
,	,	,	,	,	0
must	must	vmb	must	must	0
bee	bee	vbi	be	be	0
furnished	furnished	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
4	4	crd	4	4	0
kintals	kintals	n2	kintals	kintal	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
of	of	pp-f	of	of	0
bread	bread	n1	bred	bread	0
for	for	p-acp	for	for	0
every	every	d	every	every	0
man	man	n1	man	man	0
.	.	.	.	.	1
250	250	crd	250	250	0
hogsheds	hogsheds	n2	hogsheads	hogshead	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
the	the	dt	the	the	0
bread	bread	n1	bred	bread	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
150	150	crd	150	150	0
hogsheds	hogsheds	n2	hogsheads	hogshead	0
of	of	pp-f	of	of	0
Cidar	Cidar	np1	Cidar	Cidar	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
6	6	crd	6	6	0
kintals	kintals	n2-j	kintals	kintals	0
of	of	pp-f	of	of	0
oile	oile	n1	oil	oil	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
8	8	crd	8	8	0
kintals	kintals	n2-j	kintals	kintals	0
of	of	pp-f	of	of	0
bacon	bacon	n1	bacon	bacon	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
201	201	crd	201	201	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
10	10	crd	10	10	0
quarters	quarters	n2	quarters	quarter	0
of	of	pp-f	of	of	0
salt	salt	n1	salt	salt	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
150	150	crd	150	150	0
pound	pound	n1	pound	pound	0
of	of	pp-f	of	of	0
candles	candles	n2	candles	candle	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
8	8	crd	8	8	0
quarters	quarters	n2	quarters	quarter	0
of	of	pp-f	of	of	0
beanes	beanes	n2	beans	bean	0
and	and	cc	and	and	0
pease	pease	n1	peas	pease	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Saltfish	Saltfish	n1	Saltfish	saltfish	0
&	&	cc	&	and	0
herring	herring	n1	herring	herring	0
,	,	,	,	,	0
a	a	dt	a	a	0
quantitie	quantitie	n1	quantity	quantity	0
convenient	convenient	j	convenient	convenient	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
4	4	crd	4	4	0
tunnes	tunnes	n2	tons	ton	0
of	of	pp-f	of	of	0
wines	wines	n2	wines	wine	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Half	Half	av-jn	Half	half	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
of	of	pp-f	of	of	0
mustard	mustard	n1	mustard	mustard	0
seed	seed	n1	seed	seed	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
querne	querne	n1	quern	quern	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
grindstone	grindstone	n1	grindstone	grindstone	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
800	800	crd	800	800	0
empty	empty	j	empty	empty	0
shaken	shaken	vvn	shaken	shake	0
hogsheds	hogsheds	n2	hogsheads	hogshead	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
350	350	crd	350	350	0
bundles	bundles	n2	bundles	bundle	0
of	of	pp-f	of	of	0
hoopes	hoopes	n2	hoops	hoop	0
,	,	,	,	,	0
and	and	cc	and	and	0
6	6	crd	6	6	0
quintalines	quintalines	n1	quintalines	quintalines	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
800	800	crd	800	800	0
paire	paire	n1	pair	pair	0
of	of	pp-f	of	of	0
heds	heds	n2	heads	head	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
hogsheds	hogsheds	n2	hogsheads	hogshead	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
10	10	crd	10	10	0
Estachas	Estachas	np1	Estachas	Estachas	0
called	called	vvn	called	call	0
roxes	roxes	n2	roxes	rox	0
for	for	p-acp	for	for	0
harping	harping	vvg	harping	harp	0
irons	irons	n2	irons	iron	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
10	10	crd	10	10	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
Arporieras	Arporieras	np1	Arporieras	Arporieras	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
3	3	crd	3	3	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
Baibens	Baibens	fw-la	Baibens	baibens	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Javelines	Javelines	n2	Javelins	javelin	0
small	small	j	small	small	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2	2	crd	2	2	0
tackles	tackles	n2	tackles	tackle	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
the	the	dt	the	the	0
Whales	Whales	n2	Whale's	whale	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
halser	halser	jc	halser	hals	0
of	of	pp-f	of	of	0
27	27	crd	27	27	0
fadom	fadom	n1	fathom	fathom	0
long	long	av-j	long	long	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
ye	ye	pn22	you	you	0
whales	whales	n2	whale's	whale	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
15	15	crd	15	15	0
great	great	j	great	great	0
Javelines	Javelines	n2	Javelins	javelin	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
18	18	crd	18	18	0
small	small	j	small	small	0
Javelins	Javelins	n2	Javelins	javelin	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
50	50	crd	50	50	0
harping	harping	vvg	harping	harp	0
irons	irons	n2	irons	iron	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
6	6	crd	6	6	0
machicos	machicos	fw-la	machicos	machicos	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
withall	withall	av	withal	withal	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2	2	crd	2	2	0
doozen	doozen	crd	doozen	dozen	0
of	of	pp-f	of	of	0
machetos	machetos	n2	machetos	macheto	0
to	to	pc-acp	to	to	0
minch	minch	vvi	minch	minch	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2	2	crd	2	2	0
great	great	j	great	great	0
hookes	hookes	n2	hooks	hook	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
3	3	crd	3	3	0
paire	paire	n1	pair	pair	0
of	of	pp-f	of	of	0
Can	Can	vmb	Can	can	0
hookes	hookes	n2	hooks	hook	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
6	6	crd	6	6	0
hookes	hookes	n2	hooks	hook	0
for	for	p-acp	for	for	0
staves	staves	n2	staves	staff	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
3	3	crd	3	3	0
dozen	dozen	crd	dozen	dozen	0
of	of	pp-f	of	of	0
staves	staves	n2	staves	staff	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
harping	harping	vvg	harping	harp	0
irons	irons	n2	irons	iron	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
6	6	crd	6	6	0
pullies	pullies	n2	pullies	pilley	0
to	to	pc-acp	to	to	0
turne	turne	vvi	turn	turn	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
with	with	p-acp	with	with	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
10	10	crd	10	10	0
great	great	j	great	great	0
baskets	baskets	n2	baskets	basket	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
10	10	crd	10	10	0
lampes	lampes	n2	lamps	lamp	0
of	of	pp-f	of	of	0
iron	iron	n1	iron	iron	0
to	to	pc-acp	to	to	0
carie	carie	vvi	carry	carry	0
light	light	n1	light	light	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
5	5	crd	5	5	0
kettles	kettles	n2	kettles	kettle	0
of	of	pp-f	of	of	0
150	150	crd	150	150	0
li	li	n1	li	livre	0
.	.	.	.	.	0
the	the	dt	the	the	0
piece	piece	n1	piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
6	6	crd	6	6	0
ladles	ladles	n2	ladles	ladle	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1000	1000	crd	1000	1000	0
of	of	pp-f	of	of	0
nailes	nailes	n2	nails	nail	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
pinnases	pinnases	n2	pinnaces	pinnace	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
500	500	crd	500	500	0
of	of	pp-f	of	of	0
nailes	nailes	n2	nails	nail	0
of	of	pp-f	of	of	0
Carabelie	Carabelie	j	Carabelie	carabelie	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
wharfe	wharfe	n1	wharf	wharf	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
18	18	crd	18	18	0
axes	axes	n2	axes	axe	0
and	and	cc	and	and	0
hatchets	hatchets	n2	hatchet's	hatchet	0
to	to	pc-acp	to	to	0
cleave	cleave	vvi	cleave	cleave	0
wood	wood	n1	wood	wood	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
12	12	crd	12	12	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
lines	lines	n2	lines	line	0
,	,	,	,	,	0
and	and	cc	and	and	0
6	6	crd	6	6	0
dozen	dozen	crd	dozen	dozen	0
of	of	pp-f	of	of	0
hookes	hookes	n2	hooks	hook	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2	2	crd	2	2	0
beetles	beetles	n2	beetles	beetle	0
of	of	pp-f	of	of	0
Rosemarie	Rosemarie	n1	Rosemary	rosemary	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
4	4	crd	4	4	0
dozen	dozen	crd	dozen	dozen	0
of	of	pp-f	of	of	0
oares	oares	n2	oars	oar	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
pinnases	pinnases	n2	pinnaces	pinnace	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
6	6	crd	6	6	0
lanternes	lanternes	n2	lanterns	lantern	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
500	500	crd	500	500	0
of	of	pp-f	of	of	0
Tesia	Tesia	np1	Tesia	Tesia	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
202	202	crd	202	202	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
WILLIAM	WILLIAM	np1	WILLIAM	William	0
BURROUGH’S	BURROUGH’S	npg1	BURROUGH’S	BURROUGH’S	0
DEPOSITION	DEPOSITION	n1	DEPOSITION	deposition	0
a.d.	a.d.	n1	a.d.	a.d.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1576.	1576.	crd	1576.	1576.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
gunpouder	gunpouder	n1	gunpowder	gunpowder	0
&	&	cc	&	and	0
matches	matches	n2	matches	match	0
for	for	p-acp	for	for	0
harquebushes	harquebushes	n2	harquebusses	harquebuss	0
as	as	c-acp	as	as	0
shalbe	shalbe	vmb	shall	shall	0
needfull	needfull	j	needful	needful	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
caried	caried	vvn	carried	carry	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
5	5	crd	5	5	0
pinnases	pinnases	n2	pinnaces	pinnace	0
,	,	,	,	,	0
five	five	crd	five	five	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
strike	strike	vvi	strike	strike	0
with	with	p-acp	with	with	0
harping	harping	vvg	harping	harp	0
irons	irons	n2	irons	iron	0
,	,	,	,	,	0
two	two	crd	two	two	0
cutters	cutters	n2	cutters	cutter	0
of	of	pp-f	of	of	0
Whale	Whale	n1	Whale	whale	0
,	,	,	,	,	0
5	5	crd	5	5	0
coopers	coopers	n2	coopers	cooper	0
,	,	,	,	,	0
&	&	cc	&	and	0
a	a	dt	a	a	0
purser	purser	n1	purser	purser	0
or	or	cc	or	or	0
two	two	crd	two	two	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
note	note	n1	note	note	0
of	of	pp-f	of	of	0
certaine	certaine	j	certain	certain	0
other	other	j-jn	other	other	0
necessarie	necessarie	j	necessary	necessary	0
things	things	n2	things	thing	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Whalefishing	Whalefishing	j-vvg	Whalefishing	whalefish	0
